game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype
BAL195405130,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/05/13,BAL11,0,0:00PM,night,false,grieb901,umonf901,berrc103,hurle901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/03/20 9:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,12564,henrb101,pilld101,,,,
BAL195405140,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/05/14,BAL11,0,0:00PM,night,false,umonf901,berrc103,hurle901,grieb901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/03/21 9:22PM,park,none,60,unknown,-1,unknown,unknown,unknown,174,16484,turlb101,nixow101,stuam101,,,
BAL195405150,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/05/15,BAL11,0,0:00PM,day,false,berrc103,hurle901,grieb901,umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/03/23 6:40AM,park,none,0,unknown,-1,unknown,unknown,unknown,118,8904,colej101,clevt101,stuam101,,,
BAL195405161,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/05/16,BAL11,1,0:00PM,day,false,runge901,soarh901,summb901,mckib901,"""Orioles""","""Jim Herdman""","""Jim Herdman""",1996/03/23 11:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,reyna102,kosld101,,,,
BAL195405162,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/05/16,BAL11,2,0:00PM,day,false,soarh901,summb901,mckib901,runge901,"""Orioles""","""Comly""","""Comly""",2010/04/13 11:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,46796,larsd102,kuzab101,,,,
BAL195405180,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/05/18,BAL11,0,0:00PM,night,false,summb901,mckib901,runge901,soarh901,"""  WS1 -- BAL ""","""Jim Herdman""","""Jim Herdman""",1996/03/23 1:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,20596,mcdem102,turlb101,,,,
BAL195405190,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/05/19,BAL11,0,0:00PM,night,false,mckib901,runge901,soarh901,summb901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/03/24 7:03AM,park,none,0,unknown,-1,unknown,unknown,unknown,136,29722,colej101,stobc101,,,,
BAL195405281,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/05/28,BAL11,1,0:00PM,day,false,runge901,summb901,mckib901,soarh901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/03/24 8:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,214,0,harsj101,kretl101,dorif101,,,
BAL195405282,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/05/28,BAL11,2,0:00PM,night,false,summb901,mckib901,soarh901,runge901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/03/24 8:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,181,23184,conss101,turlb101,,,,
BAL195405290,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/05/29,BAL11,0,0:00PM,night,false,mckib901,soarh901,runge901,summb901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/04 8:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,180,11750,trucv101,colej101,,,,
BAL195405300,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/05/30,BAL11,0,0:00PM,day,false,soarh901,runge901,summb901,mckib901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/04 9:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,11287,larsd102,simaa101,,,,
BAL195405311,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/05/31,BAL11,1,0:00PM,day,false,runge901,summb901,mckib901,soarh901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/04 7:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,0,herbr101,stuam101,,,,
BAL195405312,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/05/31,BAL11,2,0:00PM,day,false,summb901,mckib901,soarh901,runge901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 8:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,143,23709,pilld101,hoefb101,,,,
BAL195406010,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/06/01,BAL11,0,0:00PM,night,false,mckib901,soarh901,runge901,summb901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 8:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,10397,branr103,kretl101,marld101,,,
BAL195406150,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/06/15,BAL11,0,0:00PM,night,false,honoj901,mcgob901,papaj901,umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/18 12:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,29840,reyna102,colej101,sainj101,,,
BAL195406160,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/06/16,BAL11,0,0:00PM,night,false,mcgob901,papaj901,umonf901,honoj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/14 9:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,25782,fordw101,pilld101,,,,
BAL195406170,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/06/17,BAL11,0,0:00PM,day,false,papaj901,umonf901,honoj901,mcgob901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/18 5:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,163,13228,mcdoj104,turlb101,,,,
BAL195406180,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/06/18,BAL11,0,8:00PM,night,false,umonf901,honoj901,mcgob901,papaj901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/08/28 6:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,209,11540,portb102,stuam101,,,,
BAL195406190,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/06/19,BAL11,0,0:00PM,day,false,honoj901,mcgob901,papaj901,umonf901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/08/28 9:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,8187,schmj101,colej101,pascc102,,,
BAL195406201,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/06/20,BAL11,1,0:00PM,day,false,mcgob901,papaj901,umonf901,honoj901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/08/29 5:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,0,marrc101,pilld101,,,,
BAL195406202,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/06/20,BAL11,2,0:00PM,day,false,papaj901,umonf901,honoj901,mcgob901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/08/31 7:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,143,17149,stond102,chakb101,,,,
BAL195406220,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/06/22,BAL11,0,0:00PM,night,false,romme101,nappl901,flahr901,stevj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/19 12:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,215,13093,kinde101,turlb101,,,,
BAL195406230,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/06/23,BAL11,0,0:00PM,night,false,nappl901,flahr901,stevj901,romme101,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/19 6:58AM,park,none,0,unknown,-1,unknown,unknown,unknown,298,24843,stuam101,henrb101,,,,
BAL195406250,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/06/25,BAL11,0,0:00PM,night,false,flahr901,stevj901,romme101,nappl901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/19 5:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,10160,pilld101,fricm101,,,,
BAL195406260,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/06/26,BAL11,0,0:00PM,day,false,stevj901,romme101,nappl901,flahr901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/23 7:41AM,park,none,0,unknown,-1,unknown,unknown,unknown,188,7418,chakb101,rombd101,,,,
BAL195406271,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/06/27,BAL11,1,0:00PM,day,false,romme101,nappl901,flahr901,stevj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/19 10:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,0,chakb101,dixos101,,,,
BAL195406272,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/06/27,BAL11,2,0:00PM,day,false,nappl901,flahr901,stevj901,romme101,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/19 5:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,15792,colej101,simaa101,,,,
BAL195406290,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/06/29,BAL11,0,0:00PM,night,false,umonf901,hurle901,grieb901,berrc103,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 9:44AM,park,none,0,unknown,-1,unknown,unknown,unknown,155,28511,houta101,larsd102,,,,
BAL195406300,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/06/30,BAL11,0,0:00PM,night,false,hurle901,grieb901,berrc103,umonf901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 11:24AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,17262,garcm101,pilld101,,,,
BAL195407020,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/07/02,BAL11,0,0:00PM,night,false,grieb901,berrc103,umonf901,hurle901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 12:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,11303,colej101,abera101,,,,
BAL195407030,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/07/03,BAL11,0,0:00PM,night,false,berrc103,umonf901,hurle901,grieb901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 1:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,162,17126,turlb101,hoefb101,,,,
BAL195407040,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/07/04,BAL11,0,0:00PM,day,false,umonf901,hurle901,grieb901,berrc103,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1997/01/05 3:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,117,11506,kretl101,groms101,,,,
BAL195407270,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/07/27,BAL11,0,0:00PM,night,false,papaj901,soarh901,(none),runge901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/09/14 8:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,170,13787,pilld101,schmj101,chakb101,,,
BAL195407280,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/07/28,BAL11,0,0:00PM,night,false,soarh901,runge901,(none),papaj901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/09/15 6:27AM,park,none,0,unknown,-1,unknown,unknown,unknown,102,11091,colej101,portb102,,,,
BAL195407290,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/07/29,BAL11,0,0:00PM,day,false,runge901,papaj901,(none),soarh901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/09/15 7:12AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,5385,stobc101,odelb101,,,,
BAL195407300,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/07/30,BAL11,0,0:00PM,night,false,umonf901,grieb901,berrc103,hurle901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/26 10:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,176,27385,larsd102,reyna102,,,,
BAL195407310,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/07/31,BAL11,0,0:00PM,day,false,grieb901,berrc103,hurle901,umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/26 10:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,166,12557,grimb102,turlb101,sainj101,,,
BAL195408011,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/08/01,BAL11,1,0:00PM,day,false,berrc103,hurle901,umonf901,grieb901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1997/01/27 8:43AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,0,morgt101,pilld101,sainj101,,,
BAL195408012,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/08/01,BAL11,2,0:00PM,day,false,hurle901,umonf901,grieb901,berrc103,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 6:53AM,park,none,0,unknown,-1,unknown,unknown,unknown,160,28643,stuam101,colej101,reyna102,,,
BAL195408020,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/08/02,BAL11,0,0:00PM,night,false,mckib901,flahr901,(none),honoj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 7:40AM,park,none,0,unknown,-1,unknown,unknown,unknown,143,7839,turlb101,grayj101,,,,
BAL195408030,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/08/03,BAL11,0,0:00PM,night,false,flahr901,honoj901,(none),mckib901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 8:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,10134,porta101,larsd102,,,,
BAL195408040,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/08/04,BAL11,0,0:00PM,night,false,honoj901,mckib901,(none),flahr901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 10:08AM,park,none,0,unknown,-1,unknown,unknown,unknown,176,7637,kella103,pilld101,bishc101,,,
BAL195408060,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/08/06,BAL11,0,0:00PM,night,false,mckib901,flahr901,(none),honoj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 12:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,147,17139,kinde101,chakb101,,,,
BAL195408070,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/08/07,BAL11,0,0:00PM,day,false,flahr901,honoj901,(none),mckib901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 4:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,9682,turlb101,parnm101,,,,
BAL195408081,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/08/08,BAL11,1,0:00PM,day,false,honoj901,mckib901,(none),flahr901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/06 9:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,168,0,hudss101,pilld101,,,,
BAL195408082,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/08/08,BAL11,2,0:00PM,day,false,mckib901,flahr901,(none),honoj901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/10/07 6:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,121,17549,sullf101,larsd102,kinde101,,,
BAL195408171,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/08/17,BAL11,1,0:00PM,day,false,mckib901,berrc103,flahr901,honoj901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/10/27 7:23AM,park,none,0,unknown,-1,unknown,unknown,unknown,161,0,pierb101,turlb101,trucv101,,,
BAL195408172,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/08/17,BAL11,2,0:00PM,night,false,berrc103,flahr901,honoj901,mckib901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/10/27 7:54AM,park,none,0,unknown,-1,unknown,unknown,unknown,138,18447,johnd102,kuzab101,martm101,,,
BAL195408180,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/08/18,BAL11,0,0:00PM,night,false,flahr901,honoj901,mckib901,berrc103,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/10/27 8:33AM,park,none,0,unknown,-1,unknown,unknown,unknown,149,13175,conss101,larsd102,dorif101,,,
BAL195408190,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/08/19,BAL11,0,0:00PM,day,false,honoj901,mckib901,berrc103,flahr901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/02 8:42AM,park,none,0,unknown,-1,wet,showers,cloudy,156,3822,harsj101,kretl101,dorif101,,,
BAL195408200,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/08/20,BAL11,0,0:00PM,night,false,runge901,summb901,papaj901,soarh901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/02 10:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,12531,houta101,colej101,newhh101,,,
BAL195408210,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/08/21,BAL11,0,0:00PM,night,false,summb901,papaj901,soarh901,runge901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/02 7:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,155,12044,lemob101,turlb101,,,,
BAL195408220,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/08/22,BAL11,0,0:00PM,day,false,papaj901,soarh901,runge901,summb901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/03 8:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,137,15344,wynne101,kuzab101,mossd101,,,
BAL195409061,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/09/06,BAL11,1,0:00PM,day,false,chyln901,flahr901,romme101,papaj901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/14 6:22PM,park,none,94,unknown,-1,dry,none,sunny,139,0,lemob101,pilld101,,,,
BAL195409062,"""version 7RS(19) of 07/07/92""",CLE,BAL,1954/09/06,BAL11,2,0:00PM,day,false,flahr901,romme101,papaj901,chyln901,"""  CLE -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/14 9:36PM,park,none,0,unknown,-1,dry,none,sunny,167,27216,chakb101,wynne101,,,,
BAL195409080,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/09/08,BAL11,0,0:00PM,night,false,romme101,mckib901,honoj901,umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/11/16 11:12AM,park,none,0,unknown,-1,unknown,unknown,unknown,162,28670,byrnt101,turlb101,,,,
BAL195409090,"""version 7RS(19) of 07/07/92""",NYA,BAL,1954/09/09,BAL11,0,0:00PM,day,false,mckib901,honoj901,umonf901,romme101,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/11/16 6:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,5866,colej101,morgt101,,,,
BAL195409100,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/09/10,BAL11,0,0:00PM,night,false,honoj901,umonf901,romme101,mckib901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/17 7:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,141,5040,kretl101,mcdem102,,,,
BAL195409110,"""version 7RS(19) of 07/07/92""",WS1,BAL,1954/09/11,BAL11,0,0:00PM,day,false,umonf901,romme101,mckib901,honoj901,"""  WS1 -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/17 7:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,112,5995,stond102,larsd102,,,,
BAL195409121,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/09/12,BAL11,1,0:00PM,day,false,grieb901,stevj901,(none),umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/11/17 4:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,0,turlb101,grayj101,chakb101,,,
BAL195409122,"""version 7RS(19) of 07/07/92""",PHA,BAL,1954/09/12,BAL11,2,0:00PM,day,false,stevj901,umonf901,(none),grieb901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/11/17 7:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,141,12981,burtm101,blyzm101,dixos101,,,
BAL195409140,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/09/14,BAL11,0,0:00PM,night,false,umonf901,grieb901,stevj901,nappl901,"""71""","""Bob Kapla""","""Bob Kapla""",2010/02/25 12:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,13045,colej101,nixow101,,,,
BAL195409150,"""version 7RS(19) of 07/07/92""",BOS,BAL,1954/09/15,BAL11,0,0:00PM,night,false,grieb901,stevj901,nappl901,umonf901,"""  Orioles""","""Jim Herdman""","""Jim Herdman""",1996/11/23 10:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,129,6719,kretl101,parnm101,,,,
BAL195409200,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/09/20,BAL11,0,0:00PM,night,false,flahr901,romme101,papaj901,chyln901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/23 10:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,165,7829,zuveg101,colej101,millb102,,,
BAL195409210,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/09/21,BAL11,0,0:00PM,night,false,romme101,papaj901,chyln901,flahr901,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/24 12:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,142,6096,turlb101,garvn102,,,,
BAL195409220,"""version 7RS(19) of 07/07/92""",DET,BAL,1954/09/22,BAL11,0,0:00PM,day,false,papaj901,chyln901,flahr901,romme101,"""  DET -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/24 8:00PM,park,none,0,unknown,-1,unknown,unknown,unknown,103,3042,groms101,kretl101,,,,
BAL195409240,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/09/24,BAL11,0,0:00PM,night,false,chyln901,romme101,(none),papaj901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/24 7:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,17719,odelb101,trucv101,,,,
BAL195409250,"""version 7RS(19) of 07/07/92""",CHA,BAL,1954/09/25,BAL11,0,0:00PM,day,false,romme101,papaj901,(none),chyln901,"""  CHA -- BAL""","""Jim Herdman""","""Jim Herdman""",1996/11/24 9:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,14755,pierb101,larsd102,,,,
PHI195404150,"""version 7RS(19) of 07/07/92""",NY1,PHI,1954/04/15,PHI11,0,1:36PM,day,false,gormt101,dixoh901,goetl901,dascf901,"""Koppett""",,"""Alan Boodman""",1995/10/27 4:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,15345,dickm101,antoj103,,,,
PHI195404181,"""version 7RS(19) of 07/07/92""",PIT,PHI,1954/04/18,PHI11,1,0:00PM,day,false,engeb902,stewb901,pineb101,boggd901,""" Bruce Foster""","""Jim Herdman""","""Jim Herdman""",1999/09/10 8:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,0,rober102,frieb102,,,,
PHI195404182,"""version 7RS(19) of 07/07/92""",PIT,PHI,1954/04/18,PHI11,2,0:00PM,day,false,stewb901,pineb101,boggd901,engeb902,""" Bruce Foster""","""Jim Herdman""","""Jim Herdman""",1999/09/11 7:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,9975,simmc101,law-v101,,,,
PHI195404190,"""version 7RS(19) of 07/07/92""",BRO,PHI,1954/04/19,PHI11,0,0:00PM,night,false,pineb101,boggd901,engeb902,stewb901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1996/02/14 7:44PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,191,31294,podrj101,konsj101,,,,
PHI195404200,"""version 7RS(19) of 07/07/92""",BRO,PHI,1954/04/20,PHI11,0,0:00PM,night,false,boggd901,engeb902,stewb901,pineb101,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1996/02/14 9:48PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,176,21921,dickm101,roe-p101,,,,
PHI195405070,"""version 7RS(19) of 07/07/92""",BRO,PHI,1954/05/07,PHI11,0,0:00PM,night,false,jackb901,conlj102,gorea901,secof101,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1996/02/25 10:25PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,156,14743,newcd101,simmc101,,,,
PHI195405080,"""version 7RS(19) of 07/07/92""",BRO,PHI,1954/05/08,PHI11,0,0:00PM,night,false,conlj102,gorea901,secof101,jackb901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1996/02/25 10:54PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,160,12364,podrj101,dickm101,,,,
PHI195405090,"""version 7RS(19) of 07/07/92""",BRO,PHI,1954/05/09,PHI11,0,0:00PM,day,false,gorea901,secof101,jackb901,conlj102,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1996/02/26 6:17PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,137,13818,erskc101,rober102,hughj103,,,
PHI195405110,"""version 7RS(19) of 07/07/92""",CHN,PHI,1954/05/11,PHI11,0,0:00PM,night,false,gormt101,dixoh901,goetl901,dascf901,"""68""","""D Lamoureaux""","""D Lamoureaux""",2003/12/07 12:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,189,4329,ridzs101,lownt101,,,,
PHI195405120,"""version 7RS(19) of 07/07/92""",CHN,PHI,1954/05/12,PHI11,0,0:00PM,night,false,dixoh901,goetl901,dascf901,gormt101,"""McClain""","""Greg Beston""","""Greg Beston""",2003/04/21 4:33PM,unknown,none,0,unknown,-1,unknown,unknown,night,125,4407,simmc101,hackw102,,,,
PHI195405130,"""version 7RS(19) of 07/07/92""",CIN,PHI,1954/05/13,PHI11,0,0:00PM,night,false,jackb901,conlj102,gorea901,secof101,"""McClain""","""Greg Beston""","""Greg Beston""",2003/04/21 5:22PM,unknown,none,0,unknown,-1,unknown,unknown,night,179,6856,rober102,valec101,,,,
PHI195405140,"""version 7RS(19) of 07/07/92""",CIN,PHI,1954/05/14,PHI11,0,0:00PM,night,false,conlj102,gorea901,secof101,jackb901,"""McClain""","""Greg Beston""","""Greg Beston""",2003/04/21 6:51PM,unknown,none,0,unknown,-1,unknown,unknown,night,147,7114,fowla101,dickm101,,,,
PHI195405150,"""version 7RS(19) of 07/07/92""",CIN,PHI,1954/05/15,PHI11,0,0:00PM,day,false,gorea901,secof101,jackb901,conlj102,"""  Bruce Foster""","""Jim Herdman""","""Jim Herdman""",1999/09/18 8:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,158,3981,konsj101,collj102,,hamng102,,
PHI195405161,"""version 7RS(19) of 07/07/92""",SLN,PHI,1954/05/16,PHI11,1,0:00PM,day,false,boggd901,engeb902,stewb901,pineb101,"""  Bruce Foster""","""Jim Herdman""","""Jim Herdman""",1999/09/18 9:53AM,park,none,0,unknown,-1,unknown,unknown,unknown,207,0,haddh101,konsj101,braza101,,,
PHI195405162,"""version 7RS(19) of 07/07/92""",SLN,PHI,1954/05/16,PHI11,2,0:00PM,day,false,engeb902,stewb901,pineb101,boggd901,"""  Bruce Foster""","""Jim Herdman""","""Jim Herdman""",1999/09/18 12:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,178,24495,pensp101,schec101,dickm101,,,
