game_id,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,wp,lp,winner,loser,home_final_score,visiting_final_score
ANA202306100,ANA,SEA,0,0,speig001,sandp002,SEA,ANA,2,6
ANA202306110,ANA,SEA,2,0,canng001,gilbl002,ANA,SEA,9,4
ANA202306200,ANA,LAN,0,0,kersc001,devec001,LAN,ANA,0,2
ANA202306210,ANA,LAN,0,0,gonzv001,ohtas001,LAN,ANA,0,2
ANA202306260,ANA,CHA,0,1,estec001,loper003,ANA,CHA,2,1
ANA202306270,ANA,CHA,1,0,ohtas001,kopem001,ANA,CHA,4,2
ANA202306280,ANA,CHA,2,2,gioll001,barrj003,CHA,ANA,5,11
ANA202306290,ANA,CHA,1,1,lynnl001,sandp002,CHA,ANA,7,9
ANA202306300,ANA,ARI,0,1,henrt001,canng001,ARI,ANA,2,6
ANA202307010,ANA,ARI,0,0,nelsr003,bachs001,ARI,ANA,1,3
ANA202307020,ANA,ARI,1,0,detmr001,gallz001,ANA,ARI,5,2
ANA202307140,ANA,HOU,0,0,matop002,ohtas001,HOU,ANA,5,7
ANA202307150,ANA,HOU,0,0,estec001,matop002,ANA,HOU,13,12
ANA202307160,ANA,HOU,0,1,montr004,barrj003,HOU,ANA,8,9
ANA202307170,ANA,NYA,0,0,loupa001,ramin003,ANA,NYA,4,3
ANA202307180,ANA,NYA,2,0,sandp002,germd001,ANA,NYA,5,1
ANA202307190,ANA,NYA,2,0,silsc001,rodoc001,ANA,NYA,7,3
ANA202307210,ANA,PIT,0,0,ohtas001,oviej001,ANA,PIT,8,5
ANA202307220,ANA,PIT,0,0,bidoo001,detmr001,PIT,ANA,0,3
ANA202307230,ANA,PIT,1,1,andet002,kellm003,ANA,PIT,7,5
ANA202308030,ANA,SEA,0,0,campi001,estec001,SEA,ANA,3,5
ANA202308040,ANA,SEA,1,4,topaj001,loper003,SEA,ANA,7,9
ANA202308050,ANA,SEA,0,0,kirbg001,andet002,SEA,ANA,2,3
ANA202308060,ANA,SEA,1,1,sauct001,barrj003,SEA,ANA,2,3
ANA202308070,ANA,SFN,0,0,roget001,estec001,SFN,ANA,3,8
ANA202308080,ANA,SFN,4,0,gioll001,alexs001,ANA,SFN,7,5
ANA202308090,ANA,SFN,0,0,ohtas001,beckt002,ANA,SFN,4,1
ANA202308180,ANA,TBA,1,1,fairp001,estec001,TBA,ANA,6,9
ANA202308191,ANA,TBA,0,2,canng001,glast001,ANA,TBA,7,6
ANA202308192,ANA,TBA,0,0,efliz001,sandp002,TBA,ANA,4,18
ANA202308220,ANA,CIN,0,1,ashcg001,gioll001,CIN,ANA,3,4
ANA202308231,ANA,CIN,2,0,farmb001,andet002,CIN,ANA,4,9
ANA202308232,ANA,CIN,0,0,simsl001,detmr001,CIN,ANA,3,7
ANA202309040,ANA,BAL,0,0,rodrg003,rosek001,BAL,ANA,3,6
ANA202309050,ANA,BAL,0,0,krehj001,sorij002,BAL,ANA,4,5
ANA202309060,ANA,BAL,0,0,gibsk002,sandp002,BAL,ANA,3,10
ANA202309070,ANA,CLE,0,0,sorij002,clase001,ANA,CLE,3,2
ANA202309080,ANA,CLE,0,0,allel003,canng001,CLE,ANA,3,6
ANA202309090,ANA,CLE,3,1,andet002,gioll001,ANA,CLE,6,2
ANA202309100,ANA,CLE,1,0,rosek001,bibet001,ANA,CLE,2,1
ANA202309150,ANA,DET,0,1,skubt001,canng001,DET,ANA,2,11
ANA202309160,ANA,DET,0,0,langa001,sorij002,DET,ANA,4,5
ANA202309170,ANA,DET,0,0,wentj001,rosek001,DET,ANA,3,5
ANA202309250,ANA,TEX,0,0,grayj003,hergj001,TEX,ANA,1,5
ANA202309260,ANA,TEX,3,1,detmr001,bradc003,ANA,TEX,9,3
ANA202309270,ANA,TEX,0,1,dunnd001,canng001,TEX,ANA,0,5
ANA202309290,ANA,OAK,0,0,danid001,waldk003,ANA,OAK,5,1
ANA202309300,ANA,OAK,0,1,boylj001,joycb001,OAK,ANA,3,7
ANA202310010,ANA,OAK,1,0,fulmc001,searj001,ANA,OAK,7,3
ARI202304060,ARI,LAN,0,0,may-d003,kellm002,LAN,ARI,2,5
ARI202304070,ARI,LAN,1,1,jamed003,kersc001,ARI,LAN,6,3
ARI202304080,ARI,LAN,1,4,nelsk001,syndn001,ARI,LAN,12,8
ARI202304090,ARI,LAN,2,1,nelsr003,grovm001,ARI,LAN,11,6
ARI202304100,ARI,MIL,1,0,gallz001,milew001,ARI,MIL,3,0
ARI202304110,ARI,MIL,0,0,burnc002,kellm002,MIL,ARI,1,7
ARI202304120,ARI,MIL,1,0,nelsk001,junkj001,ARI,MIL,7,3
ARI202304200,ARI,SDN,0,0,honeb001,nelsk001,SDN,ARI,5,7
ARI202304210,ARI,SDN,0,0,gallz001,lugos001,ARI,SDN,9,0
ARI202304220,ARI,SDN,1,2,musgj001,kellm002,SDN,ARI,3,5
ARI202304230,ARI,SDN,0,3,darvy001,jamed003,SDN,ARI,5,7
ARI202304240,ARI,KCA,0,1,chafa001,chapa001,ARI,KCA,5,4
ARI202304250,ARI,KCA,0,1,singb001,nelsr003,KCA,ARI,4,5
ARI202304260,ARI,KCA,0,0,gallz001,yarbr001,ARI,KCA,2,0
ARI202305050,ARI,WAS,0,1,kellm002,grayj004,ARI,WAS,3,1
ARI202305060,ARI,WAS,1,0,castm002,finnk001,ARI,WAS,8,7
ARI202305070,ARI,WAS,0,0,ramie004,castm002,WAS,ARI,8,9
ARI202305080,ARI,MIA,0,0,gallz001,garrb001,ARI,MIA,5,2
ARI202305090,ARI,MIA,0,1,luzaj001,pfaab001,MIA,ARI,2,6
ARI202305100,ARI,MIA,0,0,flord002,chafa001,MIA,ARI,4,5
ARI202305110,ARI,SFN,0,0,cobba001,henrt001,SFN,ARI,2,6
ARI202305120,ARI,SFN,0,2,misia001,junij001,ARI,SFN,7,5
ARI202305130,ARI,SFN,0,1,gallz001,desca001,ARI,SFN,7,2
ARI202305140,ARI,SFN,0,0,castm002,roget002,ARI,SFN,2,1
ARI202305260,ARI,BOS,0,0,salec001,pfaab001,BOS,ARI,2,7
ARI202305270,ARI,BOS,1,0,whitg002,daviz001,BOS,ARI,1,2
ARI202305280,ARI,BOS,3,0,kellm002,houct001,ARI,BOS,4,2
ARI202305290,ARI,COL,0,1,nelsr003,kaufk001,ARI,COL,7,5
ARI202305300,ARI,COL,3,0,gallz001,freek001,ARI,COL,5,1
ARI202305310,ARI,COL,3,0,henrt001,lamed001,ARI,COL,6,0
ARI202306010,ARI,COL,0,0,ginkk001,johnp001,ARI,COL,5,4
ARI202306020,ARI,ATL,2,0,kellm002,mortc002,ARI,ATL,3,2
ARI202306030,ARI,ATL,0,0,stris002,nelsr003,ATL,ARI,2,5
ARI202306040,ARI,ATL,0,0,minta001,castm002,ATL,ARI,5,8
ARI202306120,ARI,PHI,1,0,jamed003,coved001,ARI,PHI,9,8
ARI202306130,ARI,PHI,0,4,wheez001,daviz001,PHI,ARI,3,15
ARI202306140,ARI,PHI,0,0,kimbc001,mcgos001,PHI,ARI,3,4
ARI202306150,ARI,PHI,0,0,nolaa001,nelsr003,PHI,ARI,4,5
ARI202306160,ARI,CLE,1,0,gallz001,toust001,ARI,CLE,5,1
ARI202306170,ARI,CLE,0,1,castm002,biebs001,ARI,CLE,6,3
ARI202306180,ARI,CLE,0,2,bibet001,daviz001,CLE,ARI,3,12
ARI202306270,ARI,TBA,5,0,gallz001,bradt002,ARI,TBA,8,4
ARI202306280,ARI,TBA,0,0,pochc001,mcgos001,TBA,ARI,2,3
ARI202306290,ARI,TBA,0,1,chiry001,pfaab001,TBA,ARI,1,6
ARI202307040,ARI,NYN,1,0,schem001,castm002,NYN,ARI,5,8
ARI202307050,ARI,NYN,0,0,sengk001,chafa001,NYN,ARI,1,2
ARI202307060,ARI,NYN,0,2,carrc003,nelsr003,NYN,ARI,0,9
ARI202307070,ARI,PIT,0,0,gallz001,hillr001,ARI,PIT,7,3
ARI202307080,ARI,PIT,0,0,mcgos001,bednd001,ARI,PIT,3,2
ARI202307090,ARI,PIT,1,0,bidoo001,daviz001,PIT,ARI,2,4
ARI202307240,ARI,SLN,1,2,gallg001,chafa001,SLN,ARI,6,10
ARI202307250,ARI,SLN,0,0,nelsk001,romej002,ARI,SLN,3,1
ARI202307260,ARI,SLN,0,0,palla001,gallz001,SLN,ARI,7,11
ARI202307280,ARI,SEA,0,4,gilbl002,henrt001,SEA,ARI,2,5
ARI202307290,ARI,SEA,0,0,ginkk001,munoa002,ARI,SEA,4,3
ARI202307300,ARI,SEA,0,2,castl003,kellm002,SEA,ARI,0,4
ARI202308080,ARI,LAN,0,0,uriaj001,pfaab001,LAN,ARI,4,5
ARI202308090,ARI,LAN,0,0,fergc001,nelsk001,LAN,ARI,0,2
ARI202308110,ARI,SDN,1,0,snelb001,nelsr003,SDN,ARI,5,10
ARI202308120,ARI,SDN,1,0,gallz001,hillr001,ARI,SDN,3,0
ARI202308130,ARI,SDN,1,3,nelsk001,suarr002,ARI,SDN,5,4
ARI202308210,ARI,TEX,0,0,ginkk001,smitw002,ARI,TEX,4,3
ARI202308220,ARI,TEX,0,0,gallz001,grayj003,ARI,TEX,6,3
ARI202308240,ARI,CIN,0,0,castm002,youna002,ARI,CIN,3,2
ARI202308250,ARI,CIN,0,0,pfaab001,greeh001,ARI,CIN,10,8
ARI202308260,ARI,CIN,1,0,diaza004,crisn001,CIN,ARI,7,8
ARI202308270,ARI,CIN,0,0,mcgos001,gibai001,ARI,CIN,5,2
ARI202309010,ARI,BAL,2,1,daviz001,irvic001,ARI,BAL,4,2
ARI202309020,ARI,BAL,0,0,bradk001,ceccs001,BAL,ARI,3,7
ARI202309030,ARI,BAL,1,2,could001,gallz001,BAL,ARI,5,8
ARI202309040,ARI,COL,0,0,kellm002,lambp001,ARI,COL,4,2
ARI202309050,ARI,COL,1,1,freek001,pfaab001,COL,ARI,2,3
ARI202309060,ARI,COL,1,4,jarvb001,flexc001,ARI,COL,12,5
ARI202309150,ARI,CHN,3,0,pfaab001,steej002,ARI,CHN,6,4
ARI202309160,ARI,CHN,0,0,mantj002,wesnh001,ARI,CHN,7,6
ARI202309170,ARI,CHN,3,0,frial001,wickj001,ARI,CHN,6,2
ARI202309190,ARI,SFN,1,2,gallz001,cobba001,ARI,SFN,8,4
ARI202309200,ARI,SFN,1,1,kellm002,webbl001,ARI,SFN,7,1
ARI202309290,ARI,HOU,0,0,urquj001,gallz001,HOU,ARI,1,2
ARI202309300,ARI,HOU,0,0,verlj001,kellm002,HOU,ARI,0,1
ARI202310010,ARI,HOU,0,4,javic001,nelsk001,HOU,ARI,1,8
ATL202304060,ATL,SDN,1,0,minta001,crisn001,ATL,SDN,7,6
ATL202304070,ATL,SDN,0,2,honeb001,tonkm001,SDN,ATL,4,5
ATL202304080,ATL,SDN,0,0,wachm001,mortc002,SDN,ATL,1,4
ATL202304090,ATL,SDN,0,0,lugos001,doddd001,SDN,ATL,2,10
ATL202304100,ATL,CIN,0,0,lee-d005,law-d001,ATL,CIN,5,4
ATL202304110,ATL,CIN,1,0,tonkm001,cessl001,ATL,CIN,7,6
ATL202304120,ATL,CIN,0,2,yatek001,farmb001,ATL,CIN,5,4
ATL202304210,ATL,HOU,4,1,nerih001,minta001,HOU,ATL,4,6
ATL202304220,ATL,HOU,0,0,valdf001,wrigk001,HOU,ATL,3,6
ATL202304230,ATL,HOU,0,0,nerih001,minta001,HOU,ATL,2,5
ATL202304240,ATL,MIA,0,0,stris002,cabre003,ATL,MIA,11,0
ATL202304250,ATL,MIA,1,0,mortc002,hoeib001,ATL,MIA,7,4
ATL202304260,ATL,MIA,0,0,tonkm001,flord002,ATL,MIA,6,4
ATL202304270,ATL,MIA,0,0,puk-a001,minta001,MIA,ATL,4,5
ATL202305050,ATL,BAL,1,0,kremd001,friem001,BAL,ATL,4,9
ATL202305060,ATL,BAL,0,0,minta001,could001,ATL,BAL,5,4
ATL202305070,ATL,BAL,1,0,tonkm001,perec004,ATL,BAL,3,2
ATL202305090,ATL,BOS,4,0,mortc002,piven001,ATL,BOS,9,3
ATL202305100,ATL,BOS,0,0,bellb002,minta001,BOS,ATL,2,5
ATL202305190,ATL,SEA,1,0,mchuc001,millb004,ATL,SEA,6,2
ATL202305200,ATL,SEA,2,0,gilbl002,tonkm001,SEA,ATL,3,7
ATL202305210,ATL,SEA,1,0,shusj001,kirbg001,ATL,SEA,3,2
ATL202305220,ATL,LAN,4,0,phile001,mortc002,LAN,ATL,6,8
ATL202305230,ATL,LAN,1,1,millb005,stris002,LAN,ATL,1,8
ATL202305240,ATL,LAN,0,0,igler001,bickp001,ATL,LAN,4,3
ATL202305250,ATL,PHI,2,0,anden001,sotog003,ATL,PHI,8,5
ATL202305260,ATL,PHI,0,0,walkt004,jimej003,PHI,ATL,4,6
ATL202305270,ATL,PHI,0,0,wheez001,mortc002,PHI,ATL,1,2
ATL202305280,ATL,PHI,7,0,stris002,coved001,ATL,PHI,11,4
ATL202306060,ATL,NYN,0,0,eldeb001,smitd009,ATL,NYN,6,4
ATL202306070,ATL,NYN,0,1,anden001,raleb001,ATL,NYN,7,5
ATL202306080,ATL,NYN,3,0,igler001,huntt002,ATL,NYN,13,10
ATL202306090,ATL,WAS,0,1,yatek001,finnk001,ATL,WAS,3,2
ATL202306100,ATL,WAS,1,1,shusj001,gorem001,ATL,WAS,6,4
ATL202306110,ATL,WAS,2,0,willt002,eldeb001,WAS,ATL,2,6
ATL202306150,ATL,COL,0,0,smita001,freek001,ATL,COL,8,3
ATL202306160,ATL,COL,3,0,shusj001,lamed001,ATL,COL,8,1
ATL202306170,ATL,COL,4,0,eldeb001,seabc001,ATL,COL,10,2
ATL202306180,ATL,COL,0,2,mortc002,andec001,ATL,COL,14,6
ATL202306260,ATL,MIN,0,0,stris002,grays001,ATL,MIN,4,1
ATL202306270,ATL,MIN,4,1,eldeb001,ryanj002,ATL,MIN,6,2
ATL202306280,ATL,MIN,1,0,yatek001,maedk001,ATL,MIN,3,0
ATL202306300,ATL,MIA,5,0,sorom001,hoeib001,ATL,MIA,16,4
ATL202307010,ATL,MIA,6,0,mortc002,peree004,ATL,MIA,7,0
ATL202307020,ATL,MIA,0,0,stris002,alcas001,ATL,MIA,6,3
ATL202307140,ATL,CHA,4,0,mortc002,kopem001,ATL,CHA,9,0
ATL202307150,ATL,CHA,0,0,lynnl001,stris002,CHA,ATL,5,6
ATL202307160,ATL,CHA,0,0,ceasd001,allak001,CHA,ATL,1,8
ATL202307180,ATL,ARI,5,2,castm002,igler001,ARI,ATL,13,16
ATL202307190,ATL,ARI,0,0,nelsr003,mortc002,ARI,ATL,3,5
ATL202307200,ATL,ARI,0,0,yatek001,castm002,ATL,ARI,7,5
ATL202307280,ATL,MIL,0,0,mchuc001,housa001,ATL,MIL,10,7
ATL202307290,ATL,MIL,6,0,eldeb001,tehej001,ATL,MIL,11,5
ATL202307300,ATL,MIL,2,1,yatek001,payaj001,ATL,MIL,8,6
ATL202307310,ATL,ANA,0,1,silsc001,mortc002,ANA,ATL,1,4
ATL202308010,ATL,ANA,1,0,stris002,sandp002,ATL,ANA,5,1
ATL202308020,ATL,ANA,0,0,chiry001,gioll001,ATL,ANA,12,5
ATL202308140,ATL,NYA,1,1,friem001,schmc002,ATL,NYA,11,3
ATL202308150,ATL,NYA,3,0,eldeb001,sevel001,ATL,NYA,5,0
ATL202308160,ATL,NYA,0,0,mortc002,vasqr001,ATL,NYA,2,0
ATL202308180,ATL,SFN,2,0,stris002,cobba001,ATL,SFN,4,0
ATL202308190,ATL,SFN,0,1,yatek001,roget002,ATL,SFN,6,5
ATL202308200,ATL,SFN,0,0,dovac001,yatek001,SFN,ATL,3,4
ATL202308210,ATL,NYN,0,0,bickp001,winaa001,NYN,ATL,4,10
ATL202308220,ATL,NYN,0,0,eldeb001,megit002,ATL,NYN,3,2
ATL202308230,ATL,NYN,1,0,mortc002,quinj001,ATL,NYN,7,0
ATL202309050,ATL,SLN,1,0,mikom001,sorom001,SLN,ATL,6,10
ATL202309060,ATL,SLN,0,4,hudsd002,stris002,SLN,ATL,6,11
ATL202309070,ATL,SLN,3,0,friem001,waina001,ATL,SLN,8,5
ATL202309080,ATL,PIT,0,0,eldeb001,kellm003,ATL,PIT,8,2
ATL202309090,ATL,PIT,0,0,borur001,doddd001,PIT,ATL,4,8
ATL202309100,ATL,PIT,0,0,handb001,selbc001,ATL,PIT,5,2
ATL202309180,ATL,PHI,1,0,wheez001,wrigk001,PHI,ATL,1,7
ATL202309190,ATL,PHI,1,0,stris002,sancc002,ATL,PHI,9,3
ATL202309200,ATL,PHI,0,1,kimbc001,minta001,PHI,ATL,5,6
ATL202309260,ATL,CHN,0,0,handb001,smyld001,ATL,CHN,7,6
ATL202309270,ATL,CHN,1,0,chavj001,paled001,ATL,CHN,6,5
ATL202309280,ATL,CHN,2,1,wrigk001,strom001,ATL,CHN,5,3
ATL202309290,ATL,WAS,1,0,weemj001,handb001,WAS,ATL,6,10
ATL202309300,ATL,WAS,0,3,stris002,weemj001,ATL,WAS,5,3
ATL202310010,ATL,WAS,2,4,harvh001,tonkm001,WAS,ATL,9,10
BAL202304070,BAL,NYA,0,0,perec004,marir001,BAL,NYA,7,6
BAL202304080,BAL,NYA,1,0,britj003,irvic001,NYA,BAL,1,4
BAL202304090,BAL,NYA,0,1,cortn001,wellt003,NYA,BAL,3,5
BAL202304100,BAL,OAK,2,1,gibsk002,searj001,BAL,OAK,5,1
BAL202304110,BAL,OAK,1,1,bakeb001,molls001,BAL,OAK,12,8
BAL202304120,BAL,OAK,0,3,smitc007,akink001,OAK,BAL,4,8
BAL202304130,BAL,OAK,0,1,bautf001,may-t001,BAL,OAK,8,7
BAL202304210,BAL,DET,0,0,bautf001,folej001,BAL,DET,2,1
BAL202304220,BAL,DET,0,0,gibsk002,wentj001,BAL,DET,5,1
BAL202304230,BAL,DET,0,0,akink001,englm001,BAL,DET,2,1
BAL202304240,BAL,BOS,0,0,kremd001,salec001,BAL,BOS,5,4
BAL202304250,BAL,BOS,0,0,klubc001,bradk001,BOS,BAL,6,8
BAL202304260,BAL,BOS,1,0,wellt003,houct001,BAL,BOS,6,2
BAL202305080,BAL,TBA,0,0,mccls003,gibsk002,TBA,BAL,0,3
BAL202305090,BAL,TBA,0,1,rodrg003,efliz001,BAL,TBA,4,2
BAL202305100,BAL,TBA,0,0,kremd001,chiry001,BAL,TBA,2,1
BAL202305120,BAL,PIT,0,0,bakeb001,hernj005,BAL,PIT,6,3
BAL202305130,BAL,PIT,1,0,wellt003,contr001,BAL,PIT,2,0
BAL202305140,BAL,PIT,0,1,kellm003,gibsk002,PIT,BAL,0,4
BAL202305150,BAL,ANA,0,0,ohtas001,rodrg003,ANA,BAL,5,9
BAL202305160,BAL,ANA,0,1,kremd001,silsc001,BAL,ANA,7,3
BAL202305170,BAL,ANA,0,0,bradk001,canng001,BAL,ANA,3,1
BAL202305180,BAL,ANA,0,1,devec001,bakeb001,ANA,BAL,5,6
BAL202305260,BAL,TEX,1,0,grayj003,rodrg003,TEX,BAL,2,12
BAL202305270,BAL,TEX,0,0,heana001,kremd001,TEX,BAL,3,5
BAL202305280,BAL,TEX,2,0,could001,ragac001,BAL,TEX,3,2
BAL202305290,BAL,CLE,0,0,allel003,wellt003,CLE,BAL,0,5
BAL202305300,BAL,CLE,2,0,gibsk002,quanc001,BAL,CLE,8,5
BAL202305310,BAL,CLE,0,1,currx001,givem001,CLE,BAL,8,12
BAL202306090,BAL,KCA,1,0,wellt003,lyncd001,BAL,KCA,3,2
BAL202306100,BAL,KCA,2,0,irvic001,singb001,BAL,KCA,6,1
BAL202306110,BAL,KCA,3,1,gibsk002,mayem001,BAL,KCA,11,3
BAL202306130,BAL,TOR,0,1,kremd001,bassc001,BAL,TOR,11,6
BAL202306140,BAL,TOR,0,0,berrj001,bradk001,TOR,BAL,1,3
BAL202306150,BAL,TOR,1,0,wellt003,garcy001,BAL,TOR,4,2
BAL202306230,BAL,SEA,0,0,gilbl002,gibsk002,SEA,BAL,1,13
BAL202306240,BAL,SEA,0,0,baumm001,topaj001,BAL,SEA,6,4
BAL202306250,BAL,SEA,0,0,bradk001,kirbg001,BAL,SEA,3,2
BAL202306260,BAL,CIN,0,1,zimmb002,willb003,BAL,CIN,10,3
BAL202306270,BAL,CIN,0,0,abboa001,wellt003,CIN,BAL,1,3
BAL202306280,BAL,CIN,4,3,diaza004,akink001,CIN,BAL,7,11
BAL202306300,BAL,MIN,0,1,lopep002,kremd001,MIN,BAL,1,8
BAL202307010,BAL,MIN,0,0,oberb002,bradk001,MIN,BAL,0,1
BAL202307020,BAL,MIN,0,0,perec004,duraj002,BAL,MIN,2,1
BAL202307140,BAL,MIA,0,0,kremd001,alcas001,BAL,MIA,5,2
BAL202307150,BAL,MIA,0,0,baumm001,brazh001,BAL,MIA,6,5
BAL202307160,BAL,MIA,3,0,bradk001,okers001,BAL,MIA,5,4
BAL202307170,BAL,LAN,1,0,sheee001,bakeb001,LAN,BAL,4,6
BAL202307180,BAL,LAN,0,0,grovm001,wellt003,LAN,BAL,3,10
BAL202307190,BAL,LAN,4,2,could001,uriaj001,BAL,LAN,8,5
BAL202307280,BAL,NYA,0,0,bautf001,kahnt001,BAL,NYA,1,0
BAL202307290,BAL,NYA,0,1,schmc002,wellt003,NYA,BAL,3,8
BAL202307300,BAL,NYA,7,0,baumm001,sevel001,BAL,NYA,9,3
BAL202308040,BAL,NYN,0,0,baumm001,bickp001,BAL,NYN,10,3
BAL202308050,BAL,NYN,2,0,gibsk002,megit002,BAL,NYN,7,3
BAL202308060,BAL,NYN,0,0,perec004,quinj001,BAL,NYN,2,0
BAL202308080,BAL,HOU,2,0,stanr002,bautf001,HOU,BAL,6,7
BAL202308090,BAL,HOU,0,2,javic001,flahj002,HOU,BAL,2,8
BAL202308100,BAL,HOU,1,0,kremd001,browh001,BAL,HOU,5,4
BAL202308220,BAL,TOR,1,0,mayzt001,baumm001,TOR,BAL,3,6
BAL202308230,BAL,TOR,0,0,kremd001,gausk001,BAL,TOR,7,0
BAL202308240,BAL,TOR,0,0,gibsk002,berrj001,BAL,TOR,5,3
BAL202308250,BAL,COL,2,0,fujis001,suteb001,BAL,COL,5,4
BAL202308260,BAL,COL,0,0,bradk001,flexc001,BAL,COL,5,4
BAL202308270,BAL,COL,0,0,lawrj002,canoy001,COL,BAL,3,4
BAL202308280,BAL,CHA,0,0,rodrg003,kopem001,BAL,CHA,9,0
BAL202308290,BAL,CHA,0,0,could001,bumma001,BAL,CHA,9,3
BAL202308300,BAL,CHA,4,0,ceasd001,gibsk002,CHA,BAL,5,10
BAL202309110,BAL,SLN,0,1,halld004,hudsd002,BAL,SLN,11,5
BAL202309120,BAL,SLN,0,1,waina001,meanj001,SLN,BAL,2,5
BAL202309130,BAL,SLN,0,0,rom-d001,gibsk002,SLN,BAL,0,1
BAL202309140,BAL,TBA,0,0,pochc001,bradk001,TBA,BAL,3,4
BAL202309150,BAL,TBA,0,0,efliz001,flahj002,TBA,BAL,1,7
BAL202309160,BAL,TBA,1,0,rodrg003,glast001,BAL,TBA,8,0
BAL202309170,BAL,TBA,0,1,halld004,diekj001,BAL,TBA,5,4
BAL202309260,BAL,WAS,1,0,bradk001,grayj004,BAL,WAS,1,0
BAL202309270,BAL,WAS,0,0,rodrg003,corbp001,BAL,WAS,5,1
BAL202309280,BAL,BOS,1,0,kremd001,salec001,BAL,BOS,2,0
BAL202309290,BAL,BOS,0,0,piven001,meanj001,BOS,BAL,0,3
BAL202309300,BAL,BOS,0,0,zimmb002,wincj001,BAL,BOS,5,2
BAL202310010,BAL,BOS,0,0,houct001,could001,BOS,BAL,1,6
BOS202303300,BOS,BAL,1,1,gibsk002,klubc001,BAL,BOS,9,10
BOS202304010,BOS,BAL,0,3,jansk001,bautf001,BOS,BAL,9,8
BOS202304020,BOS,BAL,1,0,houct001,irvic001,BOS,BAL,9,5
BOS202304030,BOS,PIT,5,3,unded001,crawk001,PIT,BOS,6,7
BOS202304040,BOS,PIT,1,0,contr001,piven001,PIT,BOS,1,4
BOS202304050,BOS,PIT,0,0,kellm003,klubc001,PIT,BOS,1,4
BOS202304140,BOS,ANA,0,2,wincj001,hergj001,BOS,ANA,5,3
BOS202304150,BOS,ANA,2,4,brasr001,teper001,BOS,ANA,9,7
BOS202304160,BOS,ANA,0,0,whitg002,detmr001,BOS,ANA,2,1
BOS202304170,BOS,ANA,1,4,davit005,bellb002,ANA,BOS,4,5
BOS202304180,BOS,MIN,1,0,schrj001,moraj003,BOS,MIN,5,4
BOS202304190,BOS,MIN,0,3,ryanj002,klubc001,MIN,BOS,4,10
BOS202304200,BOS,MIN,1,0,houct001,maedk001,BOS,MIN,11,5
BOS202304280,BOS,CLE,0,2,biebs001,piven001,CLE,BOS,2,5
BOS202304290,BOS,CLE,3,0,bernb001,clase001,BOS,CLE,8,7
BOS202304300,BOS,CLE,0,0,salec001,allel003,BOS,CLE,7,1
