game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,gametype,umplf,umprf
PHA195108052,"""version 7RS(19) of 07/07/92""",CLE,PHA,1951/08/05,PHI11,2,0:00PM,day,false,passa901,berrc103,hurle901,nappl901,"""126""","""Comly""","""Comly""",1999/07/13 12:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,139,13527,wynne101,martm101,,,,,,
PHA195108100,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/08/10,PHI11,0,0:00PM,night,false,mcgob901,mckib901,(none),soarh901,"""126""","""Comly""","""Comly""",1999/07/13 12:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,141,17201,lopae101,zolds101,,,,,,
PHA195108110,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/08/11,PHI11,0,0:00PM,day,false,mckib901,soarh901,(none),mcgob901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/16 4:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,194,4972,kuzab101,kella103,,,,,,
PHA195108121,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/08/12,PHI11,1,0:00PM,day,false,soarh901,mcgob901,(none),mckib901,"""126""","""Comly""","""Comly""",1999/07/14 9:06PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,0,hoopb101,morgt101,kella103,,,,,
PHA195108122,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/08/12,PHI11,2,0:00PM,day,false,mcgob901,mckib901,(none),soarh901,"""126""","""Comly""","""Comly""",1999/07/14 9:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,154,19798,shanb102,kramj101,,,,,,
PHA195108130,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/08/13,PHI11,0,0:00PM,night,false,mckib901,soarh901,(none),mcgob901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/16 5:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,180,15979,martm101,ostrj101,schec101,,,,,
PHA195108140,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/08/14,PHI11,0,0:00PM,night,false,soarh901,mcgob901,(none),mckib901,"""115""","""Bob Kistler""","""Greg Beston""",1998/10/09 1:39AM,unknown,none,0,unknown,-1,unknown,unknown,night,133,7606,mcdem102,zolds101,mastw101,,,,,
PHA195108150,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/08/15,PHI11,0,0:00PM,night,false,mcgob901,mckib901,(none),soarh901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/06/05 6:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,9506,parnm101,fowld101,,,,,,
PHA195108160,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/08/16,PHI11,0,0:00PM,day,false,mckib901,soarh901,(none),mcgob901,"""115""","""Bob Kistler""","""Greg Beston""",1998/10/09 2:31AM,unknown,none,93,unknown,-1,unknown,none,sunny,128,3055,shanb102,scarr102,,,,,,
PHA195109031,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/09/03,PHI11,1,0:00PM,day,false,papaj901,nappl901,honoj901,hubbc901,"""126""","""Comly""","""Comly""",1999/07/14 9:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,0,sainj101,kella103,,,,,,
PHA195109032,"""version 7RS(19) of 07/07/92""",NYA,PHA,1951/09/03,PHI11,2,0:00PM,day,false,nappl901,honoj901,hubbc901,papaj901,"""126""","""Comly""","""Comly""",1999/07/14 10:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,23661,shanb102,morgt101,hoopb101,,,,,
PHA195109052,"""version 7RS(19) of 07/07/92""",WS1,PHA,1951/09/05,PHI11,2,0:00PM,night,false,papaj901,nappl901,(none),honoj901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/17 8:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,153,3765,kucaj101,conss101,,,,,,
PHA195109071,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/09/07,PHI11,1,0:00PM,day,false,nappl901,hubbc901,papaj901,mckib901,,"""Turocy""","""Turocy""",1998/08/04 8:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,0,kinde101,colej101,,,,,,
PHA195109072,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/09/07,PHI11,2,0:00PM,night,false,hubbc901,papaj901,mckib901,nappl901,,"""Turocy""","""Turocy""",1998/08/04 11:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,155,12428,kella103,scarr102,,,,,,
PHA195109080,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/09/08,PHI11,0,0:00PM,day,false,papaj901,mckib901,nappl901,hubbc901,,"""Turocy""","""Turocy""",1998/08/04 11:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,3875,parnm101,fowld101,,,,,,
PHA195109091,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/09/09,PHI11,1,0:00PM,day,false,mckib901,nappl901,hubbc901,papaj901,,"""Turocy""","""Turocy""",1998/08/04 11:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,0,martm101,kiell101,schec101,,,,,
PHA195109092,"""version 7RS(19) of 07/07/92""",BOS,PHA,1951/09/09,PHI11,2,0:00PM,day,false,nappl901,hubbc901,papaj901,mckib901,,"""Turocy""","""Turocy""",1998/08/05 12:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,13349,shanb102,stobc101,,,,,,
PHA195109111,"""version 7RS(19) of 07/07/92""",CLE,PHA,1951/09/11,PHI11,1,0:00PM,day,false,romme101,berrc103,(none),soarh901,"""126""","""Comly""","""Comly""",1999/07/14 11:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,197,0,wynne101,schec101,,,,,,
PHA195109112,"""version 7RS(19) of 07/07/92""",CLE,PHA,1951/09/11,PHI11,2,0:00PM,night,false,berrc103,soarh901,(none),romme101,"""126""","""Comly""","""Comly""",1999/07/14 11:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,156,22669,hoopb101,brisl101,,,,,,
PHA195109140,"""version 7RS(19) of 07/07/92""",CHA,PHA,1951/09/14,PHI11,0,0:00PM,night,false,soarh901,romme101,(none),berrc103,,"""Turocy""","""Turocy""",1998/08/05 1:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,139,3179,shanb102,kretl101,,,,,,
PHA195109150,"""version 7RS(19) of 07/07/92""",CHA,PHA,1951/09/15,PHI11,0,0:00PM,day,false,romme101,berrc103,(none),soarh901,,"""Turocy""","""Turocy""",1998/08/05 1:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,167,1921,kucaj101,dorif101,,,,,,
PHA195109161,"""version 7RS(19) of 07/07/92""",SLA,PHA,1951/09/16,PHI11,1,0:00PM,day,false,hurle901,honoj901,(none),nappl901,,"""Turocy""","""Turocy""",1998/08/05 1:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,0,hoopb101,markd101,,,,,,
PHA195109162,"""version 7RS(19) of 07/07/92""",SLA,PHA,1951/09/16,PHI11,2,0:00PM,day,false,honoj901,nappl901,(none),hurle901,,"""Turocy""","""Turocy""",1998/08/05 1:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,6671,kella103,mcdoj104,schec101,,,,,
PHA195109180,"""version 7RS(19) of 07/07/92""",DET,PHA,1951/09/18,PHI11,0,0:00PM,day,false,nappl901,hurle901,(none),honoj901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/17 8:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,1402,trucv101,zolds101,whith101,,,,,
PHA195109190,"""version 7RS(19) of 07/07/92""",DET,PHA,1951/09/19,PHI11,0,0:00PM,day,false,hurle901,honoj901,(none),nappl901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/02/17 8:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,1441,shanb102,stuam101,,,,,,
PHA195109220,"""version 7RS(19) of 07/07/92""",WS1,PHA,1951/09/22,PHI11,0,0:00PM,day,false,honoj901,stevj901,(none),duffj901,"""126""","""Comly""","""Comly""",1999/07/14 11:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,1404,morej102,fowld101,,,,,,
PHA195109231,"""version 7RS(19) of 07/07/92""",WS1,PHA,1951/09/23,PHI11,1,0:00PM,day,false,stevj901,duffj901,(none),honoj901,"""126""","""Comly""","""Comly""",1999/07/15 12:30AM,park,none,0,unknown,-1,unknown,unknown,unknown,126,0,hoopb101,marrc101,,,,,,
PHA195109232,"""version 7RS(19) of 07/07/92""",WS1,PHA,1951/09/23,PHI11,2,0:00PM,day,false,duffj901,honoj901,(none),stevj901,"""126""","""Comly""","""Comly""",1999/07/16 12:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,108,5951,zolds101,conss101,schec101,,,,,
CIN195104160,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/04/16,CIN07,0,2:31PM,day,false,goetl901,jordl901,(none),dascf901,"""535""","""DWV""","""DWV""",2015/02/25 7:59AM,park,none,44,torf,-1,dry,none,cloudy,138,30441,chamc102,blace102,werlb101,,,,,
CIN195104210,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/04/21,CIN07,0,2:00PM,day,false,gorea901,stewb901,(none),conlj102,"""535""","""DWV""","""DWV""",2015/02/25 8:30AM,park,none,77,tolf,-1,dry,none,overcast,113,4180,fox-h101,chamc102,,,,,,
CIN195104220,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/04/22,CIN07,0,2:08PM,day,false,stewb901,conlj102,(none),gorea901,"""535""","""DWV""","""DWV""",2015/02/25 2:23PM,park,none,60,torf,-1,wet,rain,cloudy,151,7254,werlb101,blace102,,,,,,
CIN195104250,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/04/25,CIN07,0,0:00PM,night,false,goetl901,jordl901,(none),dascf901,"""291""","""Comly""","""Comly""",2010/09/20 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,night,114,8690,blace102,minnp101,,,,,,
CIN195105121,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/05/12,CIN07,1,0:00PM,day,false,warnl101,pineb101,boggd901,robbs901,"""128""","""David W. Smith""","""David W. Smith""",2009/12/31 5:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,112,0,raffk101,stalg103,,,,,,
CIN195105122,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/05/12,CIN07,2,0:00PM,day,false,pineb101,boggd901,robbs901,warnl101,"""291""","""Comly""","""Comly""",2010/09/21 6:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,170,6203,stalg103,petek101,,,,,,
CIN195105131,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/05/13,CIN07,1,0:00PM,day,false,boggd901,robbs901,warnl101,pineb101,"""291""","""Comly""","""Comly""",2010/09/21 6:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,126,0,fox-h101,lanim101,raffk101,,,,,
CIN195105132,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/05/13,CIN07,2,0:00PM,day,false,robbs901,warnl101,pineb101,boggd901,"""291""","""Comly""","""Comly""",2010/09/21 9:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,17415,ramsw101,presj101,,,,,,
CIN195105150,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/05/15,CIN07,0,0:00PM,night,false,goetl901,jordl901,(none),dascf901,"""115""","""Bob Kistler""","""Greg Beston""",1998/05/12 9:42PM,unknown,none,0,unknown,-1,unknown,unknown,night,94,12176,blace102,bickv101,,,,,,
CIN195105160,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/05/16,CIN07,0,0:00PM,day,false,jordl901,dascf901,(none),goetl901,"""115,206""","""Bob Kistler/DW Smith""","""Beston/Smith""",1998/05/13 3:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,2930,smitf104,sainj101,raffk101,,,,,
CIN195105170,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/05/17,CIN07,0,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""115,206""","""Bob Kistler""","""Beston/DW Smith""",1998/05/13 7:34PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,2730,ramsw101,spahw101,smitf104,,,,,
CIN195105180,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/05/18,CIN07,0,7:59PM,night,false,donaa901,balll901,(none),barla901,"""535""","""DWV""","""DWV""",2015/02/25 3:06PM,park,none,82,fromcf,-1,dry,none,night,146,16488,magls101,raffk101,kosld101,,,,,
CIN195105190,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/05/19,CIN07,0,2:00PM,day,false,balll901,barla901,(none),donaa901,"""535""","""DWV""","""DWV""",2015/02/25 3:26PM,park,none,87,fromrf,-1,dry,none,sunny,143,7716,kennm101,fox-h101,,,,,,
CIN195105201,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/05/20,CIN07,1,0:00PM,day,false,robbs901,conlj102,(none),gorea901,"""Allan Roth""","""David W. Smith""","""David W. Smith""",1995/08/07 4:28PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,154,0,erskc101,blace102,,,,,,
CIN195105202,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/05/20,CIN07,2,0:00PM,day,false,gorea901,robbs901,(none),conlj102,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/01/13 10:55PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,143,29427,kingc101,wehmh101,,,,,,
CIN195105230,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/05/23,CIN07,0,0:00PM,day,false,pineb101,boggd901,(none),warnl101,"""150""","""Greg Beston""","""Greg Beston""",2003/09/08 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,night,136,2647,ramsw101,konsj101,,,,,,
CIN195105301,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/05/30,CIN07,1,1:31PM,day,false,balll901,barla901,(none),donaa901,"""535""","""DWV""","""DWV""",2015/02/26 3:06AM,park,none,83,unknown,-1,dry,none,sunny,139,0,raffk101,rushb101,perkh101,,,,,
CIN195105302,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/05/30,CIN07,2,0:00PM,day,false,barla901,donaa901,(none),balll901,"""291""","""Comly""","""Comly""",2010/09/21 10:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,14482,minnp101,blace102,,,,,,
CIN195106120,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/06/12,CIN07,0,0:00PM,night,false,barla901,donaa901,(none),balll901,"""104,240""","""David W. Smith""","""David W. Smith""",2009/12/31 10:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,166,13978,getta101,raffk101,,,,,,
CIN195106130,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/06/13,CIN07,0,1:59PM,day,false,donaa901,balll901,(none),barla901,"""535""","""DWV""","""DWV""",2015/02/26 9:12AM,park,none,78,torf,-1,dry,none,sunny,137,3462,speng102,blace102,magls101,,,,,
CIN195106140,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/06/14,CIN07,0,2:00PM,day,false,balll901,barla901,(none),donaa901,"""535""","""DWV""","""DWV""",2015/02/26 9:31AM,park,none,78,torf,-1,dry,none,sunny,142,3198,jansl101,fox-h101,,,,,,
CIN195106150,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/06/15,CIN07,0,0:00PM,night,false,boggd901,pineb101,(none),robbs901,"""115""","""Bob Kistler""","""Greg Beston""",1998/05/27 5:16PM,unknown,none,0,unknown,-1,unknown,unknown,night,128,11498,ramsw101,surkm101,,,,,,
CIN195106160,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/06/16,CIN07,0,0:00PM,day,false,pineb101,robbs901,(none),boggd901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/22 7:37AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,4664,spahw101,raffk101,,,,,,
CIN195106171,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/06/17,CIN07,1,0:00PM,day,false,robbs901,boggd901,(none),pineb101,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/22 7:42AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,0,perkh101,sainj101,,,,,,
CIN195106172,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/06/17,CIN07,2,0:00PM,day,false,boggd901,pineb101,(none),robbs901,"""206""","""D Lamoureaux""","""D Lamoureaux""",2003/09/22 7:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,19584,nichc102,blace102,,,,,,
CIN195106190,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/06/19,CIN07,0,0:00PM,night,false,gorea901,conlj102,(none),robbs901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/02/16 9:28PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,159,26618,newcd101,ramsw101,branr103,,,,,
CIN195106200,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/06/20,CIN07,0,0:00PM,night,false,conlj102,robbs901,(none),gorea901,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/03/02 11:02PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,121,7880,raffk101,schmj101,,,,,,
CIN195106210,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/06/21,CIN07,0,0:00PM,day,false,robbs901,gorea901,(none),conlj102,"""ALLAN ROTH""","""GORD GLADMAN""","""GORD GLADMAN""",1995/03/04 8:00AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,150,5827,roe-p101,fox-h101,erskc101,,,,,
CIN195106220,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/06/22,CIN07,0,0:00PM,night,false,jordl901,dascf901,(none),(none),"""240""","""David W. Smith""","""David W. Smith""",2011/07/29 5:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,8973,perkh101,thomj101,smitf104,,,,,
CIN195106230,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/06/23,CIN07,0,2:00PM,day,false,dascf901,jordl901,(none),stewb901,"""535""","""DWV""","""DWV""",2015/02/26 10:00AM,park,none,86,fromcf,-1,dry,none,cloudy,138,4343,ramsw101,heink101,smitf104,,,,,
CIN195106241,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/06/24,CIN07,1,1:29PM,day,false,jordl901,stewb901,(none),dascf901,"""535""","""DWV""","""DWV""",2015/02/26 10:29AM,park,none,93,tolf,-1,dry,none,sunny,117,0,raffk101,rober102,,,,,,
CIN195106242,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/06/24,CIN07,2,4:00PM,day,false,stewb901,dascf901,(none),jordl901,"""535""","""DWV""","""DWV""",2015/02/26 11:14AM,park,none,96,tolf,-1,dry,none,sunny,138,19005,heink101,smitf104,thomj101,,,,,
CIN195106260,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/06/26,CIN07,0,0:00PM,night,false,gorea901,conlj102,(none),stewb901,"""209""",,"""D Lamoureaux""",2008/05/31 6:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,8313,pollh101,perkh101,,,,,,
CIN195106270,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/06/27,CIN07,0,0:00PM,night,false,conlj102,stewb901,(none),gorea901,"""209""",,"""D Lamoureaux""",2008/05/31 6:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,5788,ramsw101,frieb102,,,,,,
CIN195106280,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/06/28,CIN07,0,0:00PM,night,false,stewb901,gorea901,(none),conlj102,"""209""",,"""D Lamoureaux""",2008/05/31 6:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,7568,werlb101,raffk101,wilkt101,,,,,
CIN195107011,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/07/01,CIN07,1,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""209""",,"""D Lamoureaux""",2008/05/31 6:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,122,0,minnp101,ramsw101,,,,,,
CIN195107012,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/07/01,CIN07,2,0:00PM,day,false,goetl901,jordl901,(none),dascf901,"""209""",,"""D Lamoureaux""",2008/05/31 6:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,163,18408,leond103,raffk101,,,,,,
CIN195107020,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/07/02,CIN07,0,0:00PM,night,false,jordl901,dascf901,(none),goetl901,"""156""","""David W. Smith""","""David W. Smith""",2010/01/01 9:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,148,12501,lanim101,perkh101,,,,,,
CIN195107030,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/07/03,CIN07,0,0:00PM,day,false,dascf901,goetl901,(none),jordl901,"""156""","""David W. Smith""","""David W. Smith""",2010/01/01 10:11AM,park,none,0,unknown,-1,unknown,unknown,unknown,129,4450,raffk101,brech101,fox-h101,,,,,
CIN195107240,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/07/24,CIN07,0,0:00PM,night,false,donaa901,balll901,(none),barla901,"""115""","""Bob Kistler""","""Greg Beston""",1998/06/05 11:02AM,unknown,none,0,unknown,-1,unknown,unknown,night,138,9805,spahw101,wehmh101,,,,,,
CIN195107260,"""version 7RS(19) of 07/07/92""",BSN,CIN,1951/07/26,CIN07,0,0:00PM,day,false,balll901,barla901,(none),donaa901,"""115,206""","""Bob Kistler/Smith""","""Beston/DW Smith""",1998/06/05 11:48AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,3293,bickv101,blace102,chipb101,,,,,
CIN195107270,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/07/27,CIN07,0,0:00PM,night,false,stewb901,gorea901,(none),conlj102,"""Kremenko""",,"""Alan Boodman""",1995/10/04 8:53AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,159,11874,hearj102,fox-h101,speng102,,,,,
CIN195107280,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/07/28,CIN07,0,0:00PM,day,false,gorea901,conlj102,(none),stewb901,"""Kremenko""",,"""Alan Boodman""",1995/10/04 9:05AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,4881,jansl101,raffk101,speng102,,,,,
CIN195107291,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/07/29,CIN07,1,0:00PM,day,false,conlj102,stewb901,(none),gorea901,"""Kremenko""",,"""Alan Boodman""",1995/10/04 11:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,0,magls101,ramsw101,,,,,,
CIN195107292,"""version 7RS(19) of 07/07/92""",NY1,CIN,1951/07/29,CIN07,2,0:00PM,day,false,stewb901,gorea901,(none),conlj102,"""Kremenko""",,"""Alan Boodman""",1995/10/04 12:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,179,21700,speng102,perkh101,jones103,,,,,
CIN195107300,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/07/30,CIN07,0,0:00PM,night,false,boggd901,robbs901,(none),pineb101,"""240""","""David W. Smith""","""David W. Smith""",2011/07/29 7:30PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,4034,smitf104,konsj101,,,,,,
CIN195107310,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/07/31,CIN07,0,0:00PM,night,false,robbs901,pineb101,(none),boggd901,"""240""","""David W. Smith""","""David W. Smith""",2011/07/29 9:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,152,13135,hansa101,smitf104,heink101,,,,,
CIN195108010,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/08/01,CIN07,0,0:00PM,day,false,pineb101,boggd901,(none),robbs901,"""119""","""David W. Smith""","""David W. Smith""",2011/07/22 2:32PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,2289,raffk101,meyer101,,,,,,
CIN195108020,"""version 7RS(19) of 07/07/92""",PHI,CIN,1951/08/02,CIN07,0,2:01PM,day,false,boggd901,robbs901,(none),pineb101,"""536""","""DWV""","""DWV""",2015/02/28 2:39PM,park,none,90,unknown,-1,dry,none,sunny,166,2428,millb103,raffk101,heink101,,,,,
CIN195108030,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/08/03,CIN07,0,0:00PM,night,false,dascf901,warnl101,goetl901,jordl901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/23 8:26AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,214,14102,ramsw101,branr103,,,,,,
CIN195108040,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/08/04,CIN07,0,0:00PM,day,false,warnl101,goetl901,jordl901,dascf901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/23 8:43PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,108,9243,blace102,newcd101,,,,,,
CIN195108051,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/08/05,CIN07,1,0:00PM,day,false,goetl901,jordl901,dascf901,warnl101,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/23 9:05PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,138,0,schmj101,raffk101,erskc101,,,,,
CIN195108052,"""version 7RS(19) of 07/07/92""",BRO,CIN,1951/08/05,CIN07,2,0:00PM,day,false,jordl901,dascf901,warnl101,goetl901,"""Allan Roth""","""Gord Gladman""","""Gord Gladman""",1995/11/23 9:20PM,park,pitches,0,unknown,-1,unknown,unknown,unknown,118,28867,branr103,fox-h101,,,,,,
CIN195108131,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/08/13,CIN07,1,6:00PM,day,false,pineb101,boggd901,(none),robbs901,"""536""","""DWV""","""DWV""",2015/02/28 3:02PM,park,none,93,unknown,-1,dry,none,sunny,99,0,fox-h101,pollh101,,,,,,
CIN195108132,"""version 7RS(19) of 07/07/92""",PIT,CIN,1951/08/13,CIN07,2,8:06PM,night,false,boggd901,robbs901,(none),pineb101,"""536""","""DWV""","""DWV""",2015/02/28 3:27PM,park,none,87,unknown,-1,dry,none,night,122,9992,blace102,walsj107,,,,,,
CIN195108150,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/08/15,CIN07,0,0:00PM,night,false,robbs901,pineb101,(none),boggd901,"""240""","""David W. Smith""","""David W. Smith""",2011/07/29 9:58PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,5907,raffk101,mclic101,,,,,,
CIN195108160,"""version 7RS(19) of 07/07/92""",CHN,CIN,1951/08/16,CIN07,0,0:00PM,night,false,pineb101,boggd901,(none),robbs901,"""291""","""Comly""","""Comly""",2010/09/21 11:01PM,unknown,none,0,unknown,-1,unknown,unknown,night,171,3944,rushb101,fox-h101,,,,,,
CIN195108170,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/08/17,CIN07,0,0:00PM,night,false,barla901,donaa901,(none),balll901,"""291""","""Comly""","""Comly""",2010/09/21 11:32PM,unknown,none,0,unknown,-1,unknown,unknown,night,137,8682,lanim101,wehmh101,,,,,,
CIN195108180,"""version 7RS(19) of 07/07/92""",SLN,CIN,1951/08/18,CIN07,0,2:00PM,day,false,donaa901,balll901,(none),barla901,"""536""","""DWV""","""DWV""",2015/03/02 1:20PM,park,none,84,torf,-1,dry,none,sunny,106,4486,blace102,brech101,,,,,,
