game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,inputter,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,oscorer,translator
CAL198705250,NYA,CAL,ANA01,1987/05/25,0,0:00PM,day,true,bremn901,garcr901,merrd901,fordd901,"""Corica""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,165,34762,johnt001,lazoj001,stodt001,hendr001,munse701,
CAL198706040,CHA,CAL,ANA01,1987/06/04,0,0:00PM,night,true,johnm901,evanj901,fordd901,hendt901,"""Zminda""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,140,25234,lazoj001,delej001,,joynw001,munse701,
CAL198706050,CHA,CAL,ANA01,1987/06/05,0,0:00PM,night,true,evanj901,fordd901,hendt901,johnm901,"""Zminda""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,140,39585,candj001,allen001,buicd001,howej002,munse701,
CAL198706060,CHA,CAL,ANA01,1987/06/06,0,0:00PM,day,true,fordd901,hendt901,johnm901,evanj901,"""Zminda""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,24763,wittm001,jameb001,,joner002,munse701,
CAL198706070,CHA,CAL,ANA01,1987/06/07,0,0:00PM,day,true,hendt901,johnm901,evanj901,fordd901,"""Zminda""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,156,42573,longb002,frasw001,,caldi001,munse701,
CAL198706080,CLE,CAL,ANA01,1987/06/08,0,0:00PM,night,true,johnm901,evanj901,fordd901,hendt901,"""Shaarda""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,160,23752,niekp001,suttd001,bails001,snydc001,munse701,
CAL198706090,CLE,CAL,ANA01,1987/06/09,0,0:00PM,night,true,evanj901,fordd901,hendt901,johnm901,"""Jones""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,184,23252,lazoj001,yettr001,buicd001,mclem001,munse701,
CAL198706100,CLE,CAL,ANA01,1987/06/10,0,0:00PM,night,true,fordd901,hendt901,johnm901,evanj901,"""schackart""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,223,24467,mintg001,bails001,,whitd001,munse701,
CAL198706150,TEX,CAL,ANA01,1987/06/15,0,0:00PM,night,true,barnl901,koscg901,bremn901,roe-r901,"""Raby""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,182,23064,russj001,finlc001,mohod001,incap001,munse701,
CAL198706160,TEX,CAL,ANA01,1987/06/16,0,0:00PM,night,true,koscg901,bremn901,roe-r901,barnl901,"""Raby""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,144,25660,guzmj001,candj001,mohod001,,munse701,
CAL198706170,TEX,CAL,ANA01,1987/06/17,0,0:00PM,night,true,bremn901,roe-r901,barnl901,koscg901,"""Tedford""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,184,23829,wittm001,harrg001,,decid001,munse701,
CAL198706180,KCA,CAL,ANA01,1987/06/18,0,0:00PM,night,true,roe-r901,barnl901,koscg901,bremn901,"""Raby""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,42923,gubim001,frasw001,,whitf001,munse701,
CAL198706190,KCA,CAL,ANA01,1987/06/19,0,0:00PM,night,true,barnl901,koscg901,bremn901,roe-r901,"""Bowman""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,156,32797,jackd001,suttd001,,tartd001,munse701,
CAL198706200,KCA,CAL,ANA01,1987/06/20,0,0:00PM,night,true,koscg901,bremn901,roe-r901,barnl901,"""Fraser""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,39510,leibc001,lazoj001,,bretg001,munse701,
CAL198706210,KCA,CAL,ANA01,1987/06/21,0,0:00PM,day,true,bremn901,roe-r901,barnl901,koscg901,"""Bowman""","""Corica""",unknown,none,0,unknown,-1,unknown,unknown,unknown,145,47797,reusj001,stodb001,,whitd001,munse701,
CAL198707020,MIL,CAL,ANA01,1987/07/02,0,0:00PM,night,true,merrd901,reedr901,hirsj901,garcr901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,268,28116,finlc001,cleam001,,mclem001,munse701,
CAL198707030,MIL,CAL,ANA01,1987/07/03,0,0:00PM,night,true,reedr901,hirsj901,garcr901,merrd901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,32759,higut001,frasw001,,feldm001,munse701,
CAL198707040,MIL,CAL,ANA01,1987/07/04,0,0:00PM,night,true,hirsj901,garcr901,merrd901,reedr901,"""Dennis Bretz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,62531,bosic001,suttd001,plesd001,younr001,munse701,
CAL198707050,MIL,CAL,ANA01,1987/07/05,0,0:00PM,day,true,garcr901,merrd901,reedr901,hirsj901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,198,27525,finlc001,cleam001,,downb001,munse701,
CAL198707060,BOS,CAL,ANA01,1987/07/06,0,0:00PM,night,true,welkt901,brinj901,clara901,reilm901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,249,28953,mintg001,gardw001,,howej002,munse701,
CAL198707070,BOS,CAL,ANA01,1987/07/07,0,0:00PM,night,true,brinj901,clara901,reilm901,welkt901,"""Bob Jones""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,31526,wittm001,nippa001,buicd001,decid001,munse701,
CAL198707080,BOS,CAL,ANA01,1987/07/08,0,0:00PM,night,true,clara901,reilm901,welkt901,brinj901,"""Steven Dodge""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,178,32576,frasw001,sellj001,buicd001,schod001,munse701,
CAL198707090,DET,CAL,ANA01,1987/07/09,0,0:00PM,night,true,mcclt901,younl901,shulj901,reedr901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,133,30966,suttd001,morrj001,mintg001,howej002,munse701,
CAL198707100,DET,CAL,ANA01,1987/07/10,0,0:00PM,night,true,younl901,shulj901,reedr901,mcclt901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,31073,kinge001,lazoj001,,gibsk001,munse701,
CAL198707110,DET,CAL,ANA01,1987/07/11,0,0:00PM,night,true,shulj901,reedr901,mcclt901,younl901,"""Dennis Bretz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,195,44219,hennm001,reusj001,,trama001,munse701,
CAL198707120,DET,CAL,ANA01,1987/07/12,0,0:00PM,day,true,reedr901,mcclt901,younl901,shulj901,"""Dennis Bretz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,170,42682,wittm001,tanaf001,mintg001,pettg001,munse701,
CAL198707310,SEA,CAL,ANA01,1987/07/31,0,0:00PM,night,true,koscg901,roe-r901,voltv901,barnl901,"""Dennis Orr""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,168,32471,lazoj001,banks001,mintg001,whitd001,munse701,
CAL198708010,SEA,CAL,ANA01,1987/08/01,0,0:00PM,night,true,roe-r901,voltv901,barnl901,koscg901,"""Michael Fraser""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,42142,frasw001,moorm001,buicd001,polig001,munse701,
CAL198708020,SEA,CAL,ANA01,1987/08/02,0,0:00PM,day,true,voltv901,barnl901,koscg901,roe-r901,"""Dennis Orr""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,164,28318,shies001,mintg001,,mosej001,munse701,
CAL198708030,MIN,CAL,ANA01,1987/08/03,0,0:00PM,night,true,tscht901,phild901,pales901,morrd901,"""Perry Andrus""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,179,33983,schad001,wittm001,,larkg001,munse701,
CAL198708040,MIN,CAL,ANA01,1987/08/04,0,0:00PM,night,true,phild901,pales901,morrd901,tscht901,"""Bob Jones""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,37371,suttd001,carls001,lucag001,buckb001,munse701,
CAL198708050,MIN,CAL,ANA01,1987/08/05,0,0:00PM,day,true,pales901,morrd901,tscht901,phild901,"""Dennis Bretz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,34059,candj001,blylb001,,polig001,munse701,
CAL198708140,OAK,CAL,ANA01,1987/08/14,0,0:00PM,night,true,younl901,shulj901,mckej901,mcclt901,"""Susan Nelson""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,247,36616,rodrr001,buicd001,ecked001,davim002,munse701,
CAL198708150,OAK,CAL,ANA01,1987/08/15,0,0:00PM,night,true,shulj901,mckej901,mcclt901,younl901,"""Michael Fraser""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,153,43868,stewd001,candj001,,lansc001,munse701,
CAL198708160,OAK,CAL,ANA01,1987/08/16,0,0:00PM,day,true,mckej901,mcclt901,younl901,shulj901,"""Susan Nelson""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,197,40457,cadag001,finlc001,ecked001,davim002,munse701,
CAL198708170,OAK,CAL,ANA01,1987/08/17,0,0:00PM,night,true,mcclt901,younl901,shulj901,clara901,"""L.P. Davis""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,30090,wittm001,leipd001,buicd001,whitd001,munse701,
CAL198708180,BAL,CAL,ANA01,1987/08/18,0,0:00PM,night,true,mccol901,denkd901,scotd901,cobld901,"""Dan Zaharevitz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,25360,dixok001,mccak001,habyj001,kennt001,munse701,
CAL198708190,BAL,CAL,ANA01,1987/08/19,0,0:00PM,night,true,denkd901,scotd901,cobld901,mccol901,"""Dave Raby""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,25824,boddm001,suttd001,niedt001,dwyej001,munse701,
CAL198708200,BAL,CAL,ANA01,1987/08/20,0,0:00PM,night,true,scotd901,cobld901,mccol901,denkd901,"""Mark Pankin""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,27004,willm004,buicd001,,washr001,munse701,
CAL198708210,TOR,CAL,ANA01,1987/08/21,0,0:00PM,night,true,hirsj901,fordd901,merrd901,reedr901,"""Wendy Wilson""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,47925,reusj001,niekp001,mintg001,whitd001,munse701,
CAL198708220,TOR,CAL,ANA01,1987/08/22,0,0:00PM,night,true,fordd901,merrd901,reedr901,hirsj901,"""Michael Fraser""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,34209,nunej001,wittm001,henkt001,mullr001,munse701,
CAL198708230,TOR,CAL,ANA01,1987/08/23,0,0:00PM,day,true,merrd901,reedr901,hirsj901,fordd901,"""Broughton""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,173,42000,mccak001,stied001,buicd001,joynw001,munse701,
CAL198708240,NYA,CAL,ANA01,1987/08/24,0,0:00PM,night,true,reedr901,hirsj901,fordd901,merrd901,"""Dennis Bretz""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,206,38742,hudsc001,lucag001,righd001,paglm001,munse701,
CAL198708250,NYA,CAL,ANA01,1987/08/25,0,0:00PM,night,true,hirsj901,fordd901,merrd901,reedr901,"""Skip Seeger""","""Dennis Bretz""",unknown,none,0,unknown,-1,unknown,unknown,unknown,139,43905,candj001,rasmd001,,,munse701,
CAL198709070,KCA,CAL,ANA01,1987/09/07,0,0:00PM,day,true,younl901,brinj901,reilm901,welkt901,"""P.Andrus""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,177,28034,leibc001,wittm001,garbg001,whitf001,munse701,
CAL198709080,KCA,CAL,ANA01,1987/09/08,0,0:00PM,night,true,brinj901,reilm901,welkt901,younl901,"""Steven Marsh""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,177,25637,gubim001,frasw001,davij003,bretg001,munse701,
CAL198709100,TEX,CAL,ANA01,1987/09/10,0,0:00PM,night,true,pales901,morrd901,clara901,phild901,"""Bob Jones""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,205,22589,buicd001,howes001,,whitd001,munse701,
CAL198709110,TEX,CAL,ANA01,1987/09/11,0,0:00PM,night,true,morrd901,clara901,phild901,pales901,"""Dic Humphrey""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,28693,guzmj001,candj001,,parrl002,munse701,
CAL198709120,TEX,CAL,ANA01,1987/09/12,0,0:00PM,night,true,clara901,phild901,pales901,morrd901,"""Micheal Fraser""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,195,29551,hougc001,wittm001,howes001,obrip001,munse701,
CAL198709130,TEX,CAL,ANA01,1987/09/13,0,0:00PM,day,true,phild901,pales901,morrd901,clara901,"""Zminda""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,150,34766,russj001,reusj001,willm002,parrl002,munse701,
CAL198709210,CHA,CAL,ANA01,1987/09/21,0,0:00PM,night,true,denkd901,cobld901,mccol901,bremn901,"""Zminda""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,175,21969,delej001,finlc001,thigb001,fiskc001,munse701,
CAL198709220,CHA,CAL,ANA01,1987/09/22,0,0:00PM,night,true,cobld901,mccol901,bremn901,denkd901,"""Zminda""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,23002,wittm001,jameb001,buicd001,buckb001,munse701,
CAL198709230,CHA,CAL,ANA01,1987/09/23,0,0:00PM,night,true,mccol901,bremn901,denkd901,cobld901,"""Zminda""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,171,22188,mintg001,thigb001,,downb001,munse701,
CAL198710020,CLE,CAL,ANA01,1987/10/02,0,0:00PM,night,true,cobld901,mccol901,bremn901,denkd901,"""Jim Shaarda""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,169,25030,suttd001,yettr001,,downb001,munse701,
CAL198710030,CLE,CAL,ANA01,1987/10/03,0,0:00PM,day,true,mccol901,bremn901,denkd901,cobld901,"""unknown""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,165,22750,lazoj001,schrk001,,joynw001,munse701,
CAL198710040,CLE,CAL,ANA01,1987/10/04,0,0:00PM,day,true,bremn901,denkd901,cobld901,mccol901,"""Bob Jones""","""Tom Tippett""",unknown,none,0,unknown,-1,unknown,unknown,unknown,174,36779,farrj001,wittm001,joned001,cartj001,munse701,
ATL198704070,PHI,ATL,ATL01,1987/04/07,0,0:00PM,night,false,kiblj901,froeb901,quicj901,willc901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,137,31343,mahlr001,rawls001,,oberk001,,
ATL198704090,PHI,ATL,ATL01,1987/04/09,0,0:00PM,night,false,froeb901,quicj901,willc901,kiblj901,"""Al Them""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,200,8907,garbg001,schad001,,jamed001,,
ATL198704130,CIN,ATL,ATL01,1987/04/13,0,0:00PM,day,false,weyel901,monte901,palld901,rennd901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,10678,gullb001,smitz001,,davie001,,
ATL198704140,CIN,ATL,ATL01,1987/04/14,0,0:00PM,night,false,monte901,palld901,rennd901,weyel901,"""E Karm""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,149,8768,powet001,palmd001,franj001,danik001,,
ATL198704150,CIN,ATL,ATL01,1987/04/15,0,0:00PM,night,false,palld901,rennd901,weyel901,monte901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,8990,mahlr001,browt001,garbg001,thoma001,,
ATL198704240,SFN,ATL,ATL01,1987/04/24,0,0:00PM,night,false,harvd901,steld901,grege901,davig901,"""Paul Brown""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,194,11398,mintg001,ackej001,robij001,maldc001,,
ATL198704250,SFN,ATL,ATL01,1987/04/25,0,0:00PM,day,false,steld901,grege901,davig901,harvd901,"""Wayne Townsend""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,168,13949,garbg001,garrs001,,perrg001,,
ATL198704260,SFN,ATL,ATL01,1987/04/26,0,0:00PM,day,false,grege901,davig901,harvd901,steld901,"""Paul Debbas""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,180,18058,davim001,palmd001,robij001,maldc001,,
ATL198704270,SFN,ATL,ATL01,1987/04/27,0,0:00PM,night,false,davig901,harvd901,steld901,grege901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,6474,downk001,mahlr001,garrs001,downk001,,
ATL198705010,HOU,ATL,ATL01,1987/05/01,0,0:00PM,day,false,willb901,mcshj901,pullf901,brocf901,"""Kaneshiro""","""Zminda""",unknown,none,0,unknown,-1,unknown,unknown,unknown,166,8768,ryann001,mahlr001,,davig001,,
ATL198705020,HOU,ATL,ATL01,1987/05/02,0,0:00PM,night,false,mcshj901,brocf901,pullf901,willb901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,16748,onear001,deshj001,ackej001,virgo001,,
ATL198705030,HOU,ATL,ATL01,1987/05/03,0,0:00PM,day,false,pullf901,brocf901,willb901,mcshj901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,151,16336,smitz001,scotm001,dedmj001,grifk001,,
ATL198705040,MON,ATL,ATL01,1987/05/04,0,0:00PM,night,false,marsr901,engeb901,rungp901,westj901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,4155,palmd001,sebrb001,ackej001,ramir001,,
ATL198705050,MON,ATL,ATL01,1987/05/05,0,0:00PM,night,false,rungp901,westj901,(none),marsr901,"""Bowman""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,148,4515,tibbj001,mahlr001,mcgaa001,raint001,,
ATL198705060,MON,ATL,ATL01,1987/05/06,0,0:00PM,night,false,engeb901,westj901,marsr901,rungp901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,149,5891,smitb001,onear001,,,,
ATL198705080,NYN,ATL,ATL01,1987/05/08,0,0:00PM,night,false,quicj901,willc901,kiblj901,froeb901,"""Debbas""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,201,26044,garbg001,orosj001,,nettg001,,
ATL198705090,NYN,ATL,ATL01,1987/05/09,0,0:00PM,day,false,willc901,kiblj901,froeb901,quicj901,"""Kaneshiro""","""Stryker""",unknown,pitches,0,unknown,-1,unknown,unknown,unknown,179,26404,palmd001,ojedb001,garbg001,simmt001,,
ATL198705100,NYN,ATL,ATL01,1987/05/10,0,0:00PM,day,false,kiblj901,froeb901,quicj901,willc901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,181,19460,dedmj001,orosj001,garbg001,ramir001,,
ATL198705190,SLN,ATL,ATL01,1987/05/19,0,0:00PM,night,false,davib902,wendh901,tatat901,crawj901,"""Grimm""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,11886,garbg001,worrt001,,simmt001,,
ATL198705200,SLN,ATL,ATL01,1987/05/20,0,0:00PM,day,false,wendh901,tatat901,crawj901,davib902,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,198,8050,hortr001,garbg001,worrt001,smito001,,
ATL198705210,SLN,ATL,ATL01,1987/05/21,0,0:00PM,day,false,tatat901,crawj901,davib902,wendh901,"""Kaneshiro""","""Stryker""",unknown,none,0,unknown,-1,unknown,unknown,unknown,154,9579,forsb001,smitz001,,forsb001,,
ATL198705290,CHN,ATL,ATL01,1987/05/29,0,0:00PM,night,false,ripps901,willb901,mcshj901,hohnb901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,243,21982,garbg001,lynce001,,roeng001,,
ATL198705300,CHN,ATL,ATL01,1987/05/30,0,0:00PM,night,false,willb901,mcshj901,hohnb901,ripps901,"""O'Donnell""","""O'Donnell""",unknown,none,0,unknown,-1,unknown,unknown,unknown,158,35394,maddg002,smitz001,noled001,dunss001,,
ATL198705310,CHN,ATL,ATL01,1987/05/31,0,0:00PM,day,false,willb901,mcshj901,ripps901,pullf901,"""O'Donnell""","""Dewan""",unknown,none,0,unknown,-1,unknown,unknown,unknown,184,24353,garbg001,lynce001,,perrg001,,
ATL198706020,PIT,ATL,ATL01,1987/06/02,0,0:00PM,night,false,marsr901,engeb901,rungp901,westj901,"""Ernie Karm""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,144,8890,reusr001,mahlr001,,vansa001,,
ATL198706030,PIT,ATL,ATL01,1987/06/03,0,0:00PM,night,false,engeb901,westj901,rungp901,marsr901,"""Paul Debbas""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,176,5368,kippb001,palmd001,,morrj002,,
ATL198706040,PIT,ATL,ATL01,1987/06/04,0,0:00PM,day,false,rungp901,westj901,marsr901,engeb901,"""Mike Sopp""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,6460,smitz001,fishb001,dedmj001,jamed001,,
ATL198706050,SDN,ATL,ATL01,1987/06/05,0,0:00PM,night,false,steld901,grege901,ripps901,harvd901,"""Stacy Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,146,14278,showe001,alexd001,,bochb002,,
ATL198706060,SDN,ATL,ATL01,1987/06/06,0,0:00PM,night,false,grege901,ripps901,harvd901,steld901,"""Stacy Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,136,20557,white001,mcwil001,mccul001,macks001,,
ATL198706070,SDN,ATL,ATL01,1987/06/07,0,0:00PM,day,false,ripps901,harvd901,steld901,grege901,"""Stacy Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,15789,garbg001,bookg001,,oberk001,,
ATL198706080,LAN,ATL,ATL01,1987/06/08,0,0:00PM,night,false,harvd901,steld901,grege901,ripps901,"""Kimes""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,15558,herso001,palmd001,holtb001,herso001,,
ATL198706090,LAN,ATL,ATL01,1987/06/09,0,0:00PM,night,false,steld901,grege901,ripps901,harvd901,"""Stu Hall""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,17625,leart001,smitz001,penaa001,sax-s001,,
ATL198706100,LAN,ATL,ATL01,1987/06/10,0,0:00PM,night,false,grege901,ripps901,harvd901,steld901,"""Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,148,15699,alexd001,honer001,,simmt001,,
ATL198706160,SFN,ATL,ATL01,1987/06/16,0,0:00PM,night,false,demud901,engeb901,ripps901,rungp901,"""T. Stillman""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,147,9218,alexd001,downk001,,grifk001,,
ATL198706170,SFN,ATL,ATL01,1987/06/17,0,0:00PM,night,false,engeb901,ripps901,rungp901,demud901,"""Stacy Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,163,9913,mahlr001,robij001,,nettg001,,
ATL198706180,CIN,ATL,ATL01,1987/06/18,0,0:00PM,night,false,ripps901,rungp901,demud901,engeb901,"""Marc Bowman""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,16988,hoffg002,palmd001,franj001,bellb001,,
ATL198706190,CIN,ATL,ATL01,1987/06/19,0,0:00PM,night,false,brocf901,willb901,mcshj901,pullf901,"""Paul Brown""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,25970,smitz001,pacip001,dedmj001,perrg001,,
ATL198706200,CIN,ATL,ATL01,1987/06/20,0,0:00PM,day,false,willb901,mcshj901,pullf901,brocf901,"""Robin Gibson""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,35313,alexd001,gullb001,garbg001,murpd001,,
ATL198706210,CIN,ATL,ATL01,1987/06/21,0,0:00PM,day,false,mcshj901,pullf901,brocf901,willb901,"""Stacy Kaneshiro""","""Bill Jensen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,190,28176,landb001,garbg001,,bellb001,,
ATL198707030,SLN,ATL,ATL01,1987/07/03,0,0:00PM,night,false,demud901,marsr901,westj901,engeb901,"""Paul Brown""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,162,45679,forsb001,pulec001,,mcgew001,,
ATL198707040,SLN,ATL,ATL01,1987/07/04,0,3:05PM,day,false,marsr901,westj901,engeb901,demud901,"""Stu Hall + Wigley from NBC GOW video""","""Rollie Loewen + Wigley from NBC GOW video""",tv,pitches,84,fromlf,9,unknown,unknown,unknown,185,36050,cox-d001,smitz001,worrt001,herrt001,,
ATL198707050,SLN,ATL,ATL01,1987/07/05,0,0:00PM,day,false,westj901,engeb901,demud901,marsr901,"""Rollie Loewen""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,161,29359,mathg001,alexd001,worrt001,smito001,,
ATL198707071,NYN,ATL,ATL01,1987/07/07,1,0:00PM,night,false,crawj901,davib902,hallt901,tatat901,"""Stacy Kaneshiro""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,172,0,leact001,mahlr001,,santr001,,
ATL198707072,NYN,ATL,ATL01,1987/07/07,2,0:00PM,night,false,davib902,hallt901,tatat901,crawj901,"""Stacy Kaneshiro""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,190,20382,darlr001,dedmj001,myerr001,santr001,,
ATL198707080,NYN,ATL,ATL01,1987/07/08,0,0:00PM,night,false,hallt901,tatat901,crawj901,davib902,"""Paul Debbas""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,16070,pulec001,ferns001,,nettg001,,
ATL198707090,PHI,ATL,ATL01,1987/07/09,0,0:00PM,night,false,rennd901,weyel901,monte901,palld901,"""Stacy Kaneshiro""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,185,10671,dedmj001,humet001,,murpd001,,
ATL198707100,PHI,ATL,ATL01,1987/07/10,0,0:00PM,night,false,weyel901,palld901,monte901,rennd901,"""Marc Bowman""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,159,12068,rawls001,alexd001,bedrs001,schmm001,,
ATL198707110,PHI,ATL,ATL01,1987/07/11,0,0:00PM,night,false,monte901,palld901,rennd901,weyel901,"""James A. Smith""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,157,30503,mahlr001,carmd001,ackej001,perrg001,,
ATL198707120,PHI,ATL,ATL01,1987/07/12,0,0:00PM,day,false,palld901,weyel901,rennd901,monte901,"""Paul Debbas""","""Rollie Loewen""",unknown,none,0,unknown,-1,unknown,unknown,unknown,155,16579,onear001,ruffb001,assep001,halla001,,
