game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,htbf,gametype
WS1191307250,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/07/25,0,0:00PM,day,false,connt901,fergc102,(none),(none),"""208,222,408,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/03/07 6:08PM,park,none,0,unknown,-1,dry,none,sunny,213,5000,,,,,,
WS1191307261,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/07/26,1,0:00PM,day,false,fergc102,connt901,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/05 11:44AM,park,none,0,unknown,-1,unknown,unknown,unknown,137,0,groob101,baumg101,hught103,,,
WS1191307262,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/07/26,2,0:00PM,day,false,connt901,fergc102,(none),(none),"""208,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/05 2:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,94,15000,engej101,hamie101,,,,
WS1191307280,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/07/28,0,0:00PM,day,false,fergc102,connt901,(none),(none),"""208,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/02 7:14PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,4000,mitcr101,boehj101,,,,
WS1191307290,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/07/29,0,0:00PM,day,false,connt901,fergc102,(none),(none),"""208,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/02 9:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,1500,engej101,levew101,,,,
WS1191307310,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/07/31,0,0:00PM,day,false,fergc102,connt901,(none),(none),"""212,56""","""Wayne Townsend""","""Wayne Townsend""",2023/05/03 4:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,6000,hallm101,boehj101,,,,
WS1191308010,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/08/01,0,0:00PM,day,false,connt901,fergc102,(none),(none),"""212,427""","""Wayne Townsend""","""Wayne Townsend""",2023/05/04 9:10AM,park,none,100,unknown,-1,unknown,unknown,unknown,140,2500,lakej101,groob101,,,,
WS1191308020,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/08/02,0,0:00PM,day,false,connt901,fergc102,(none),(none),"""212,222,427""","""Wayne Townsend""","""Wayne Townsend""",2023/05/04 11:09AM,park,none,0,unknown,-1,unknown,none,sunny,110,15689,johnw102,daush101,,,,
WS1191308040,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/08/04,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/02 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,1200,russr102,engej101,cicoe101,,,
WS1191308050,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/08/05,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/03 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,1800,russr102,groob101,,,,
WS1191308060,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/08/06,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/01/04 7:49PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,1200,johnw102,smitp107,gallb103,,,
WS1191308070,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/08/07,0,0:00PM,day,false,hildg101,evanb901,(none),(none),,"""Tom Thress""","""Tom Thress""",2024/08/29 3:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,1800,cicoe101,engej101,benzj101,,,
WS1191308080,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/08/08,0,0:00PM,day,false,evanb901,hildg101,(none),(none),"""408a,427,39,85""","""Cliff Blau""","""Cliff Blau""",2025/03/10 4:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,3000,johnw102,culln101,,,,
WS1191308090,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/08/09,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""39,85,222,408,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/06 10:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,5000,blanf102,boehj101,,,,
WS1191308110,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/08/11,0,0:00PM,day,false,hildg101,evanb901,(none),(none),"""222,408a,427,39,85""","""Cliff Blau""","""Cliff Blau""",2025/03/12 5:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,2000,mitcw101,engej101,,,,
WS1191309040,"""version 7RS(19) of 07/07/92""",NYA,WS1,WAS09,1913/09/04,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/02/19 3:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,2500,fishr101,gallb103,,,,
WS1191309051,"""version 7RS(19) of 07/07/92""",NYA,WS1,WAS09,1913/09/05,1,0:00PM,day,false,connt901,eganr101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/02/21 1:26PM,unknown,none,0,unknown,-1,unknown,none,sunny,115,0,boehj101,schua102,johnw102,,,
WS1191309052,"""version 7RS(19) of 07/07/92""",NYA,WS1,WAS09,1913/09/05,2,0:00PM,day,false,eganr101,connt901,(none),(none),"""96,222,427,606""","""Cliff Blau""","""Cliff Blau""",2025/03/22 4:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,4500,johnw102,fordr101,,,,
WS1191309060,"""version 7RS(19) of 07/07/92""",NYA,WS1,WAS09,1913/09/06,0,0:00PM,day,false,connt901,eganr101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/02/23 1:27PM,unknown,none,0,unknown,-1,unknown,none,sunny,125,7500,cashc101,mcham101,bentj101,,,
WS1191309080,"""version 7RS(19) of 07/07/92""",NYA,WS1,WAS09,1913/09/08,0,0:00PM,day,false,eganr101,connt901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2014/02/23 7:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,1200,caldr101,engej101,,,,
WS1191309091,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/09/09,1,0:00PM,day,false,evanb901,eganr101,(none),(none),"""39,85,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/21 5:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,0,boehj101,culln101,,,,
WS1191309092,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/09/09,2,0:00PM,day,false,eganr101,evanb901,(none),(none),"""39,85,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/21 11:04PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,15000,johnw102,blanf102,ayerd101,,,
WS1191309100,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/09/10,0,0:00PM,day,false,evanb901,eganr101,(none),(none),"""222,408a,427,39,85""","""David W. Smith""","""David W. Smith""",2025/03/22 3:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2500,groob101,gregv101,,,,
WS1191309110,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/09/11,0,0:00PM,day,false,eganr101,evanb901,(none),(none),"""222,408a,427,39,85""","""David W. Smith""","""David W. Smith""",2025/03/23 12:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,3000,gallb103,blanf102,hught103,,,
WS1191309120,"""version 7RS(19) of 07/07/92""",CLE,WS1,WAS09,1913/09/12,0,0:00PM,day,false,evanb901,eganr101,(none),(none),"""222,408a,427,39,85""","""David W. Smith""","""David W. Smith""",2025/03/24 2:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,5000,johnw102,blanf102,,,,
WS1191309130,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/09/13,0,0:00PM,day,false,eganr101,evanb901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/02/28 4:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,6000,cicoe101,gallb103,scotj104,,,
WS1191309150,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/09/15,0,0:00PM,day,false,evanb901,eganr101,(none),(none),,"""Tom Thress""","""Tom Thress""",2024/08/21 3:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,1200,russr102,groob101,,,,
WS1191309160,"""version 7RS(19) of 07/07/92""",CHA,WS1,WAS09,1913/09/16,0,0:00PM,day,false,dinnb101,eganr101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2014/03/03 1:29PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,3500,johnw102,benzj101,,,,
WS1191309171,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/09/17,1,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""212""","""Wayne Townsend""","""Wayne Townsend""",2023/04/18 3:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,dubuj101,gallb103,,,,
WS1191309172,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/09/17,2,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""212,56""","""Wayne Townsend""","""Wayne Townsend""",2023/04/18 4:54PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,7500,willl104,boehj101,,,,
WS1191309180,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/09/18,0,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""212""","""Wayne Townsend""","""Wayne Townsend""",2023/05/04 5:44PM,park,none,0,unknown,-1,soaked,unknown,unknown,95,2100,groob101,renfe101,,,,
WS1191309190,"""version 7RS(19) of 07/07/92""",DET,WS1,WAS09,1913/09/19,0,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""212,427""","""Wayne Townsend""","""Wayne Townsend""",2023/05/04 6:39PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,1000,loves101,comsr101,boehj101,,,
WS1191309200,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/09/20,0,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/03/26 10:13PM,park,none,0,unknown,-1,wet,unknown,unknown,115,3000,johnw102,baumg101,,,,
WS1191309220,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/09/22,0,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/03/27 6:19PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,1500,levew101,ayerd101,mitcr101,,,
WS1191309230,"""version 7RS(19) of 07/07/92""",SLA,WS1,WAS09,1913/09/23,0,0:00PM,day,false,dinnb101,sherj901,(none),(none),"""208,222,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/03/28 1:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,1500,mitcr101,groob101,,,,
WS1191309290,"""version 7RS(19) of 07/07/92""",PHA,WS1,WAS09,1913/09/29,0,0:00PM,day,false,dinnb101,connt901,(none),(none),"""222,266,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/26 7:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,15000,johnw102,wyckj101,,,,
WS1191309300,"""version 7RS(19) of 07/07/92""",PHA,WS1,WAS09,1913/09/30,0,0:00PM,day,false,connt901,dinnb101,(none),(none),"""222,266,408a,427""","""Jim Herdman""","""Jim Herdman""",2025/03/29 11:20AM,park,none,0,unknown,-1,unknown,unknown,unknown,99,1300,ayerd101,boarc101,,,,
WS1191310010,"""version 7RS(19) of 07/07/92""",PHA,WS1,WAS09,1913/10/01,0,0:00PM,day,false,dinnb101,connt901,(none),(none),"""222,408a,427,266""","""David W. Smith""","""David W. Smith""",2025/03/29 1:05PM,park,none,0,unknown,-1,unknown,unknown,unknown,85,1000,bentj101,bohep101,gallb103,,,
WS1191310031,"""version 7RS(19) of 07/07/92""",BOS,WS1,WAS09,1913/10/03,1,0:00PM,day,false,connt901,dinnb101,(none),(none),"""71,163,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/28 1:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,0,leond102,shawj101,,,,
WS1191310032,"""version 7RS(19) of 07/07/92""",BOS,WS1,WAS09,1913/10/03,2,0:00PM,day,false,dinnb101,connt901,(none),(none),"""71,163,222,408a,427""","""Rob Wood""","""Rob Wood""",2025/03/28 6:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,3500,boehj101,mosee101,hedgh101,,,
BRO191304090,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/04/09,0,3:20PM,day,false,klemb901,ortha101,(none),(none),"""43""","""David W. Smith""","""David W. Smith""",1997/02/22 9:20PM,park,none,0,unknown,-1,unknown,unknown,unknown,90,14000,seatt102,ruckn101,,,,
BRO191304180,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/04/18,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/06 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,8000,seatt102,ruckn101,,,,
BRO191304190,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/04/19,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/07 3:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,79,10000,brena101,ragap101,,,,
BRO191304210,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/04/21,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/09 7:55PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,89,1500,mayee101,allef101,,,,
BRO191304260,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/04/26,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/16 7:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,25000,ragap101,crand101,ruckn101,,,
BRO191304290,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/04/29,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/18 1:27PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,7000,mathc102,ruckn101,,,,
BRO191304300,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/04/30,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/19 7:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,10000,ragap101,amesr101,allef101,,,
BRO191305010,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/05/01,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/24 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,6000,stace101,hesso101,,,,
BRO191305020,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/05/02,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/25 3:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,5000,tylel101,allef101,,,,
BRO191305030,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/05/03,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/27 2:20PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,15000,ruckn101,gervl101,,,,
BRO191305050,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/05/05,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/29 2:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3000,ragap101,jameb102,,,,
BRO191305060,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/05/06,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/08/30 3:39PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,9000,ragap101,chenl101,ruckn101,,,
BRO191305070,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/05/07,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/08/31 1:09PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,6000,tonef101,allef101,,,,
BRO191305080,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/05/08,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/01 7:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,85,5000,ruckn101,lavej101,,,,
BRO191305090,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/05/09,0,0:00PM,day,false,emslb101,odayh101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/03 1:21PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,105,14000,curtc101,pearg101,,,,
BRO191305100,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/05/10,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/04 7:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,12000,ragap101,packg101,,,,
BRO191305120,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/05/12,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/05 7:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,92,10000,ruckn101,johnc102,,,,
BRO191305130,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/05/13,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/07 9:15AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,4500,curtc101,froma101,,,,
BRO191305140,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/05/14,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/08 1:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,4500,bentr102,allef101,,,,
BRO191305150,"""version 7RS(19) of 07/07/92""",SLN,BRO,NYC15,1913/05/15,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/09 3:43PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,7000,ragap101,steeb102,ruckn101,,,
BRO191305160,"""version 7RS(19) of 07/07/92""",SLN,BRO,NYC15,1913/05/16,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/10 3:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,10000,curtc101,salls101,,,,
BRO191305190,"""version 7RS(19) of 07/07/92""",SLN,BRO,NYC15,1913/05/19,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""65,208,141""","""Wayne Townsend""","""Wayne Townsend""",2023/07/08 3:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,10000,yinge101,grind101,,,,
BRO191305200,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/05/20,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/01/04 6:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,100,8000,robih102,allef101,,,,
BRO191305210,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/05/21,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/01/04 8:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2500,adamb104,ragap101,,,,
BRO191305220,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/05/22,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/01/04 9:50PM,unknown,none,0,unknown,-1,soaked,rain,unknown,82,6000,coopw101,curtc101,,,,
BRO191305240,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/05/24,0,0:00PM,day,false,odayh101,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/09/16 7:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,80,10000,alexg102,ragap101,,,,
BRO191305260,"""version 7RS(19) of 07/07/92""",PHI,BRO,NYC15,1913/05/26,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""65,141,266""","""Wayne Townsend""","""Wayne Townsend""",2023/07/09 10:58AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,10000,alexg102,yinge101,,,,
BRO191306300,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/06/30,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/11/09 8:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,8000,perdh101,ruckn101,,,,
BRO191307010,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/07/01,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/11/19 7:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,5000,rudod101,curtc101,,,,
BRO191307030,"""version 7RS(19) of 07/07/92""",BSN,BRO,NYC15,1913/07/03,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""65,269""","""Wayne Townsend""","""Wayne Townsend""",2023/07/09 8:18AM,park,none,0,unknown,-1,unknown,none,sunny,130,3500,dickw101,stace101,perdh101,,,
BRO191307041,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/07/04,1,0:00AM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/11/23 9:02AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,18000,tesrj101,yinge101,crand101,,,
BRO191307042,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/07/04,2,0:00PM,day,false,klemb901,ortha101,(none),(none),"""73""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2013/11/23 1:16PM,unknown,none,0,unknown,-1,unknown,none,sunny,105,23000,marqr102,ruckn101,,,,
BRO191307050,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/07/05,0,3:30PM,day,false,riglc901,byrol901,(none),(none),"""73,96,591""","""Cliff Blau/WTownsend""","""Cliff Blau/WTownsend""",2013/11/26 1:24PM,unknown,none,0,unknown,-1,soaked,unknown,sunny,97,8000,mathc102,ragap101,,,,
BRO191307070,"""version 7RS(19) of 07/07/92""",NY1,BRO,NYC15,1913/07/07,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/11/26 3:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,7000,demaa101,curtc101,,,,
BRO191307080,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/07/08,0,0:00PM,day,false,quige901,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/11/28 3:50PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,104,2500,amesr101,allef101,,,,
BRO191307090,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/07/09,0,0:00PM,day,false,quige901,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/11/29 1:54PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,102,3000,suggg101,ragap101,browm102,,,
BRO191307100,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/07/10,0,0:00PM,day,false,quige901,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/11/30 9:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2000,browm102,ruckn101,,,,
BRO191307110,"""version 7RS(19) of 07/07/92""",CIN,BRO,NYC15,1913/07/11,0,0:00PM,day,false,quige901,emslb101,(none),(none),"""73""","""Cliff Blau""","""Cliff Blau""",2013/12/01 11:35AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,1200,bentr102,yinge101,,,,
BRO191307120,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/07/12,0,0:00PM,day,false,quige901,emslb101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/12/01 7:55PM,unknown,none,0,unknown,-1,unknown,unknown,overcast,155,10000,chenl101,stace101,,,,
BRO191307140,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/07/14,0,0:00PM,day,false,brenb901,easom101,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/12/03 3:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,5000,curtc101,pearg101,,,,
BRO191307150,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/07/15,0,0:00PM,day,false,brenb901,easom101,(none),(none),,"""Bob Yahr""","""Tom Thress""",2024/08/19 9:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,6000,chenl101,ragap101,,,,
BRO191307160,"""version 7RS(19) of 07/07/92""",CHN,BRO,NYC15,1913/07/16,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2013/12/04 7:48PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,3000,wagnb102,lavej101,,,,
BRO191307170,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/07/17,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/01/29 1:41PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3000,robih102,ragap101,hendc101,,,
BRO191307180,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/07/18,0,0:00PM,day,false,klemb901,(none),(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/01/31 7:25PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,1200,adamb104,curtc101,,,,
BRO191307190,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/07/19,0,0:00PM,day,false,klemb901,ortha101,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/02/01 5:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,7000,mcqug103,ruckn101,,,,
BRO191307210,"""version 7RS(19) of 07/07/92""",PIT,BRO,NYC15,1913/07/21,0,0:00PM,day,false,riglc901,byrol901,(none),(none),"""137""","""Greg Beston""","""Greg Beston""",2005/02/01 6:05PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,3500,ragap101,hendc101,allef101,,,
