game_id,inputprogvers,visteam,hometeam,site,date,number,gametype,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,innings
SLA193604220,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/04/22,0,,0:00PM,day,false,summb901,johnc901,(none),(none),"""412,56,128,208""","""Tom Thress""","""Tom Thress""",2018/10/26 12:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,1000,cains101,crowg102,,,
SLA193604230,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/04/23,0,,0:00PM,day,false,johnc901,summb901,(none),(none),"""412,208,56,212""","""Rob Wood/RWood""","""David W. Smith/RWood""",2018/10/26 1:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,107,1000,aukee101,andri101,,,
SLA193604240,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/04/24,0,,0:00PM,day,false,summb901,johnc901,(none),(none),"""412,208,56,212""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2018/10/26 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,500,bridt101,calde101,,,
SLA193605090,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/05/09,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""277""","""Comly""","""Comly""",2014/05/29 8:49AM,park,none,0,unknown,-1,unknown,unknown,unknown,125,5000,cains101,tietl101,,,
SLA193605110,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/05/11,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""412,111,128,208""","""Tom Thress""","""Tom Thress""",2018/11/03 4:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,750,whitj101,mahar101,,,
SLA193605120,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/05/12,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""412,96,98,102,""","""Tom Thress""","""Tom Thress""",2018/10/29 10:27PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,700,thomt103,malop103,,,
SLA193605130,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/05/13,0,,0:00PM,day,false,summb901,owenb901,(none),johnc901,"""412,208,104,99,98,96""","""Rob Wood""","""David W. Smith""",2018/10/30 8:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,140,1200,pearm101,hogsc101,,,
SLA193605140,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/05/14,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""412,102,208,128,96""","""Rob Wood/RWood""","""David W. Smith/RWood""",2018/10/30 11:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,123,1500,ruffr101,knotj102,,,
SLA193605150,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/05/15,0,,0:00PM,day,false,summb901,johnc901,(none),owenb901,"""412,102,128,222""","""Tom Thress""","""Tom Thress""",2018/10/31 12:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,146,1800,newsb101,tietl101,,,
SLA193605160,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/05/16,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""412""","""Frownfelter""","""Frownfelter""",2016/10/13 1:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,2500,deshj101,thomt103,,,
SLA193605170,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/05/17,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/03 10:28PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,4100,hogsc101,finkh101,,,
SLA193605190,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/05/19,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""475""","""Wayne Townsend""","""Wayne Townsend""",2014/09/03 11:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,1203,knotj102,rhodg101,,,
SLA193605200,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/05/20,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""115,102,208,128,71,163,274""","""Rob Wood""","""David W. Smith""",2018/11/02 9:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,133,2806,mahar101,walbr101,andri101,,
SLA193605210,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/05/21,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""71,163,274,111""","""Dick Cramer""","""Dick Cramer""",2018/11/01 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,1500,ferrw101,hogsc101,,,
SLA193606160,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/06/16,0,,0:00PM,day,false,geish901,hubbc901,(none),dinnb101,"""412,266,208,128""","""John Gabcik""","""David W. Smith""",2018/11/14 2:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,1000,kellh101,knotj102,,,
SLA193606170,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/06/17,0,,0:00PM,day,false,hubbc901,dinnb101,(none),geish901,"""412,102,208,266""","""Tom Thress""","""Tom Thress""",2018/11/07 10:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,300,knotj102,kellh101,,,
SLA193606180,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/06/18,0,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""208,266,412""","""Jim Herdman""","""Jim Herdman""",2018/11/08 12:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,109,300,tietl101,rhodg101,,,
SLA193606200,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/06/20,0,,0:00PM,day,false,geish901,hubbc901,(none),dinnb101,"""115""","""Unknown""","""Comly""",1998/02/18 9:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,3000,thomt103,grovl101,knotj102,,
SLA193606211,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/06/21,1,,0:00PM,day,false,hubbc901,dinnb101,(none),geish901,"""102,208,128,71,163,274""","""Rob Wood""","""David W. Smith""",2018/11/09 2:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,0,ferrw101,andri101,,,
SLA193606212,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/06/21,2,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""102,208,128,71,163,274""","""Rob Wood""","""David W. Smith""",2018/11/09 2:50PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,10000,hogsc101,wilsj103,knotj102,,
SLA193606230,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/06/23,0,,0:00PM,day,false,morig101,basis901,(none),kolll901,"""208,222,412""","""Jim Herdman""","""Jim Herdman""",2018/11/10 9:08AM,unknown,none,0,unknown,-1,dry,none,sunny,141,1000,deshj101,calde101,,,
SLA193606240,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/06/24,0,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""412,208,128,222""","""Rob Wood""","""David W. Smith""",2018/11/10 9:21AM,park,none,0,unknown,-1,unknown,unknown,unknown,146,1000,newsb101,tietl101,,,
SLA193606250,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/06/25,0,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""412,208,222""","""Dick Cramer""","""Dick Cramer""",2018/11/10 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,1000,applp101,knotj102,,,
SLA193606270,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/06/27,0,,0:00PM,day,false,morig101,basis901,(none),kolll901,"""371""","""Unknown""","""Comly""",2012/04/30 6:47AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,130,4000,ruffr101,thomt103,,,
SLA193606281,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/06/28,1,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""371""","""Unknown""","""Comly""",2012/04/30 7:27AM,unknown,none,100,unknown,-1,unknown,unknown,unknown,127,0,hogsc101,broaj101,knotj102,,
SLA193606282,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/06/28,2,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""371""","""Unknown""","""Comly""",2012/04/30 7:57AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,12000,pearm101,tietl101,browj110,,
SLA193607011,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/07/01,1,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""39""","""Unknown""","""Comly""",2002/09/02 1:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,172,0,hogsc101,lee-t101,,,
SLA193607012,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/07/01,2,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""39""","""Unknown""","""Comly""",2002/09/02 1:37PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,1200,,,,,
SLA193607021,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/07/02,1,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""39""","""Unknown""","""Comly""",2002/09/02 1:56PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,0,browl101,mahar101,,,
SLA193607022,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/07/02,2,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""39""","""Unknown""","""Comly""",2002/09/02 2:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,1500,allej102,andri101,,,
SLA193607030,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/07/03,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""412,208,56,212""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2018/11/11 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,2500,lawsr101,tietl101,,,
SLA193607041,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/07/04,1,,0:00PM,day,false,summb901,owenb901,(none),johnc901,"""56,102,208,270,616""","""Tom Thress/RWood/WTownsend""","""Tom Thress/RWood/WTownsend""",2018/11/11 11:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,137,0,aukee101,hogsc101,rowes101,,
SLA193607042,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/07/04,2,,0:00PM,day,false,owenb901,johnc901,(none),summb901,"""56,102,208,270,616""","""Tom Thress/RWood/WTownsend""","""Tom Thress/RWood/WTownsend""",2018/11/12 9:46AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,144,10000,knotj102,philr101,,,
SLA193607050,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/07/05,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""102,208,128,56""","""Dick Cramer""","""Dick Cramer""",2018/11/12 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,3000,bridt101,calde101,kimsc101,,
SLA193607210,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/07/21,0,,0:00PM,day,false,quinj901,mcgob901,(none),owenb901,"""372""","""Unknown""","""Comly""",2012/11/12 4:10AM,park,none,0,unknown,-1,unknown,unknown,unknown,94,1500,thomt103,broaj101,,,
SLA193607220,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/07/22,0,,0:00PM,day,false,mcgob901,quinj901,(none),(none),"""372""","""Unknown""","""Comly""",2012/11/12 6:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,1500,andri101,malop103,,,
SLA193607230,"""version 7RS(19) of 07/07/92""",NYA,SLA,STL07,1936/07/23,0,,0:00PM,day,false,quinj901,mcgob901,(none),(none),"""372""","""Unknown""","""Comly""",2012/11/12 10:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,1500,pearm101,hogsc101,,,
SLA193607240,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/07/24,0,,0:00PM,day,false,mcgob901,quinj901,(none),(none),"""412,208,222""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2018/11/18 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,750,weavm101,calde101,,,
SLA193607250,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/07/25,0,,0:00PM,day,false,quinj901,mcgob901,(none),(none),"""412""","""Cliff Blau""","""Cliff Blau""",2016/11/27 9:04AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,1500,deshj101,knotj102,,,
SLA193607270,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/07/27,0,,0:00PM,day,false,johnc901,basis901,(none),(none),"""115,102,208,71,""","""Stew Thornley""","""David W. Smith""",2018/12/04 8:02PM,park,none,0,unknown,-1,unknown,unknown,unknown,118,500,vanar101,wilsj103,,,
SLA193607280,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/07/28,0,,0:00PM,day,false,summb901,basis901,(none),johnc901,"""115,71,163,274,102,208,128""","""Bob Kistler/Cramer""","""D Lamoureaux/Cramer""",2001/01/28 2:39PM,unknown,none,96,unknown,-1,unknown,unknown,unknown,115,800,marcj101,calde101,,,
SLA193607290,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/07/29,0,,0:00PM,day,false,johnc901,summb901,(none),(none),"""115,102,208,128,71,163,274""","""Bob Kistler/Cramer""","""D Lamoureaux/Cramer""",2001/01/28 2:48PM,unknown,none,89,unknown,-1,unknown,unknown,unknown,124,600,hogsc101,ostef101,,,
SLA193607300,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/07/30,0,,0:00PM,day,false,summb901,johnc901,(none),(none),"""412,102,208,141""","""John Gabcik""","""David W. Smith""",2018/12/02 10:01PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,800,thomt103,ferrw101,,,
SLA193607310,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/07/31,0,,0:00PM,day,false,johnc901,summb901,(none),(none),"""412,208,266""","""Rob Wood""","""David W. Smith""",2018/11/27 4:10PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,1000,knotj102,kellh101,,,
SLA193608010,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/08/01,0,,0:00PM,day,false,summb901,johnc901,(none),(none),"""412""","""Frownfelter""","""Frownfelter""",2016/10/16 12:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,2500,rossb102,andri101,,,
SLA193608040,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/08/04,0,,0:00PM,day,false,kolll901,morig101,(none),(none),"""412,102,128,208""","""Jim Wohlenhaus,Wayne Townsend""","""David W. Smith,Wayne Townsend""",2018/12/08 9:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,113,1000,lyont102,thomt103,,,
SLA193608051,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/08/05,1,,0:00PM,day,false,morig101,kolll901,(none),(none),"""277""","""Comly""","""Comly""",2014/06/03 10:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,0,andri101,kennv101,,,
SLA193608052,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/08/05,2,,0:00PM,day,false,kolll901,morig101,(none),(none),"""412,102,111,208""","""Tom Thress""","""Tom Thress""",2018/11/26 11:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,2500,,,,,
SLA193608061,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/08/06,1,,0:00PM,day,false,morig101,kolll901,(none),(none),"""277,412""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2014/06/03 11:31PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,0,cains101,knotj102,browc103,,
SLA193608140,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/08/14,0,,0:00PM,day,false,morig101,kolll901,(none),hubbc901,"""39""","""Unknown""","""Comly""",2002/10/06 1:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,164,1000,hildo101,hogsc101,lee-t101,,
SLA193608150,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/08/15,0,,0:00PM,day,false,kolll901,hubbc901,(none),morig101,"""39""","""Unknown""","""Comly""",2002/10/06 1:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,3500,calde101,galed101,,,
SLA193608160,"""version 7RS(19) of 07/07/92""",CLE,SLA,STL07,1936/08/16,0,,0:00PM,day,false,morig101,kolll901,(none),hubbc901,"""39""","""Unknown""","""Comly""",2002/10/06 1:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,106,3500,andri101,hudlw101,,,
SLA193608181,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/08/18,1,,0:00PM,day,false,morig101,kolll901,(none),hubbc901,"""412""","""Frownfelter""","""Frownfelter""",2016/10/16 2:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,138,0,knotj102,sorrv101,vanar101,,
SLA193608182,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/08/18,2,,0:00PM,day,false,kolll901,morig101,(none),hubbc901,"""56,102,208,212""","""Tom Thress/RWood""","""Tom Thress/RWood""",2018/12/01 6:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,140,4000,aukee101,hogsc101,,,
SLA193608190,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/08/19,0,,0:00PM,day,false,hubbc901,morig101,(none),kolll901,"""412,102,208,56,212""","""Javier Anderson/RWood""","""David W. Smith/RWood""",2018/12/03 5:07PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,1000,thomt103,wadej101,,,
SLA193608200,"""version 7RS(19) of 07/07/92""",DET,SLA,STL07,1936/08/20,0,,0:00PM,day,false,morig101,kolll901,(none),hubbc901,"""412,208,56,212""","""Stew Thornley/RWood""","""David W. Smith/RWood""",2018/12/03 3:47PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,1000,bridt101,hogsc101,,,
SLA193609101,"""version 7RS(19) of 07/07/92""",PHA,SLA,STL07,1936/09/10,1,,0:00PM,day,false,hubbc901,ormsr901,(none),geish901,"""412""","""Frownfelter""","""Frownfelter""",2016/10/17 4:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,0,archf101,jakus101,gumpr101,,
SLA193609110,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/09/11,0,,0:00PM,day,false,geish901,hubbc901,(none),ormsr901,"""115,208,163,274""","""Jim Wohlenhaus""","""David W. Smith""",2018/12/13 11:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,131,1000,ferrw101,calde101,,,
SLA193609121,"""version 7RS(19) of 07/07/92""",BOS,SLA,STL07,1936/09/12,1,,0:00PM,day,false,hubbc901,ormsr901,(none),geish901,"""115""","""Bob Kistler""","""D Lamoureaux""",2001/02/03 6:33PM,unknown,none,91,unknown,-1,unknown,unknown,unknown,121,0,thomt103,ostef101,knotj102,,
SLA193609151,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/09/15,1,,0:00PM,day,false,summb901,basis901,(none),dinnb101,"""412""","""Frownfelter""","""Frownfelter""",2016/10/17 5:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,146,0,white102,hogsc101,deshj101,,
SLA193609152,"""version 7RS(19) of 07/07/92""",WS1,SLA,STL07,1936/09/15,2,,0:00PM,day,false,basis901,dinnb101,(none),summb901,"""102,208,128,222""","""Rob Wood""","""David W. Smith""",2018/12/10 9:12PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,1000,newsb101,calde101,,,
SLA193609170,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/09/17,0,,0:00PM,day,false,hubbc901,ormsr901,(none),kolll901,"""277,149""","""Comly""","""Comly""",2014/07/02 12:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,103,300,knotj102,stram102,,,
SLA193609180,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/09/18,0,,0:00PM,day,false,ormsr901,kolll901,(none),hubbc901,"""102,208,128,111""","""Javier Anderson""","""David W. Smith""",2018/12/10 9:48AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,500,thomt103,whitj101,calde101,,
SLA193609201,"""version 7RS(19) of 07/07/92""",CHA,SLA,STL07,1936/09/20,1,,0:00PM,day,false,kolll901,hubbc901,(none),ormsr901,"""102,208,128,56""","""Dick Cramer""","""Dick Cramer""",2018/12/09 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,0,thomt103,lyont102,knotj102,,
BOS193604140,"""version 7RS(19) of 07/07/92""",PHA,BOS,BOS07,1936/04/14,0,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""115""","""unknown""","""Comly""",2000/02/13 12:05AM,park,none,0,unknown,-1,unknown,none,sunny,150,29100,ferrw101,dietb101,,,
BOS193604160,"""version 7RS(19) of 07/07/92""",PHA,BOS,BOS07,1936/04/16,0,,0:00PM,day,false,hubbc901,geish901,(none),dinnb101,"""115""","""unknown""","""Comly""",2000/02/13 11:59PM,park,none,0,unknown,-1,unknown,unknown,unknown,136,3600,welcj101,johnh101,,,
BOS193604201,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/04/20,1,,11:00AM,day,false,ormsr901,mcgob901,(none),quinj901,"""115""","""unknown""","""Comly""",2000/02/14 12:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,118,8300,ostef101,russj103,,,
BOS193604202,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/04/20,2,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""115""","""unknown""","""Comly""",2000/02/14 1:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,106,36400,applp101,welcj101,,,
BOS193604210,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/04/21,0,,0:00PM,day,false,quinj901,ormsr901,(none),mcgob901,"""115""","""unknown""","""Comly""",2000/02/14 9:17AM,park,none,0,unknown,-1,unknown,unknown,overcast,88,5000,grovl101,bokij101,,,
BOS193604220,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/04/22,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""115,269""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2000/02/14 9:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,116,5300,ostef101,newsb101,,,
BOS193604250,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1936/04/25,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""115,589""","""Comly,Wayne Townsend""","""Comly,Wayne Townsend""",2000/02/14 8:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,15600,grovl101,pearm101,,,
BOS193604260,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1936/04/26,0,,0:00PM,day,false,mcgob901,quinj901,(none),ormsr901,"""71,163,274,104,99,98,96""","""Dick Cramer""","""Dick Cramer""",2018/10/31 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,12200,hadlb101,cascj101,murpj103,,
BOS193604280,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1936/04/28,0,,0:00PM,day,false,owenb901,johnc901,(none),summb901,"""115,277""","""unknown""","""Comly""",2000/02/14 9:32PM,park,none,0,unknown,-1,unknown,unknown,overcast,118,5000,welcj101,stram102,grovl101,,
BOS193604290,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1936/04/29,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""115,277""","""unknown""","""Comly""",2000/02/14 10:15PM,park,none,0,unknown,-1,unknown,none,sunny,133,9500,henrj103,evanr101,,,
BOS193604300,"""version 7RS(19) of 07/07/92""",CHA,BOS,BOS07,1936/04/30,0,,0:00PM,day,false,summb901,owenb901,(none),johnc901,"""115""","""unknown""","""Comly""",2000/02/14 10:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,150,6200,wilsj103,whitj101,,,
BOS193605010,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1936/05/01,0,,0:00PM,day,false,johnc901,summb901,(none),owenb901,"""115""","""unknown""","""Comly""",2000/02/14 11:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,25000,grovl101,hardm101,,,
BOS193605020,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1936/05/02,0,,0:00PM,day,false,summb901,johnc901,(none),owenb901,"""115""","""unknown""","""Comly""",2000/02/15 10:22AM,park,none,0,unknown,-1,unknown,unknown,unknown,145,21000,hildo101,ostef101,,,
BOS193605030,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1936/05/03,0,,0:00PM,day,false,geish901,hubbc901,(none),dinnb101,"""71,163,274,56""","""Dick Cramer""","""Dick Cramer""",2018/10/30 4:35PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,104,30800,ferrw101,bridt101,,,
BOS193605050,"""version 7RS(19) of 07/07/92""",DET,BOS,BOS07,1936/05/05,0,,0:00PM,day,false,hubbc901,dinnb101,(none),geish901,"""115""","""unknown""","""Comly""",2000/02/15 11:02AM,park,none,0,unknown,-1,unknown,unknown,unknown,103,16100,grovl101,aukee101,,,
BOS193605060,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1936/05/06,0,,0:00PM,day,false,dinnb101,geish901,(none),hubbc901,"""115""","""unknown""","""Comly""",2000/02/15 11:26AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,4200,marcj101,walkj102,,,
BOS193605070,"""version 7RS(19) of 07/07/92""",SLA,BOS,BOS07,1936/05/07,0,,0:00PM,day,false,hubbc901,geish901,(none),dinnb101,"""115""","""unknown""","""Comly""",2000/02/15 11:43AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,3000,ferrw101,vanar101,,,
BOS193605230,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/05/23,0,,0:00PM,day,false,morig101,basis901,(none),kolll901,"""115""","""unknown""","""Comly""",2000/02/16 1:11AM,park,none,0,unknown,-1,unknown,unknown,unknown,178,24800,weavm101,walbr101,,,
BOS193605250,"""version 7RS(19) of 07/07/92""",WS1,BOS,BOS07,1936/05/25,0,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""115""","""unknown""","""Comly""",2000/02/16 8:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,97,2800,ostef101,deshj101,,,
BOS193605260,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1936/05/26,0,,0:00PM,day,false,morig101,basis901,(none),kolll901,"""115""","""unknown""","""Comly""",2000/02/16 9:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,132,13600,ferrw101,ruffr101,,,
BOS193605270,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1936/05/27,0,,0:00PM,day,false,basis901,kolll901,(none),morig101,"""115""","""unknown""","""Comly""",2000/02/16 10:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,173,11200,pearm101,cascj101,,,
BOS193605280,"""version 7RS(19) of 07/07/92""",NYA,BOS,BOS07,1936/05/28,0,,0:00PM,day,false,kolll901,morig101,(none),basis901,"""115""","""unknown""","""Comly""",2000/02/16 11:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,11200,malop103,ostef101,,,
BOS193606020,"""version 7RS(19) of 07/07/92""",CLE,BOS,BOS07,1936/06/02,0,,0:00PM,day,false,ormsr901,mcgob901,(none),quinj901,"""115""","""unknown""","""Comly""",2000/02/16 11:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,143,6000,henrj103,hildo101,wilsj103,,
