game_id,inputprogvers,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,innings
BSN194205130,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/05/13,0,0:00PM,day,false,balll901,barla901,(none),pineb101,"""271""","""Frownfelter""","""Frownfelter""",2016/03/26 3:09PM,radio,none,0,unknown,-1,unknown,unknown,unknown,116,3443,tobij103,bithh101,,,,
BSN194205150,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/05/15,0,0:00PM,day,false,mageg901,conlj102,(none),barrg901,"""115,271""","""Howard Johnson/RWood""","""Howard Johnson/RWood""",2015/11/19 12:25AM,park,none,0,unknown,-1,unknown,unknown,unknown,135,2527,javea101,beazj101,,,,
BSN194205160,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/05/16,0,0:00PM,day,false,conlj102,barrg901,(none),mageg901,"""115,611""","""Howard Johnson/RWood""","""Howard Johnson/RWood""",2015/11/19 1:16AM,park,none,0,unknown,-1,unknown,unknown,unknown,149,6526,coopm101,walll102,,,,
BSN194205170,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/05/17,0,0:00PM,day,false,goetl901,rearb901,(none),(none),"""524""","""DWV""","""DWV""",2014/12/19 7:30AM,park,none,0,unknown,-1,dry,none,cloudy,120,24908,waltb102,tobij103,,,,
BSN194205190,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/05/19,0,0:00PM,day,false,rearb901,goetl901,(none),(none),"""524""","""DWV""","""DWV""",2014/12/19 7:14AM,park,none,0,unknown,-1,dry,none,cloudy,122,2331,sainj101,ridde101,,,,
BSN194205200,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/05/20,0,0:00PM,day,false,dunnt901,stewb901,(none),searz901,"""194,137""","""D Lamoureaux/Way""","""D Lamoureaux/Smith""",2004/03/05 5:48AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,3010,sainj101,heink101,,,,
BSN194205250,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/05/25,0,0:00PM,day,false,barla901,pineb101,(none),balll901,"""98""","""Howard Johnson""","""Howard Johnson""",2016/02/08 12:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,4083,tostl101,lohrb101,,,,
BSN194205260,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/05/26,0,0:00PM,day,false,pineb101,balll901,(none),barla901,"""98""","""Howard Johnson""","""Howard Johnson""",2016/02/08 12:55AM,park,none,0,unknown,-1,unknown,unknown,unknown,120,3558,javea101,meltc101,,,,
BSN194205270,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/05/27,0,0:00PM,day,false,barrg901,mageg901,(none),jordl901,346,"""Dick Cramer""","""Dick Cramer""",2011/12/11 7:20AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,108,10265,wyatw101,tobij103,,,,
BSN194205280,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/05/28,0,0:00PM,day,false,mageg901,barrg901,(none),jordl901,346,"""Dick Cramer""","""Dick Cramer""",2011/12/11 7:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,7406,higbk101,earlt101,,,,
BSN194205290,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/05/29,0,0:00PM,day,false,barrg901,mageg901,(none),jordl901,271,"""Dick Cramer""","""Dick Cramer""",2013/11/06 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,2078,meltr101,errid101,,,,
BSN194205301,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/05/30,1,0:00PM,day,false,mageg901,barrg901,(none),jordl901,209,"""Dick Cramer""","""Dick Cramer""",2013/11/07 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,0,tostl101,podgj101,,,,
BSN194205302,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/05/30,2,3:38PM,day,false,barrg901,jordl901,(none),mageg901,"""235""","""D Lamoureaux""","""D Lamoureaux""",2008/01/19 7:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,18558,hutcj101,nahes101,sainj101,,,
BSN194206160,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/06/16,0,0:00PM,day,false,conlj102,rearb901,(none),goetl901,"""130""","""D Lamoureaux""","""D Lamoureaux""",2007/12/16 3:14PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,107,1557,vandj101,javea101,,,,
BSN194206171,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/06/17,1,0:00PM,day,false,rearb901,goetl901,(none),conlj102,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 5:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,derrp101,earlt101,,,,
BSN194206172,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/06/17,2,0:00PM,day,false,goetl901,conlj102,(none),rearb901,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 5:08PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,141,3122,starr101,tobij103,,,,
BSN194206190,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/06/19,0,0:00PM,day,false,dunnt901,searz901,(none),stewb901,"""271""","""Frownfelter""","""Frownfelter""",2016/03/26 5:34PM,radio,none,0,unknown,-1,unknown,unknown,unknown,172,3304,dietd102,sainj101,,,,
BSN194206200,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/06/20,0,0:00PM,day,false,searz901,stewb901,(none),dunnt901,"""115""","""Howard Johnson""","""Howard Johnson""",2015/11/27 1:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,112,2883,javea101,heink101,,,,
BSN194206210,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/06/21,0,0:00PM,day,false,stewb901,dunnt901,(none),searz901,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 5:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,164,5000,butcm101,errid101,,,,
BSN194206241,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/06/24,1,0:00PM,day,false,jordl901,barrg901,(none),mageg901,"""115""","""Howard Johnson""","""Howard Johnson""",2015/11/27 2:15PM,park,none,0,unknown,-1,unknown,unknown,unknown,129,0,tobij103,gumbh101,,,,
BSN194206242,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/06/24,2,0:00PM,day,false,barrg901,mageg901,(none),jordl901,"""128,102,208,71,274""","""Dick Cramer""","""Dick Cramer""",2017/04/01 7:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,5786,donob102,white103,,,,
BSN194206250,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/06/25,0,0:00PM,day,false,mageg901,jordl901,(none),barrg901,"""253""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2007/06/25 6:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,25098,coopm101,javea101,,,,
BSN194206260,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/06/26,0,0:00PM,day,false,balll901,barla901,(none),pineb101,"""271,277""","""Tom Thress""","""David W. Smith""",2017/04/03 9:18AM,park,none,0,unknown,-1,unknown,unknown,unknown,126,1738,schmj101,errid101,,,,
BSN194206270,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/06/27,0,0:00PM,day,false,barla901,pineb101,(none),balll901,"""115""","""Howard Johnson""","""Howard Johnson""",2015/11/27 5:24PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,3502,javea101,bithh101,,,,
BSN194207051,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/07/05,1,0:00PM,day,false,goetl901,conlj102,(none),rearb901,346,"""Dick Cramer""","""Dick Cramer""",2011/12/22 6:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,112,0,tobij103,higbk101,,,,
BSN194207052,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/07/05,2,0:00PM,day,false,conlj102,rearb901,(none),goetl901,346,"""Dick Cramer""","""Dick Cramer""",2011/12/22 8:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,19220,frenl101,javea101,,,,
BSN194207210,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/07/21,0,0:00PM,day,false,goetl901,conlj102,(none),rearb901,"""277,115,68,111,71,163,274,100""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2017/04/18 11:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,257,1574,sainj101,bithh101,,,,
BSN194207240,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/07/24,0,0:00PM,day,false,pineb101,balll901,(none),barla901,"""115,271""","""Howard Johnson/RWood""","""Howard Johnson/RWood""",2015/11/27 9:42PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,2353,lanim101,tobij103,,,,
BSN194207250,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/07/25,0,0:00PM,day,false,balll901,barla901,(none),pineb101,"""115""","""Howard Johnson""","""Howard Johnson""",2015/11/30 6:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,2546,krish101,tostl101,gumbh101,,,
BSN194207261,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/07/26,1,0:00PM,day,false,barla901,pineb101,(none),balll901,"""209""","""Dick Cramer""","""Dick Cramer""",2017/04/21 9:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,0,earlt101,beazj101,,,,
BSN194207262,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/07/26,2,0:00PM,day,false,pineb101,balll901,(none),barla901,"""210,102,208,71,164,273""","""Dick Cramer""","""Dick Cramer""",2017/04/21 11:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,10555,gumbh101,walll102,,,,
BSN194207280,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/07/28,0,0:00PM,day,false,dunnt901,searz901,(none),stewb901,"""271""","""Frownfelter""","""Frownfelter""",2016/03/26 6:50PM,radio,none,0,unknown,-1,unknown,unknown,unknown,130,1527,tostl101,dietd102,,,,
BSN194207291,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/07/29,1,0:00PM,day,false,searz901,stewb901,(none),dunnt901,"""115""","""Howard Johnson""","""Howard Johnson""",2015/12/01 12:42AM,park,none,0,unknown,-1,unknown,unknown,unknown,115,0,sewer101,javea101,,,,
BSN194207292,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/07/29,2,0:00PM,day,false,stewb901,dunnt901,(none),searz901,"""137,71,163,274""","""Tom Thress""","""David W. Smith""",2017/04/23 7:46PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,4064,tobij103,klinb101,,,,
BSN194207310,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/07/31,0,0:00PM,day,false,barrg901,mageg901,(none),jordl901,"""524""","""DWV""","""DWV""",2014/12/19 8:04AM,park,none,0,unknown,-1,dry,none,cloudy,125,1949,thomj102,earlt101,beggj101,,,
BSN194208010,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/08/01,0,0:00PM,day,false,mageg901,jordl901,(none),barrg901,"""524""","""DWV""","""DWV""",2014/12/19 8:24AM,park,none,0,unknown,-1,dry,none,sunny,137,2669,salvm101,starr101,,,,
BSN194208021,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/08/02,1,0:00PM,day,false,jordl901,barrg901,(none),mageg901,"""524""","""DWV""","""DWV""",2014/12/19 8:34AM,park,none,0,unknown,-1,dry,none,cloudy,108,0,javea101,ridde101,,,,
BSN194208022,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/08/02,2,0:00PM,day,false,barrg901,mageg901,(none),jordl901,"""524""","""DWV""","""DWV""",2014/12/19 8:48AM,park,none,0,unknown,-1,dry,none,cloudy,123,10554,derrp101,sainj101,,,,
BSN194208080,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/08/08,0,0:00PM,day,false,balll901,barla901,(none),pineb101,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 5:38PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,9162,salvm101,wyatw101,,,,
BSN194208110,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/08/11,0,0:00PM,day,false,barla901,pineb101,(none),balll901,"""194""","""D Lamoureaux/RWood""","""D Lamoureaux/RWood""",2004/03/05 5:44PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,123,2605,mungv101,tobij103,adama101,,,
BSN194208121,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/08/12,1,0:00PM,day,false,pineb101,balll901,(none),barla901,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 5:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,0,javea101,schuh103,,,,
BSN194208122,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/08/12,2,0:00PM,day,false,balll901,barla901,(none),pineb101,"""194""","""D Lamoureaux""","""D Lamoureaux""",2004/03/05 6:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,5307,tostl101,carpb101,sainj101,,,
BSN194208221,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/08/22,1,0:00PM,day,false,goetl901,conlj102,(none),rearb901,"""115""","""Howard Johnson""","""Howard Johnson""",2015/12/10 1:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,0,tobij103,hught101,,,,
BSN194208222,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/08/22,2,0:00PM,day,false,conlj102,rearb901,(none),goetl901,"""266,71,163,274""","""Dick Cramer""","""Dick Cramer""",2017/05/03 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,2747,johns103,sainj101,,,,
BSN194208232,"""version 7RS(19) of 07/07/92""",PHI,BSN,BOS08,1942/08/23,2,0:00PM,day,false,goetl901,conlj102,(none),rearb901,"""266,119,71,163,274""","""Dick Cramer""","""Dick Cramer""",2017/05/04 10:00AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,101,6511,meltr101,salvm101,,,,
BSN194209071,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/09/07,1,0:00PM,day,false,stewb901,dunnt901,(none),searz901,346,"""Dick Cramer""","""Dick Cramer""",2012/01/22 3:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,0,webbl102,javea101,,,,
BSN194209072,"""version 7RS(19) of 07/07/92""",BRO,BSN,BOS08,1942/09/07,2,0:00PM,day,false,dunnt901,searz901,(none),stewb901,346,"""Dick Cramer""","""Dick Cramer""",2012/01/23 9:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,132,29009,tobij103,newsb101,,,,
BSN194209101,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/09/10,1,0:00PM,day,false,searz901,stewb901,(none),dunnt901,"""524""","""DWV""","""DWV""",2014/12/19 9:22AM,park,none,0,unknown,-1,dry,none,cloudy,108,0,derrp101,salvm101,,,,
BSN194209102,"""version 7RS(19) of 07/07/92""",CIN,BSN,BOS08,1942/09/10,2,0:00PM,day,false,stewb901,dunnt901,(none),searz901,"""524""","""DWV""","""DWV""",2014/12/19 9:50AM,park,none,0,unknown,-1,dry,none,sunny,110,1257,,,,,,
BSN194209121,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/09/12,1,0:00PM,day,false,rearb901,goetl901,(none),conlj102,"""140,115,71,163,274""","""Tom Thress""","""David W. Smith""",2017/05/19 3:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,111,0,tobij103,gornh101,,,,
BSN194209122,"""version 7RS(19) of 07/07/92""",PIT,BSN,BOS08,1942/09/12,2,0:00PM,day,false,goetl901,conlj102,(none),rearb901,"""209,140,71,163,274""","""Tom Thress""","""David W. Smith""",2017/05/19 4:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,124,1737,,,,,,
BSN194209131,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/09/13,1,0:00PM,day,false,jordl901,mageg901,(none),(none),"""210,68,67,111,71,163,274""","""Dick Cramer/RWood""","""Dick Cramer/RWood""",2017/05/20 7:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,124,0,earlt101,passc101,,,,
BSN194209140,"""version 7RS(19) of 07/07/92""",CHN,BSN,BOS08,1942/09/14,0,0:00PM,day,false,jordl901,mageg901,(none),(none),"""163,269,274,277""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2017/05/20 10:56PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,901,donob102,bithh101,,,,
BSN194209160,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/09/16,0,0:00PM,day,false,pineb101,balll901,barla901,stewb901,"""115""","""Howard Johnson/RWood""","""Howard Johnson/RWood""",2015/12/11 1:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,114,5339,white103,tobij103,,,,
BSN194209170,"""version 7RS(19) of 07/07/92""",SLN,BSN,BOS08,1942/09/17,0,0:00PM,day,false,balll901,barla901,stewb901,pineb101,"""115""","""Howard Johnson""","""Howard Johnson""",2015/12/11 8:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,149,4347,pollh101,javea101,gumbh101,,,
BSN194209190,"""version 7RS(19) of 07/07/92""",NY1,BSN,BOS08,1942/09/19,0,0:00PM,day,false,searz901,dunnt901,(none),(none),"""115""","""Howard Johnson""","""Howard Johnson""",2015/12/11 9:44PM,park,none,0,unknown,-1,unknown,unknown,unknown,139,1841,hubbc101,tostl101,adama101,,,
DET194204140,"""version 7RS(19) of 07/07/92""",CLE,DET,DET04,1942/04/14,0,0:00PM,day,false,quinj901,basis901,(none),stewe901,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/07/03 7:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,39267,bagbj102,benta101,hevij101,,,
DET194204150,"""version 7RS(19) of 07/07/92""",CLE,DET,DET04,1942/04/15,0,0:00PM,day,false,basis901,stewe901,(none),quinj901,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/07/03 7:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,3916,troud101,poatr101,,,,
DET194204160,"""version 7RS(19) of 07/07/92""",CLE,DET,DET04,1942/04/16,0,0:00PM,day,false,stewe901,quinj901,(none),basis901,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/07/03 7:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,4242,bridt101,browc103,,,,
DET194204230,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1942/04/23,0,0:00PM,day,false,passa901,mcgob901,(none),hubbc901,"""276,277,68,67,1111,56,410,212""","""Tom Thress""","""David W. Smith""",2017/03/17 9:33AM,park,none,0,unknown,-1,unknown,unknown,unknown,86,4274,whith101,lyont102,,,,
DET194204240,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1942/04/24,0,0:00PM,day,false,mcgob901,hubbc901,(none),passa901,"""277,67,111,56,212,410""","""Tom Thress/RWood""","""David W. Smith/RWood""",2017/03/30 10:09AM,park,none,0,unknown,-1,unknown,unknown,unknown,99,3792,gorsj101,smite105,,,,
DET194204250,"""version 7RS(19) of 07/07/92""",SLA,DET,DET04,1942/04/25,0,0:00PM,day,false,hubbc901,passa901,(none),mcgob901,"""102""","""Frownfelter""","""Frownfelter""",2016/01/28 4:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,6693,fuchc101,harrb109,newhh101,,,
DET194204261,"""version 7RS(19) of 07/07/92""",SLA,DET,DET04,1942/04/26,1,0:00PM,day,false,passa901,mcgob901,(none),hubbc901,"""276,102,208,128,56,410,212""","""Dick Cramer""","""Dick Cramer""",2017/03/15 2:15PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,trucv101,muncb101,bridt101,,,
DET194205090,"""version 7RS(19) of 07/07/92""",CLE,DET,DET04,1942/05/09,0,0:00PM,day,false,pipgg101,summb901,(none),passa901,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/07/10 1:32PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,73,8791,benta101,hardm101,,,,
DET194205130,"""version 7RS(19) of 07/07/92""",WS1,DET,DET04,1942/05/13,0,0:00PM,day,false,grieb901,rue-j901,(none),geish901,"""276,408a""","""Jim Herdman/RWood""","""Jim Herdman/RWood""",2017/03/18 10:23AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,5436,newhh101,newsb101,,,,
DET194205161,"""version 7RS(19) of 07/07/92""",NYA,DET,DET04,1942/05/16,1,0:00PM,day,false,rue-j901,geish901,(none),grieb901,"""316,96""","""Pete Cottrell""","""Pete Cottrell""",2013/06/23 10:29AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,bonht101,benta101,,,,
DET194205162,"""version 7RS(19) of 07/07/92""",NYA,DET,DET04,1942/05/16,2,0:00PM,day,false,geish901,grieb901,(none),rue-j901,"""316,96""","""Pete Cottrell""","""Pete Cottrell""",2013/06/23 11:05AM,park,none,0,unknown,-1,unknown,unknown,unknown,131,6933,chans101,troud101,,,,
DET194205170,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1942/05/17,0,0:00PM,day,false,summb901,passa901,(none),pipgg101,"""276,163,274,56,410,21""","""Dick Cramer/Townsend""","""Dick Cramer/Townsend""",2017/03/18 8:30AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,24581,bridt101,browm103,,,,
DET194205180,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1942/05/18,0,0:00PM,day,false,passa901,pipgg101,(none),summb901,"""71,163,274,56,410,212""","""Dick Cramer""","""Dick Cramer""",2017/03/18 5:45PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,3037,wagnc101,whith101,,,,
DET194205190,"""version 7RS(19) of 07/07/92""",BOS,DET,DET04,1942/05/19,0,0:00PM,day,false,pipgg101,summb901,(none),passa901,"""71,163,274,56,410,212""","""Dick Cramer""","""Dick Cramer""",2017/03/19 8:45AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,114,5371,newhh101,terry101,,,,
DET194205200,"""version 7RS(19) of 07/07/92""",PHA,DET,DET04,1942/05/20,0,0:00PM,day,false,summb901,passa901,(none),pipgg101,"""119""","""Jim Herdman""","""Jim Herdman""",2017/03/13 6:32AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,115,1854,harrl101,benta101,,,,
DET194205210,"""version 7RS(19) of 07/07/92""",PHA,DET,DET04,1942/05/21,0,2:01PM,day,false,passa901,pipgg101,(none),summb901,"""119""","""Jim Herdman""","""Jim Herdman""",2017/03/15 10:06AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,121,3664,marcp101,troud101,,,,
DET194205290,"""version 7RS(19) of 07/07/92""",CLE,DET,DET04,1942/05/29,0,0:00PM,day,false,summb901,romme101,(none),pipgg101,"""39""","""D Lamoureaux""","""D Lamoureaux""",2005/07/16 8:53PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,3149,whith101,smita104,,,,
DET194205301,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1942/05/30,1,0:00PM,day,false,romme101,pipgg101,(none),summb901,"""276""","""Jim Herdman""","""Jim Herdman""",2017/03/22 6:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,0,bridt101,smite105,,,,
DET194205302,"""version 7RS(19) of 07/07/92""",CHA,DET,DET04,1942/05/30,2,0:00PM,day,false,pipgg101,summb901,(none),romme101,"""276""","""Jim Herdman""","""Jim Herdman""",2017/03/22 7:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,151,31659,haynj101,fuchc101,,,,
