game_id,date,hometeam,visteam,site,number,home_final,visitor_final,home_win,visitor_travel_km,is_series_opener,tz_change,sig_travel
ARI202107040,2021-07-04,ARI,SFN,PHO01,0,1,0,1,0.0,True,1,1
ARI202108020,2021-08-02,ARI,SFN,PHO01,0,0,3,0,574.265826359301,True,1,1
ARI202108050,2021-08-05,ARI,SFN,PHO01,0,0,1,0,0.0,True,1,1
ARI202207040,2022-07-04,ARI,SFN,PHO01,0,2,0,1,2556.676208603904,True,1,1
ARI202207250,2022-07-25,ARI,SFN,PHO01,0,2,0,1,574.265826359301,True,1,1
ARI202209230,2022-09-23,ARI,SFN,PHO01,0,0,1,0,942.3364167649689,True,1,1
ARI202209250,2022-09-25,ARI,SFN,PHO01,0,1,1,0,0.0,True,1,1
ARI202305110,2023-05-11,ARI,SFN,PHO01,0,2,4,0,1632.166881529229,True,1,1
ARI202305130,2023-05-13,ARI,SFN,PHO01,0,3,0,1,0.0,True,1,1
ARI202406030,2024-06-03,ARI,SFN,PHO01,0,2,0,1,3443.6976589600267,True,1,1
ARI202406050,2024-06-05,ARI,SFN,PHO01,0,0,2,0,0.0,True,1,1
ARI202409250,2024-09-25,ARI,SFN,PHO01,0,3,0,1,1686.0402789220698,True,1,1
ARI201409260,2014-09-26,ARI,SLN,PHO01,0,0,1,0,2336.340987950822,True,0,1
ARI201706270,2017-06-27,ARI,SLN,PHO01,0,1,0,1,3344.0706669127894,True,0,1
ARI201909230,2019-09-23,ARI,SLN,PHO01,0,2,2,0,2336.340987950822,True,0,1
ARI202105270,2021-05-27,ARI,SLN,PHO01,0,0,1,0,2336.340987950822,True,0,1
ARI202307240,2023-07-24,ARI,SLN,PHO01,0,0,5,0,2336.340987950822,True,0,1
ARI201308070,2013-08-07,ARI,TBA,PHO01,0,2,0,1,3443.6976589600267,True,-2,1
ARI201606080,2016-06-08,ARI,TBA,PHO01,0,0,1,0,2057.513009320362,True,-2,1
ARI202306280,2023-06-28,ARI,TBA,PHO01,0,0,3,0,1040.304275530281,True,-2,1
ARI201305271,2013-05-27,ARI,TEX,PHO01,1,1,3,0,1793.5804038732033,True,-1,1
