mlbam_pitcher_id,player_name,tempo_be_sec,tempo_ro_sec
448306,"Shields, James",16.166,16.166
656945,"Scott, Tanner",16.168,16.168
518863,"Jordan, Taylor",16.173,16.173
666277,"Soriano, George",16.176,16.176
606167,"Mejía, Adalberto",16.183,16.183
501625,"Alvarez, Jose",16.186,16.186
607374,"Tropeano, Nick",16.186,16.186
434669,"Mendoza, Luis",16.189,16.189
656288,"Canning, Griffin",16.19,16.19
542914,"Bass, Anthony",16.193,16.193
592879,"Wojciechowski, Asher",16.196,16.196
519443,"Workman, Brandon",16.199,16.199
502043,"Gibson, Kyle",16.202,16.202
686613,"Brown, Hunter",16.203,16.203
664062,"Gonsolin, Tony",16.208,16.208
607231,"Gant, John",16.216,16.216
656546,"Hoffman, Jeff",16.216,16.216
592130,"Barnes, Danny",16.216,16.216
641571,"Fillmyer, Heath",16.216,16.216
594965,"Ponce de Leon, Daniel",16.216,16.216
467094,"Doubront, Felix",16.228,16.228
600921,"Machado, Andrés",16.229,16.229
501381,"Pineda, Michael",16.231,16.231
670990,"Ramírez, Yohan",16.237,16.237
640470,"Alzolay, Adbert",16.241,16.241
670280,"Bednar, David",16.242,16.242
681869,"Dubin, Shawn",16.245,16.245
534737,"Dean, Pat",16.247,16.247
656713,"McKay, Brendan",16.249,16.249
664849,"Young, Danny",16.268,16.268
425840,"Cotts, Neal",16.269,16.269
663574,"Santillan, Tony",16.273,16.273
606160,"Montero, Rafael",16.276,16.276
445060,"Nolasco, Ricky",16.28,16.28
622446,"Rodriguez, Jefry",16.282,16.282
593140,"Feliz, Michael",16.283,16.283
623381,"Pannone, Thomas",16.283,16.283
628317,"Maeda, Kenta",16.288,16.288
676680,"Cosgrove, Tom",16.289,16.289
445612,"Thayer, Dale",16.29,16.29
663986,"Stephan, Trevor",16.291,16.291
571901,"Loup, Aaron",16.294,16.294
664199,"Clarke, Taylor",16.294,16.294
453268,"Bard, Daniel",16.297,16.297
543243,"Gray, Sonny",16.308,16.308
669330,"Wells, Tyler",16.311,16.311
469134,"Rogers, Esmil",16.323,16.323
669203,"Burnes, Corbin",16.328,16.328
592433,"Jenkins, Tyrell",16.335,16.335
670124,"Oller, Adam",16.344,16.344
657240,"Merryweather, Julian",16.349,16.349
594840,"Grace, Matt",16.349,16.349
643256,"Cimber, Adam",16.35,16.35
444857,"Feldman, Scott",16.35,16.35
218596,"Hudson, Tim",16.351,16.351
572888,"Greene, Shane",16.352,16.352
592593,"Nicolino, Justin",16.355,16.355
668338,"Miller, Tyson",16.36,16.36
572070,"Richards, Garrett",16.365,16.365
539438,"Diamond, Scott",16.368,16.368
452027,"Albers, Andrew",16.373,16.373
605400,"Nola, Aaron",16.377,16.377
664285,"Valdez, Framber",16.377,16.377
681035,"Scott, Christian",16.383,16.383
607188,"Faria, Jake",16.383,16.383
571951,"Mitchell, Bryan",16.383,16.383
663362,"Waldron, Matt",16.384,16.384
670167,"Schreiber, John",16.385,16.385
621076,"Kaprielian, James",16.386,16.386
572140,"Skaggs, Tyler",16.416,16.416
596271,"Lawrence, Casey",16.416,16.416
663855,"Hicks, Jordan",16.417,16.417
543208,"Gaviglio, Sam",16.417,16.417
453178,"Kennedy, Ian",16.421,16.421
687765,"Spence, Mitch",16.421,16.421
502179,"Espino, Paolo",16.427,16.427
670102,"Francis, Bowden",16.434,16.434
456051,"Noesí, Hector",16.435,16.435
523989,"De La Rosa, Rubby",16.442,16.442
518633,"Duffy, Danny",16.45,16.45
657571,"Ferguson, Caleb",16.45,16.45
592716,"Sampson, Adrian",16.45,16.45
621237,"Alvarado, José",16.453,16.453
607179,"Weems, Jordan",16.454,16.454
595345,"Okert, Steven",16.456,16.456
686826,"Jarvis, Bryce",16.459,16.459
450282,"Perkins, Glen",16.471,16.471
453344,"Morrow, Brandon",16.474,16.474
543766,"Shaw, Bryan",16.483,16.483
663460,"Bubic, Kris",16.488,16.488
133225,"Dempster, Ryan",16.489,16.489
453198,"Perez, Chris",16.514,16.514
453562,"Arrieta, Jake",16.517,16.517
433587,"Hernández, Félix",16.517,16.517
623474,"Herget, Jimmy",16.533,16.533
430904,"Maholm, Paul",16.538,16.538
592145,"Biddle, Jesse",16.55,16.55
622097,"Thompson, Jake",16.55,16.55
606424,"García, Jarlín",16.55,16.55
460701,"Russell, James",16.557,16.557
672715,"Patiño, Luis",16.558,16.558
624418,"Castellani, Ryan",16.573,16.573
456379,"Alburquerque, Al",16.576,16.576
605130,"Barlow, Scott",16.576,16.576
806185,"Birdsong, Hayden",16.576,16.576
527054,"Teheran, Julio",16.576,16.576
660271,"Ohtani, Shohei",16.577,16.577
684007,"Imanaga, Shota",16.582,16.582
523260,"Kelly, Joe",16.583,16.583
608716,"Steckenrider, Drew",16.583,16.583
488674,"Badenhop, Burke",16.583,16.583
663158,"Suarez, Robert",16.596,16.596
435044,"Baker, Scott",16.596,16.596
468396,"Ogando, Alexi",16.598,16.598
608337,"Giolito, Lucas",16.599,16.599
605388,"Morgan, Adam",16.602,16.602
682243,"Miller, Bryce",16.603,16.603
543518,"McGough, Scott",16.605,16.605
425827,"Bonderman, Jeremy",16.608,16.608
489334,"Stammen, Craig",16.61,16.61
518489,"Brasier, Ryan",16.612,16.612
542585,"Cisnero, José",16.624,16.624
502042,"Archer, Chris",16.632,16.632
543901,"Weber, Ryan",16.65,16.65
657610,"Hildenberger, Trevor",16.65,16.65
464416,"Pino, Yohan",16.671,16.671
680686,"Gray, Josiah",16.672,16.672
664294,"Moreta, Dauri",16.678,16.678
543339,"Hudson, Daniel",16.678,16.678
475243,"Wood, Travis",16.679,16.679
608723,"Voth, Austin",16.681,16.681
621056,"Wood, Hunter",16.683,16.683
543883,"Vincent, Nick",16.683,16.683
453192,"Miller, Andrew",16.684,16.684
451788,"Marcum, Shaun",16.685,16.685
676395,"Garcia, Robert",16.693,16.693
641656,"Hamilton, Ian",16.7,16.7
660853,"De Los Santos, Enyel",16.702,16.702
542888,"Armstrong, Shawn",16.703,16.703
605177,"Chafin, Andrew",16.707,16.707
669711,"Weissert, Greg",16.71,16.71
121250,"Rivera, Mariano",16.716,16.716
677944,"Cecconi, Slade",16.718,16.718
693312,"Nicolas, Kyle",16.729,16.729
571710,"Givens, Mychal",16.73,16.73
669169,"Heasley, Jonathan",16.735,16.735
489446,"Yates, Kirby",16.739,16.739
595465,"Winkler, Dan",16.739,16.739
462985,"Morales, Franklin",16.745,16.745
519293,"Smith, Will",16.746,16.746
543070,"Crow, Aaron",16.747,16.747
544836,"Romero, Enny",16.748,16.748
571787,"Holmberg, David",16.75,16.75
640444,"Crowe, Wil",16.75,16.75
606930,"Barnes, Jacob",16.755,16.755
519096,"Otero, Dan",16.755,16.755
543054,"Cosart, Jarred",16.757,16.757
572788,"Cravy, Tyler",16.759,16.759
447755,"Delabar, Steve",16.763,16.763
592773,"Stanek, Ryne",16.77,16.77
519267,"Scribner, Evan",16.773,16.773
680739,"Winder, Josh",16.781,16.781
683232,"Mears, Nick",16.783,16.783
641329,"Baker, Bryan",16.785,16.785
150119,"Garcia, Freddy",16.8,16.8
660623,"Ynoa, Huascar",16.801,16.801
650496,"Mejía, J.C.",16.81,16.81
641941,"Pagán, Emilio",16.811,16.811
656970,"Smeltzer, Devin",16.814,16.814
656578,"Jackson, Andre",16.814,16.814
519326,"Strickland, Hunter",16.816,16.816
571863,"Koch, Matt",16.816,16.816
608638,"Chargois, JT",16.82,16.82
676760,"Marinaccio, Ron",16.82,16.82
671345,"Foley, Jason",16.832,16.832
283166,"Gonzalez, Michael",16.833,16.833
591693,"Ramos, Edubray",16.85,16.85
476570,"Mazzaro, Vin",16.855,16.855
451628,"Figaro, Alfredo",16.856,16.856
623451,"Stephens, Jackson",16.858,16.858
684320,"Rodríguez, Yariel",16.861,16.861
493133,"Kuroda, Hiroki",16.869,16.869
435043,"Duke, Zach",16.884,16.884
678368,"Bellozo, Valente",16.89,16.89
502381,"Gregerson, Luke",16.895,16.895
642083,"Slegers, Aaron",16.898,16.898
643290,"Dunn, Justin",16.908,16.908
621381,"Strahm, Matt",16.915,16.915
542960,"Brach, Brad",16.917,16.917
543903,"Webster, Allen",16.92,16.92
594760,"Blair, Aaron",16.923,16.923
430580,"Simon, Alfredo",16.929,16.929
444468,"Rondón, Héctor",16.933,16.933
519151,"Pressly, Ryan",16.947,16.947
502158,"Roenicke, Josh",16.949,16.949
519085,"Oberholtzer, Brett",16.958,16.958
456696,"Hernandez, David",16.961,16.961
502593,"Petricka, Jake",16.964,16.964
519105,"Parker, Jarrod",16.968,16.968
669270,"Kuhnel, Joel",16.975,16.975
434378,"Verlander, Justin",16.978,16.978
605121,"Anderson, Justin",16.978,16.978
661309,"Martínez, Adrián",16.979,16.979
605135,"Bassitt, Chris",17.011,17.011
594736,"Anderson, Cody",17.035,17.035
663558,"Morán, Jovani",17.044,17.044
680730,"Parker, Mitchell",17.045,17.045
605541,"Wright Jr., Mike",17.05,17.05
456068,"González, Miguel",17.052,17.052
642121,"Sulser, Cole",17.058,17.058
605540,"Woodruff, Brandon",17.061,17.061
456027,"Ohlendorf, Ross",17.062,17.062
425844,"Greinke, Zack",17.064,17.064
657611,"Hill, Cam",17.081,17.081
650893,"Cabrera, Génesis",17.082,17.082
643466,"Musgrave, Harrison",17.084,17.084
571666,"Fiers, Mike",17.084,17.084
606149,"Gallegos, Giovanny",17.094,17.094
656354,"Davis, Austin",17.102,17.102
605482,"Sneed, Cy",17.103,17.103
458950,"Humber, Philip",17.111,17.111
621097,"Waguespack, Jacob",17.117,17.117
476594,"Stock, Robert",17.118,17.118
425856,"Floyd, Gavin",17.125,17.125
657756,"Seabold, Connor",17.134,17.134
433584,"Hernandez, Roberto",17.135,17.135
217096,"Zito, Barry",17.144,17.144
502202,"Boxberger, Brad",17.148,17.148
519294,"Smoker, Josh",17.151,17.151
659275,"Lamet, Dinelson",17.151,17.151
663432,"Rainey, Tanner",17.156,17.156
641501,"Danish, Tyler",17.169,17.169
493159,"Wada, Tsuyoshi",17.172,17.172
276514,"Gregg, Kevin",17.173,17.173
518516,"Bumgarner, Madison",17.184,17.184
664076,"Cleavinger, Garrett",17.194,17.194
543056,"Coulombe, Danny",17.194,17.194
657585,"Garrett, Reed",17.197,17.197
680694,"Bradish, Kyle",17.21,17.21
491646,"Gómez, Jeanmar",17.212,17.212
571858,"Kline, Branden",17.218,17.218
518886,"Kimbrel, Craig",17.221,17.221
674072,"Henry, Tommy",17.231,17.231
453222,"Carroll, Scott",17.231,17.231
675921,"Howard, Spencer",17.239,17.239
607359,"Patton, Spencer",17.246,17.246
547973,"Chapman, Aroldis",17.249,17.249
450212,"Neshek, Pat",17.259,17.259
669093,"Estrada, Jeremiah",17.261,17.261
502009,"Latos, Mat",17.262,17.262
518617,"Diekman, Jake",17.266,17.266
462102,"Hanson, Tommy",17.267,17.267
472610,"García, Luis",17.279,17.279
663542,"Hudson, Bryan",17.28,17.28
605232,"Finnegan, Brandon",17.283,17.283
518445,"Bell, Chad",17.284,17.284
467850,"Escalona, Edgmer",17.287,17.287
677161,"Kelly, Zack",17.288,17.288
501822,"Hatcher, Chris",17.291,17.291
621368,"Hearn, Taylor",17.314,17.314
661269,"Gutierrez, Vladimir",17.315,17.315
641312,"Anderson, Shaun",17.317,17.317
502188,"Samardzija, Jeff",17.317,17.317
605155,"Brewer, Colten",17.318,17.318
656731,"Megill, Tylor",17.326,17.326
545064,"Díaz, Jairo",17.332,17.332
502272,"Fien, Casey",17.332,17.332
641755,"Kinley, Tyler",17.335,17.335
474668,"Surkamp, Eric",17.363,17.363
518585,"Cruz, Fernando",17.363,17.363
453646,"Villanueva, Carlos",17.371,17.371
460059,"Pelfrey, Mike",17.372,17.372
542882,"Andriese, Matt",17.382,17.382
454537,"Burton, Jared",17.394,17.394
622772,"Cordero, Jimmy",17.396,17.396
641447,"Castano, Daniel",17.413,17.413
594577,"Mayers, Mike",17.417,17.417
572955,"Johnson, Pierce",17.419,17.419
676664,"Sears, JP",17.433,17.433
669467,"Pallante, Andre",17.447,17.447
475857,"Cook, Ryan",17.462,17.462
461856,"Patton, Troy",17.465,17.465
592454,"Kahnle, Tommy",17.478,17.478
594580,"Moll, Sam",17.492,17.492
623430,"Dull, Ryan",17.492,17.492
605452,"Ross, Joe",17.494,17.494
642203,"Widener, Taylor",17.495,17.495
642701,"Santana, Dennis",17.497,17.497
448281,"Doolittle, Sean",17.51,17.51
542947,"Bleier, Richard",17.517,17.517
525768,"Collins, Tim",17.526,17.526
640463,"Shipley, Braden",17.528,17.528
656954,"Sheffield, Justus",17.529,17.529
689225,"Brieske, Beau",17.541,17.541
641672,"Hatch, Thomas",17.544,17.544
675540,"Curry, Xzavion",17.547,17.547
547888,"Tanaka, Masahiro",17.55,17.55
592826,"Velasquez, Vince",17.551,17.551
501992,"Karns, Nate",17.552,17.552
642207,"Williams, Devin",17.555,17.555
543184,"Friedrich, Christian",17.563,17.563
506433,"Darvish, Yu",17.568,17.568
453172,"Hughes, Jared",17.577,17.577
621345,"Minter, A.J.",17.586,17.586
682051,"Hill, Garrett",17.588,17.588
448855,"Guerra, Junior",17.59,17.59
518858,"Jones, Nate",17.599,17.599
664129,"Hartlieb, Geoff",17.61,17.61
493603,"Ottavino, Adam",17.619,17.619
518397,"Alexander, Scott",17.65,17.65
542432,"Ramirez, José",17.651,17.651
573668,"Minaya, Juan",17.651,17.651
656657,"Logue, Zach",17.652,17.652
595001,"Smith, Josh A.",17.667,17.667
607457,"Barraclough, Kyle",17.684,17.684
548337,"Verrett, Logan",17.686,17.686
592094,"Adam, Jason",17.693,17.693
282332,"Sabathia, CC",17.718,17.718
476454,"Betances, Dellin",17.739,17.739
656641,"Latz, Jacob",17.748,17.748
456701,"Bailey, Homer",17.748,17.748
528748,"Castellanos, Humberto",17.749,17.749
543542,"Meyer, Alex",17.751,17.751
592811,"Triggs, Andrew",17.751,17.751
664042,"Lakins Sr., Travis",17.762,17.762
458677,"Wilson, Justin",17.771,17.771
669358,"Baz, Shane",17.778,17.778
150274,"Nathan, Joe",17.781,17.781
623184,"Oberg, Scott",17.784,17.784
605507,"Thompson, Zach",17.799,17.799
676714,"Hughes, Brandon",17.81,17.81
488846,"Duensing, Brian",17.817,17.817
501789,"Harris, Will",17.817,17.817
595918,"Cole, A.J.",17.818,17.818
592222,"Claudio, Alex",17.818,17.818
606996,"Hart, Kyle",17.83,17.83
664854,"Helsley, Ryan",17.83,17.83
640448,"Finnegan, Kyle",17.831,17.831
501955,"Chamberlain, Joba",17.845,17.845
666201,"Manoah, Alek",17.845,17.845
642564,"Martes, Francis",17.852,17.852
571521,"Brothers, Rex",17.859,17.859
543219,"Gilmartin, Sean",17.88,17.88
543483,"Magill, Matt",17.884,17.884
605195,"Crick, Kyle",17.885,17.885
660261,"Fujinami, Shintaro",17.923,17.923
429781,"Correia, Kevin",17.923,17.923
424144,"Pérez, Oliver",17.928,17.928
598264,"Barnes, Matt",17.939,17.939
446399,"Cecil, Brett",17.944,17.944
516910,"Frías, Carlos",17.946,17.946
621295,"Wittgren, Nick",17.951,17.951
543900,"Webb, Daniel",17.952,17.952
518693,"Freeman, Sam",17.952,17.952
596043,"Mengden, Daniel",17.958,17.958
502032,"Norris, Bud",17.981,17.981
491708,"Caminero, Arquimedes",18.031,18.031
518764,"Hand, Donovan",18.042,18.042
544365,"Bañuelos, Manny",18.051,18.051
519076,"Nelson, Jimmy",18.064,18.064
669145,"Zimmermann, Bruce",18.065,18.065
600968,"Rosario, Randy",18.084,18.084
681911,"Vesia, Alex",18.101,18.101
595032,"Whitley, Chase",18.111,18.111
621249,"Underwood Jr., Duane",18.113,18.113
450172,"Volquez, Edinson",18.151,18.151
656876,"Rasmussen, Drew",18.176,18.176
599683,"Saupold, Warwick",18.185,18.185
500724,"Ramírez, JC",18.185,18.185
467726,"Mijares, Jose",18.206,18.206
608678,"Leone, Dominic",18.223,18.223
669912,"Snead, Kirby",18.23,18.23
503444,"De La Cruz, Joel",18.233,18.233
592858,"Wick, Rowan",18.249,18.249
476451,"Hellickson, Jeremy",18.251,18.251
459429,"McGee, Jake",18.252,18.252
458730,"Parnell, Bobby",18.266,18.266
452718,"Kendrick, Kyle",18.282,18.282
621348,"Clay, Sam",18.283,18.283
593833,"Suero, Wander",18.285,18.285
407845,"Rodney, Fernando",18.285,18.285
570663,"Robles, Hansel",18.285,18.285
594943,"Neal, Zach",18.29,18.29
669947,"Scholtens, Jesse",18.296,18.296
656458,"Gilbreath, Lucas",18.301,18.301
657624,"James, Josh",18.315,18.315
668687,"Scrubb, Andre",18.333,18.333
621051,"Wilson, Steven",18.333,18.333
452666,"Wilhelmsen, Tom",18.341,18.341
472551,"Abad, Fernando",18.353,18.353
444520,"Breslow, Craig",18.353,18.353
547874,"Iwakuma, Hisashi",18.359,18.359
572125,"Selman, Sam",18.363,18.363
465657,"Soria, Joakim",18.364,18.364
434637,"Lindstrom, Matt",18.367,18.367
621078,"Lail, Brady",18.368,18.368
605476,"Smith, Carson",18.372,18.372
429719,"Jackson, Edwin",18.382,18.382
596112,"Stephenson, Robert",18.385,18.385
693433,"Woo, Bryan",18.385,18.385
641838,"McCarthy, Kevin",18.385,18.385
643316,"Fry, Paul",18.385,18.385
570257,"Rodríguez, Joely",18.442,18.442
518560,"Clemens, Paul",18.444,18.444
621199,"Bowman, Matt",18.448,18.448
595881,"Beede, Tyler",18.451,18.451
592547,"McGuire, Deck",18.451,18.451
644364,"Arano, Víctor",18.452,18.452
425626,"Capuano, Chris",18.472,18.472
115629,"Hawkins, LaTroy",18.481,18.481
606625,"Moronta, Reyes",18.485,18.485
457915,"Guerra, Javy",18.485,18.485
534812,"Quackenbush, Kevin",18.492,18.492
434181,"League, Brandon",18.498,18.498
592102,"Allen, Cody",18.518,18.518
656547,"Holder, Jonathan",18.518,18.518
605194,"Cotton, Jharel",18.519,18.519
449079,"Wright, Wesley",18.52,18.52
453265,"Watson, Tony",18.535,18.535
663531,"Allen, Logan",18.538,18.538
502004,"Kontos, George",18.57,18.57
605525,"Wendelken, J.B.",18.578,18.578
571871,"Krol, Ian",18.584,18.584
626929,"Thorpe, Lewis",18.584,18.584
656685,"Martin, Brett",18.585,18.585
435400,"Motte, Jason",18.587,18.587
685503,"Arihara, Kohei",18.612,18.612
516969,"Herrera, Kelvin",18.613,18.613
664948,"Misiewicz, Anthony",18.651,18.651
622092,"Zimmer, Kyle",18.653,18.653
573109,"Ramos, AJ",18.653,18.653
429985,"Gaudin, Chad",18.658,18.658
445276,"Jansen, Kenley",18.671,18.671
521655,"Font, Wilmer",18.685,18.685
592473,"Kolarek, Adam",18.685,18.685
453329,"Buchholz, Clay",18.686,18.686
605218,"Edwards Jr., Carl",18.686,18.686
493247,"Moylan, Peter",18.693,18.693
458690,"Volstad, Chris",18.718,18.718
532077,"Osuna, Roberto",18.718,18.718
425492,"Madson, Ryan",18.719,18.719
493137,"Matsuzaka, Daisuke",18.721,18.721
518927,"Layne, Tommy",18.723,18.723
474521,"Tolleson, Shawn",18.735,18.735
451085,"Matusz, Brian",18.739,18.739
502304,"Carpenter, David",18.756,18.756
592233,"Crichton, Stefan",18.761,18.761
664074,"Ponce, Cody",18.782,18.782
594987,"Sadler, Casey",18.801,18.801
543359,"Jennings, Dan",18.819,18.819
150359,"Burnett, A.J.",18.82,18.82
489295,"Schlitter, Brian",18.83,18.83
607391,"Mazza, Chris",18.839,18.839
477569,"Salas, Fernando",18.852,18.852
596071,"Peters, Dillon",18.852,18.852
605309,"Kela, Keone",18.853,18.853
544993,"Geltz, Steve",18.865,18.865
477229,"Walden, Jordan",18.87,18.87
642585,"Bautista, Félix",18.881,18.881
458919,"Mattheus, Ryan",18.9,18.9
285064,"Vogelsong, Ryan",18.908,18.908
457711,"O'Sullivan, Sean",18.913,18.913
543935,"Wilson, Alex",18.919,18.919
543118,"Drake, Oliver",18.919,18.919
456034,"Price, David",18.924,18.924
656186,"Altavilla, Dan",18.939,18.939
460008,"Varvaro, Anthony",18.939,18.939
459987,"Ramos, Cesár",18.963,18.963
407853,"Bedard, Erik",18.979,18.979
669395,"Coleman, Dylan",18.98,18.98
430661,"McGowan, Dustin",19.001,19.001
460024,"Hochevar, Luke",19.005,19.005
489265,"Romo, Sergio",19.019,19.019
669424,"Lambert, Jimmy",19.042,19.042
488748,"Buchter, Ryan",19.053,19.053
518603,"De Fratus, Justin",19.068,19.068
461791,"Marmol, Carlos",19.07,19.07
584171,"Velázquez, Hector",19.085,19.085
642231,"Yacabonis, Jimmy",19.086,19.086
446099,"Axford, John",19.086,19.086
446488,"Rice, Scott",19.09,19.09
621129,"Cody, Kyle",19.093,19.093
608328,"De Jong, Chase",19.109,19.109
650828,"Santana, Edgar",19.119,19.119
673633,"Hirano, Yoshihisa",19.119,19.119
407822,"De La Rosa, Jorge",19.137,19.137
474029,"Putnam, Zach",19.145,19.145
628708,"Marte, Yunior",19.145,19.145
488786,"Coleman, Louis",19.152,19.152
475054,"Roe, Chaz",19.162,19.162
641394,"Brentz, Jake",19.167,19.167
453343,"Melancon, Mark",19.168,19.168
592869,"Wilson, Tyler",19.173,19.173
456713,"Bush, Matt",19.177,19.177
642152,"Trivino, Lou",19.184,19.184
444436,"Webb, Ryan",19.189,19.189
605488,"Springs, Jeffrey",19.199,19.199
594795,"Dayton, Grant",19.2,19.2
433589,"Petit, Yusmeiro",19.208,19.208
607352,"Biagini, Joe",19.219,19.219
673513,"Matsui, Yuki",19.261,19.261
642130,"Taylor, Blake",19.263,19.263
595928,"Curtiss, John",19.278,19.278
490063,"Garza, Matt",19.284,19.284
491703,"Feliz, Neftalí",19.286,19.286
527055,"Vizcaíno, Arodys",19.286,19.286
400089,"Soriano, Rafael",19.329,19.329
669952,"White, Mitch",19.332,19.332
458006,"Albers, Matt",19.34,19.34
592169,"Brice, Austin",19.352,19.352
650895,"Castillo, Diego",19.353,19.353
543242,"Graham, J.R.",19.373,19.373
543380,"Jungmann, Taylor",19.376,19.376
592865,"Williams, Taylor",19.386,19.386
519322,"Storen, Drew",19.386,19.386
430613,"Belisario, Ronald",19.406,19.406
670036,"Festa, Matt",19.408,19.408
657248,"Otto, Glenn",19.452,19.452
434718,"Street, Huston",19.488,19.488
448609,"Sipp, Tony",19.496,19.496
623470,"Newberry, Jake",19.557,19.557
500872,"Infante, Gregory",19.586,19.586
457732,"Bailey, Andrew",19.596,19.596
471822,"Díaz, Jumbo",19.597,19.597
275933,"Downs, Scott",19.639,19.639
543017,"Cervenka, Hunter",19.646,19.646
501593,"Avilán, Luis",19.647,19.647
502026,"Jeffress, Jeremy",19.676,19.676
571704,"Giles, Ken",19.681,19.681
592612,"Osich, Josh",19.686,19.686
605169,"Capps, Carter",19.694,19.694
573046,"Morin, Mike",19.714,19.714
660600,"Paredes, Enoli",19.715,19.715
502154,"Britton, Zack",19.72,19.72
682171,"Murfee, Penn",19.745,19.745
572703,"Bard, Luke",19.753,19.753
592741,"Shreve, Chasen",19.753,19.753
460283,"Blevins, Jerry",19.753,19.753
519240,"Rzepczynski, Marc",19.758,19.758
476595,"Luetge, Lucas",19.796,19.796
457768,"Morris, Bryan",19.812,19.812
598287,"Ramirez, Noé",19.82,19.82
434442,"Howell, J.P.",19.824,19.824
641401,"Brogdon, Connor",19.827,19.827
607473,"Bradford, Chasen",19.853,19.853
430589,"Qualls, Chad",19.859,19.859
434641,"Gutierrez, Juan",19.876,19.876
664123,"Effross, Scott",19.903,19.903
460156,"Gomes, Brandon",19.915,19.915
607216,"Krehbiel, Joey",19.93,19.93
650382,"Hernández, Darwinzon",19.934,19.934
473879,"Dyson, Sam",19.948,19.948
676969,"de Geus, Brett",19.963,19.963
457429,"Logan, Boone",19.995,19.995
502028,"Wood, Blake",20.02,20.02
518566,"Cole, Taylor",20.02,20.02
451216,"Wilson, Brian",20.029,20.029
617228,"Sawamura, Hirokazu",20.105,20.105
489189,"Outman, Josh",20.105,20.105
642528,"Loáisiga, Jonathan",20.134,20.134
346793,"Affeldt, Jeremy",20.144,20.144
457117,"Frieri, Ernesto",20.192,20.192
500721,"Medina, Yoervis",20.193,20.193
543409,"Kohn, Michael",20.205,20.205
501697,"Mariñez, Jhan",20.254,20.254
605359,"Marshall, Evan",20.258,20.258
570488,"Valdez, Phillips",20.273,20.273
600526,"Torres, José",20.287,20.287
592390,"Hembree, Heath",20.287,20.287
622259,"Wingenter, Trey",20.287,20.287
425514,"Bell, Heath",20.307,20.307
451773,"De La Rosa, Dane",20.32,20.32
607560,"Harper, Ryne",20.349,20.349
455374,"Bastardo, Antonio",20.381,20.381
572193,"Tepera, Ryan",20.387,20.387
676051,"Heuer, Codi",20.479,20.479
516769,"Mejia, Jenrry",20.485,20.485
458676,"Lindblom, Josh",20.514,20.514
542674,"Germen, Gonzalez",20.516,20.516
661255,"López, Yoan",20.521,20.521
451775,"Rodriguez Jr., Fernando",20.54,20.54
124604,"Wright, Jamey",20.544,20.544
458584,"Cedeño, Xavier",20.576,20.576
466948,"Machi, Jean",20.579,20.579
667427,"Jackson, Zach",20.603,20.603
501817,"Barnette, Tony",20.62,20.62
543881,"Villarreal, Pedro",20.664,20.664
451661,"Fields, Josh",20.671,20.671
518813,"Holland, Greg",20.682,20.682
624586,"Hoyt, James",20.687,20.687
607572,"Howard, Sam",20.693,20.693
667297,"Nance, Tommy",20.707,20.707
346797,"Balfour, Grant",20.729,20.729
503285,"O'Day, Darren",20.744,20.744
502212,"Bibens-Dirkx, Austin",20.754,20.754
449097,"Papelbon, Jonathan",20.8,20.8
445197,"Dunn, Mike",20.811,20.811
592135,"Bedrosian, Cam",20.821,20.821
461325,"Clippard, Tyler",20.821,20.821
276351,"Grilli, Jason",20.821,20.821
430641,"Boyer, Blaine",20.841,20.841
408061,"Rodríguez, Francisco",20.868,20.868
594027,"Guerrero, Tayron",20.888,20.888
425426,"Wang, Chien-Ming",20.895,20.895
450275,"Lowe, Mark",20.966,20.966
656420,"Feyereisen, J.P.",21.014,21.014
641438,"Carle, Shane",21.021,21.021
675916,"Karinchak, James",21.032,21.032
474284,"Rasmus, Cory",21.084,21.084
518703,"Furbush, Charlie",21.115,21.115
677651,"Garcia, Luis",21.173,21.173
657031,"Taylor, Josh",21.199,21.199
643354,"Hart, Donnie",21.255,21.255
676604,"Zuber, Tyler",21.303,21.303
455009,"Broxton, Jonathan",21.377,21.377
448159,"Parra, Manny",21.387,21.387
664192,"Lucchesi, Joey",21.388,21.388
572089,"Rodríguez, Paco",21.401,21.401
500610,"Guerra, Deolis",21.464,21.464
642758,"Acevedo, Domingo",21.468,21.468
430630,"Frasor, Jason",21.517,21.517
572021,"Pazos, James",21.555,21.555
544727,"Familia, Jeurys",21.555,21.555
596720,"Neverauskas, Dovydas",21.582,21.582
623433,"Anderson, Nick",21.588,21.588
517008,"Colomé, Alex",21.749,21.749
623395,"Ellington, Brian",21.789,21.789
520980,"Báez, Pedro",21.913,21.913
519393,"Walden, Marcus",21.922,21.922
448178,"Jepsen, Kevin",21.93,21.93
453284,"Parker, Blake",21.99,21.99
545332,"Barrett, Jake",22.0,22.0
449104,"Henderson, Jim",22.047,22.047
685493,"Yamaguchi, Shun",22.073,22.073
647315,"Pop, Zach",22.074,22.074
641582,"Foster, Matt",22.257,22.257
433586,"Casilla, Santiago",22.289,22.289
276542,"Benoit, Joaquín",22.289,22.289
459967,"LeCure, Sam",22.298,22.298
624647,"González, Victor",22.356,22.356
571476,"Beck, Chris",22.389,22.389
650530,"Garcia, Bryan",22.434,22.434
543867,"Turley, Nik",22.441,22.441
502522,"Miller, Justin",22.556,22.556
542609,"Burgos, Enrique",22.732,22.732
547749,"Tazawa, Junichi",22.823,22.823
455119,"Martin, Chris",22.917,22.917
656322,"Coonrod, Sam",22.967,22.967
