game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gametype,umplf,umprf,htbf
BAL201305080,KCA,BAL,BAL12,2013/05/08,0,7:06PM,night,true,millb901,buckc901,ticht901,scotd901,park,pitches,hennj701,60,tocf,2,unknown,unknown,unknown,137,12344,tillc001,mendl001,johnj010,,,,
BAL201305090,KCA,BAL,BAL12,2013/05/09,0,7:36PM,night,true,buckc901,ticht901,scotd901,millb901,park,pitches,eiger701,72,torf,8,unknown,unknown,cloudy,145,23282,guthj001,garcf002,,,,,
BAL201305140,SDN,BAL,BAL12,2013/05/14,0,7:07PM,night,true,welkt901,everm901,fostm901,barrs901,park,pitches,hennj701,61,rtol,3,unknown,unknown,unknown,168,19096,gregl001,johnj010,streh001,,,,
BAL201305150,SDN,BAL,BAL12,2013/05/15,0,12:38PM,day,true,everm901,fostm901,barrs901,welkt901,park,pitches,hennj701,66,tolf,8,unknown,unknown,overcast,191,32418,marqj001,garcf002,,,,,
BAL201305170,TBA,BAL,BAL12,2013/05/17,0,7:07PM,night,true,carlm901,davig901,knigb901,iassd901,park,pitches,jacom701,77,tolf,5,unknown,unknown,sunny,199,38061,hellj001,hammj002,peraj002,,,,
BAL201305180,TBA,BAL,BAL12,2013/05/18,0,4:06PM,day,true,davig901,knigb901,iassd901,carlm901,park,pitches,hennj701,60,unknown,0,unknown,unknown,unknown,216,34685,torra002,johnj010,,,,,
BAL201305190,TBA,BAL,BAL12,2013/05/19,0,1:37PM,day,true,knigb901,iassd901,carlm901,davig901,park,pitches,hennj701,66,fromrf,3,unknown,unknown,overcast,192,37704,moorm003,tillc001,rodnf001,,,,
BAL201305200,NYA,BAL,BAL12,2013/05/20,0,7:11PM,night,true,kellj901,coope901,schrp901,fairc901,park,pitches,hennj701,80,ltor,2,unknown,unknown,cloudy,208,24133,robed002,strop001,rivem002,,,,
BAL201305210,NYA,BAL,BAL12,2013/05/21,0,7:06PM,night,true,coope901,schrp901,fairc901,kellj901,park,pitches,hennj701,84,ltor,6,unknown,unknown,cloudy,174,29040,johnj010,nunov001,,,,,
BAL201305220,NYA,BAL,BAL12,2013/05/22,0,7:08PM,night,true,schrp901,fairc901,kellj901,coope901,park,pitches,hennj701,83,tolf,8,unknown,unknown,cloudy,183,26725,hammj002,kuroh001,,,,,
BAL201305290,WAS,BAL,BAL12,2013/05/29,0,7:05PM,night,true,kulpr901,estam901,cuzzp901,hallt901,park,pitches,jacom701,86,unknown,0,unknown,unknown,cloudy,167,39129,johns001,zimmj003,johnj010,,,,
BAL201305300,WAS,BAL,BAL12,2013/05/30,0,7:08PM,night,true,estam901,cuzzp901,hallt901,kulpr901,park,pitches,jacom701,87,rtol,8,unknown,unknown,cloudy,141,30665,garcf002,hared001,johnj010,,,,
BAL201305310,DET,BAL,BAL12,2013/05/31,0,7:06PM,night,true,gibsg901,wendh902,porta901,laynj901,park,pitches,hennj701,90,tocf,11,unknown,unknown,sunny,182,46249,odayd001,valvj001,,,,,
BAL201306010,DET,BAL,BAL12,2013/06/01,0,4:08PM,day,true,wendh902,porta901,laynj901,gibsg901,park,pitches,jacom701,90,rtol,5,unknown,unknown,unknown,186,38945,verlj001,hammj002,,,,,
BAL201306020,DET,BAL,BAL12,2013/06/02,0,1:37PM,day,true,porta901,laynj901,gibsg901,wendh902,park,pitches,hennj701,83,tocf,3,unknown,unknown,overcast,186,39182,matub001,porcr001,johnj010,,,,
BAL201306100,ANA,BAL,BAL12,2013/06/10,0,7:10PM,night,true,westj901,holbs901,fleta901,drakr901,park,pitches,jacom701,75,tolf,10,wet,rain,unknown,143,15514,garcf002,weavj003,johnj010,,,,
BAL201306110,ANA,BAL,BAL12,2013/06/11,0,7:05PM,night,true,holbs901,fleta901,drakr901,westj901,park,pitches,jacom701,81,tocf,5,unknown,unknown,cloudy,162,22834,gonzm003,vargj001,johnj010,,,,
BAL201306120,ANA,BAL,BAL12,2013/06/12,0,12:37PM,day,true,fleta901,drakr901,westj901,holbs901,park,pitches,hennj701,79,ltor,18,unknown,unknown,unknown,193,25964,willj003,strop001,,,,,
BAL201306130,BOS,BAL,BAL12,2013/06/13,0,7:07PM,night,true,joycj901,blasc901,nelsj901,estam901,park,pitches,hennj701,75,tocf,3,unknown,unknown,unknown,275,20098,mcfat001,wilsa001,,,,,
BAL201306140,BOS,BAL,BAL12,2013/06/14,0,7:07PM,night,true,blasc901,nelsj901,rackd901,joycj901,park,pitches,hennj701,79,fromlf,8,unknown,unknown,cloudy,163,39158,tillc001,dempr002,johnj010,,,,
BAL201306150,BOS,BAL,BAL12,2013/06/15,0,4:06PM,day,true,nelsj901,rackd901,joycj901,blasc901,park,pitches,hennj701,81,tocf,5,unknown,unknown,cloudy,168,42422,lackj001,garcf002,baila001,,,,
BAL201306160,BOS,BAL,BAL12,2013/06/16,0,1:37PM,day,true,rackd901,joycj901,blasc901,nelsj901,park,pitches,hennj701,81,tocf,9,unknown,unknown,overcast,186,41311,gonzm003,lestj001,johnj010,,,,
BAL201306240,CLE,BAL,BAL12,2013/06/24,0,7:07PM,night,true,barrs901,dimum901,barrt901,littw901,park,pitches,eiger701,85,fromrf,7,unknown,unknown,overcast,194,18544,jimeu001,britz001,pestv001,,,,
BAL201306250,CLE,BAL,BAL12,2013/06/25,0,7:06PM,night,true,dimum901,barrt901,littw901,barrs901,park,pitches,hennj701,91,fromrf,6,unknown,unknown,cloudy,144,20924,tillc001,mastj001,johnj010,,,,
BAL201306260,CLE,BAL,BAL12,2013/06/26,0,8:11PM,night,true,barrt901,littw901,barrs901,dimum901,park,pitches,eiger701,76,torf,3,unknown,unknown,unknown,160,18082,smitj002,johnj010,pestv001,,,,
BAL201306270,CLE,BAL,BAL12,2013/06/27,0,7:06PM,night,true,littw901,barrs901,dimum901,barrt901,park,pitches,hennj701,79,tocf,4,unknown,unknown,unknown,174,33036,gonzm003,klubc001,,,,,
BAL201306280,NYA,BAL,BAL12,2013/06/28,0,7:07PM,night,true,coope901,kellj901,schrp901,hamaa901,park,pitches,hennj701,76,tocf,6,unknown,unknown,cloudy,167,40041,gausk001,sabac001,huntt002,,,,
BAL201306290,NYA,BAL,BAL12,2013/06/29,0,7:17PM,night,true,kellj901,schrp901,hamaa901,coope901,park,pitches,hennj701,84,tocf,13,unknown,unknown,cloudy,171,46607,britz001,pheld001,,,,,
BAL201306300,NYA,BAL,BAL12,2013/06/30,0,8:10PM,night,true,schrp901,hamaa901,coope901,kellj901,park,pitches,hennj701,79,tolf,7,unknown,unknown,unknown,191,40878,tillc001,kuroh001,johnj010,,,,
BAL201307080,TEX,BAL,BAL12,2013/07/08,0,7:07PM,night,true,onorb901,culbf901,welkb901,johna901,park,pitches,jacom701,84,fromrf,4,unknown,unknown,cloudy,185,24619,holld003,felds001,nathj001,,,,
BAL201307090,TEX,BAL,BAL12,2013/07/09,0,7:06PM,night,true,culbf901,welkb901,johna901,onorb901,park,pitches,hennj701,84,ltor,7,unknown,unknown,unknown,174,29160,perem004,britz001,,,,,
BAL201307100,TEX,BAL,BAL12,2013/07/10,0,7:07PM,night,true,welkb901,johna901,onorb901,culbf901,park,pitches,hennj701,89,torf,5,unknown,unknown,cloudy,179,19344,chenw001,lindj004,,,,,
BAL201307110,TEX,BAL,BAL12,2013/07/11,0,7:05PM,night,true,johna901,onorb901,culbf901,welkb901,park,pitches,jacom701,85,fromcf,5,unknown,unknown,cloudy,155,21857,gonzm003,wolfr002,johnj010,,,,
BAL201307120,TOR,BAL,BAL12,2013/07/12,0,7:14PM,night,true,demud901,herna901,nauep901,eddid901,park,pitches,jacom701,72,fromcf,5,unknown,unknown,overcast,157,42660,tillc001,buehm001,johnj010,,,,
BAL201307130,TOR,BAL,BAL12,2013/07/13,0,4:08PM,day,true,herna901,nauep901,eddid901,demud901,park,pitches,hennj701,79,unknown,0,unknown,unknown,unknown,172,46150,loupa001,hammj002,jansc001,,,,
BAL201307140,TOR,BAL,BAL12,2013/07/14,0,1:39PM,day,true,nauep901,eddid901,demud901,herna901,park,pitches,eiger701,87,tolf,11,unknown,unknown,unknown,152,34748,felds001,johnj009,johnj010,,,,
BAL201307260,BOS,BAL,BAL12,2013/07/26,0,7:07PM,night,true,diazl901,timmt901,estam901,wintm901,park,pitches,vincd701,85,torf,9,unknown,unknown,cloudy,155,39063,tillc001,lackj001,,,,,
BAL201307270,BOS,BAL,BAL12,2013/07/27,0,7:32PM,night,true,timmt901,estam901,wintm901,diazl901,park,pitches,vincd701,71,torf,1,unknown,unknown,overcast,201,44765,dempr002,felds001,,,,,
BAL201307280,BOS,BAL,BAL12,2013/07/28,0,1:39PM,day,true,estam901,wintm901,diazl901,timmt901,park,pitches,vincd701,79,torf,5,unknown,unknown,overcast,178,32891,lestj001,hammj002,,,,,
BAL201307300,HOU,BAL,BAL12,2013/07/30,0,7:07PM,night,true,danlk901,barkl901,iassd901,carav901,park,pitches,jacom701,81,tocf,2,unknown,unknown,cloudy,160,24904,chenw001,harrl002,johnj010,,,,
BAL201307310,HOU,BAL,BAL12,2013/07/31,0,7:07PM,night,true,barkl901,iassd901,carav901,danlk901,park,pitches,hennj701,80,ltor,2,unknown,unknown,unknown,183,25265,oberb001,gonzm003,,,,,
BAL201308010,HOU,BAL,BAL12,2013/08/01,0,7:07PM,night,true,iassd901,carav901,danlk901,barkl901,park,pitches,hennj701,78,fromlf,4,unknown,unknown,unknown,172,17909,norrb001,lylej001,johnj010,,,,
BAL201308020,SEA,BAL,BAL12,2013/08/02,0,7:12PM,night,true,randt901,vanol901,gormb901,gonzm901,park,pitches,hennj701,83,tocf,4,unknown,unknown,cloudy,165,25947,tillc001,haraa001,johnj010,,,,
BAL201308030,SEA,BAL,BAL12,2013/08/03,0,7:08PM,night,true,vanol901,gormb901,gonzm901,randt901,park,pitches,eiger701,72,torf,8,unknown,unknown,overcast,203,35231,ramie004,felds001,farqd001,,,,
BAL201308040,SEA,BAL,BAL12,2013/08/04,0,1:38PM,day,true,gormb901,gonzm901,randt901,vanol901,park,pitches,hennj701,77,fromcf,16,unknown,unknown,sunny,170,30759,saunj001,chenw001,farqd001,,,,
BAL201308160,COL,BAL,BAL12,2013/08/16,0,7:06PM,night,true,emmep901,conrc901,littw901,darlg901,park,pitches,hennj701,77,fromcf,4,unknown,unknown,cloudy,173,31438,nicaj001,chenw001,,,,,
BAL201308170,COL,BAL,BAL12,2013/08/17,0,7:07PM,night,true,conrc901,littw901,darlg901,emmep901,park,pitches,hennj701,79,rtol,3,unknown,unknown,sunny,204,31089,norrb001,bettc001,,,,,
BAL201308180,COL,BAL,BAL12,2013/08/18,0,1:38PM,day,true,littw901,darlg901,emmep901,conrc901,park,pitches,hennj701,72,fromcf,8,unknown,unknown,overcast,199,22238,felds001,chacj001,,,,,
BAL201308190,TBA,BAL,BAL12,2013/08/19,0,7:06PM,night,true,fleta901,drakr901,westj901,holbs901,park,pitches,hennj701,77,torf,1,unknown,unknown,overcast,236,25044,pricd001,tillc001,rodnf001,,,,
BAL201308200,TBA,BAL,BAL12,2013/08/20,0,7:06PM,night,true,drakr901,westj901,holbs901,fleta901,park,pitches,hennj701,84,ltor,6,unknown,unknown,cloudy,213,26158,cobba001,gonzm003,rodnf001,,,,
BAL201308210,TBA,BAL,BAL12,2013/08/21,0,7:07PM,night,true,westj901,holbs901,fleta901,drakr901,park,pitches,jacom701,85,fromlf,7,unknown,unknown,cloudy,188,28323,chenw001,hellj001,huntt002,,,,
BAL201308230,OAK,BAL,BAL12,2013/08/23,0,7:08PM,night,true,onorb901,culbf901,bakej902,welkb901,park,pitches,jacom701,72,torf,2,unknown,unknown,cloudy,212,36761,rodrf003,cookr001,johnj010,,,,
BAL201308240,OAK,BAL,BAL12,2013/08/24,0,4:07PM,day,true,culbf901,bakej902,welkb901,onorb901,park,pitches,hennj701,80,fromcf,7,unknown,unknown,cloudy,169,33834,parkj001,odayd001,balfg001,,,,
BAL201308250,OAK,BAL,BAL12,2013/08/25,0,1:38PM,day,true,bakej902,welkb901,onorb901,culbf901,park,pitches,eiger701,77,tolf,5,unknown,unknown,cloudy,179,33820,felds001,grays001,,,,,
BAL201309050,CHA,BAL,BAL12,2013/09/05,0,7:07PM,night,true,davib902,hirsj901,hoyej901,reynj901,park,pitches,jacom701,76,tolf,4,unknown,unknown,unknown,154,17383,gonzm003,quinj001,johnj010,,,,
BAL201309060,CHA,BAL,BAL12,2013/09/06,0,7:07PM,night,true,hirsj901,hoyej901,reynj901,davib902,park,pitches,jacom701,75,fromrf,2,unknown,unknown,sunny,146,26253,felds001,dankj001,,,,,
BAL201309070,CHA,BAL,BAL12,2013/09/07,0,1:08PM,day,true,hoyej901,reynj901,davib902,hirsj901,park,pitches,hennj701,77,rtol,5,unknown,unknown,sunny,219,23653,huntt002,reeda001,,,,,
BAL201309080,CHA,BAL,BAL12,2013/09/08,0,1:37PM,day,true,reynj901,davib902,hirsj901,hoyej901,park,pitches,hennj701,84,ltor,8,unknown,unknown,cloudy,185,32042,riena001,norrb001,reeda001,,,,
BAL201309090,NYA,BAL,BAL12,2013/09/09,0,7:06PM,night,true,hicke901,joycj901,nelsj901,wolfj901,park,pitches,hennj701,75,fromrf,6,unknown,unknown,sunny,156,17456,tillc001,sabac001,johnj010,,,,
BAL201309100,NYA,BAL,BAL12,2013/09/10,0,7:07PM,night,true,joycj901,nelsj901,wolfj901,hicke901,park,pitches,hennj701,87,ltor,4,unknown,unknown,cloudy,192,25697,warra001,gausk001,rivem002,,,,
BAL201309110,NYA,BAL,BAL12,2013/09/11,0,7:08PM,night,true,nelsj901,wolfj901,hicke901,joycj901,park,pitches,jacom701,89,tocf,5,unknown,unknown,sunny,198,20141,robed002,huntt002,rivem002,,,,
BAL201309120,NYA,BAL,BAL12,2013/09/12,0,8:23PM,night,true,wolfj901,hicke901,joycj901,nelsj901,park,pitches,jacom701,72,ltor,1,unknown,unknown,unknown,184,24659,rivem002,johnj010,,,,,
BAL201309240,TOR,BAL,BAL12,2013/09/24,0,7:06PM,night,true,kulpr901,guccc901,davig901,hallt901,park,pitches,jacom701,72,tocf,2,unknown,unknown,sunny,197,16772,sants001,rodrf003,jansc001,,,,
BAL201309250,TOR,BAL,BAL12,2013/09/25,0,7:06PM,night,true,guccc901,davig901,hallt901,kulpr901,park,pitches,hennj701,71,tolf,6,unknown,unknown,cloudy,199,23698,mcfat001,rogee002,hammj002,,,,
BAL201309260,TOR,BAL,BAL12,2013/09/26,0,7:06PM,night,true,davig901,hallt901,kulpr901,guccc901,park,pitches,hennj701,73,rtol,6,unknown,unknown,sunny,141,27498,gonzm003,buehm001,johnj010,,,,
BAL201309270,BOS,BAL,BAL12,2013/09/27,0,7:07PM,night,true,johna901,welkb901,onorb901,culbf901,park,pitches,hennj701,70,ltor,3,unknown,unknown,cloudy,196,30774,buchc001,felds001,,,,,
BAL201309280,BOS,BAL,BAL12,2013/09/28,0,7:06PM,night,true,welkb901,onorb901,culbf901,johna901,park,pitches,hennj701,70,rtol,4,unknown,unknown,cloudy,201,36556,gausk001,tazaj001,johnj010,,,,
BAL201309290,BOS,BAL,BAL12,2013/09/29,0,1:38PM,day,true,onorb901,culbf901,johna901,welkb901,park,pitches,eiger701,71,rtol,2,unknown,unknown,cloudy,203,44230,mcfat001,delar003,johnj010,,,,
SLN201304080,CIN,SLN,STL10,2013/04/08,0,3:18PM,day,false,barkl901,carav901,nelsj901,danlk901,park,pitches,muelg701,78,rtol,10,unknown,unknown,unknown,195,47345,lecus001,boggm001,,,,,
SLN201304090,CIN,SLN,STL10,2013/04/09,0,7:15PM,night,false,carav901,nelsj901,danlk901,barkl901,park,pitches,smitm701,77,rtol,6,unknown,unknown,cloudy,163,37731,lynnl001,arrob001,,,,,
SLN201304100,CIN,SLN,STL10,2013/04/10,0,12:45PM,day,false,nelsj901,danlk901,barkl901,carav901,park,pitches,muelg701,76,tolf,15,unknown,unknown,unknown,155,34882,westj001,bailh001,,,,,
SLN201304120,MIL,SLN,STL10,2013/04/12,0,7:21PM,night,false,millb901,buckc901,ticht901,scotd901,park,pitches,muelg701,45,unknown,13,unknown,unknown,unknown,135,42528,mills001,lohsk001,boggm001,,,,
SLN201304130,MIL,SLN,STL10,2013/04/13,0,3:16PM,day,false,buckc901,ticht901,scotd901,millb901,park,pitches,smitm701,59,ltor,10,unknown,unknown,cloudy,159,44696,waina001,gally001,,,,,
SLN201304140,MIL,SLN,STL10,2013/04/14,0,1:16PM,day,false,ticht901,scotd901,millb901,buckc901,park,pitches,durbj701,76,rtol,20,unknown,unknown,sunny,199,42645,kintb001,salaf001,badeb001,,,,
SLN201304260,PIT,SLN,STL10,2013/04/26,0,7:15PM,night,false,timmt901,wintm901,wegnm901,diazl901,park,pitches,muelg701,56,tocf,8,unknown,unknown,unknown,196,44090,lynnl001,sancj002,,,,,
SLN201304270,PIT,SLN,STL10,2013/04/27,0,3:15PM,day,false,wintm901,wegnm901,diazl901,timmt901,park,pitches,muelg701,53,fromrf,5,unknown,unknown,overcast,222,40909,burna001,kellj001,grilj001,,,,
SLN201304280,PIT,SLN,STL10,2013/04/28,0,1:16PM,day,false,wegnm901,diazl901,timmt901,wintm901,park,pitches,durbj701,57,ltor,8,unknown,unknown,unknown,182,41470,lockj001,mills001,,,,,
SLN201304290,CIN,SLN,STL10,2013/04/29,0,7:16PM,night,false,nauep901,herna901,eddid901,tumpj901,park,pitches,muelg701,75,tolf,19,unknown,unknown,sunny,173,36681,latom001,waina001,chapa001,,,,
SLN201304300,CIN,SLN,STL10,2013/04/30,0,7:16PM,night,false,herna901,eddid901,tumpj901,nauep901,park,pitches,smitm701,79,rtol,15,unknown,unknown,sunny,135,37535,garcj004,arrob001,mujie001,,,,
SLN201305010,CIN,SLN,STL10,2013/05/01,0,12:47PM,day,false,eddid901,tumpj901,nauep901,herna901,park,pitches,muelg701,81,rtol,2,unknown,unknown,sunny,157,39821,lynnl001,bailh001,mujie001,,,,
SLN201305100,COL,SLN,STL10,2013/05/10,0,7:16PM,night,false,everm901,fostm901,barrs901,welkt901,park,pitches,muelg701,61,rtol,14,unknown,unknown,unknown,156,37800,mills001,garlj001,,,,,
SLN201305110,COL,SLN,STL10,2013/05/11,0,1:17PM,day,false,fostm901,barrs901,welkt901,everm901,park,pitches,smitm701,70,torf,10,unknown,unknown,cloudy,160,43050,waina001,chacj001,,,,,
SLN201305120,COL,SLN,STL10,2013/05/12,0,1:15PM,day,false,barrs901,welkt901,everm901,fostm901,park,pitches,durbj701,60,ltor,15,unknown,unknown,sunny,185,40881,delaj001,garcj004,,,,,
SLN201305130,NYN,SLN,STL10,2013/05/13,0,6:10PM,night,false,timmt901,wintm901,wegnm901,diazl901,park,pitches,muelg701,74,rtol,5,unknown,unknown,sunny,174,38412,lynnl001,rices001,mujie001,,,,
SLN201305140,NYN,SLN,STL10,2013/05/14,0,7:15PM,night,false,wintm901,wegnm901,diazl901,timmt901,park,pitches,smitm701,93,torf,12,unknown,unknown,sunny,159,37460,gastj001,gee-d001,,,,,
SLN201305150,NYN,SLN,STL10,2013/05/15,0,7:16PM,night,false,wegnm901,diazl901,timmt901,wintm901,park,pitches,smitm701,87,tocf,11,unknown,unknown,cloudy,187,38143,manes001,marcs001,mujie001,,,,
SLN201305160,NYN,SLN,STL10,2013/05/16,0,12:46PM,day,false,diazl901,timmt901,wintm901,wegnm901,park,pitches,muelg701,74,tolf,8,unknown,unknown,unknown,173,44068,niesj001,waina001,parnb001,,,,
SLN201305170,MIL,SLN,STL10,2013/05/17,0,7:15PM,night,false,conrc901,dimum901,barrt901,marqa901,park,pitches,muelg701,76,fromrf,12,unknown,unknown,unknown,169,39426,garcj004,peraw001,mujie001,,,,
SLN201305180,MIL,SLN,STL10,2013/05/18,0,6:16PM,night,false,dimum901,barrt901,marqa901,conrc901,park,pitches,muelg701,84,rtol,7,unknown,unknown,cloudy,228,42410,axfoj001,kellj001,hendj001,,,,
SLN201305190,MIL,SLN,STL10,2013/05/19,0,1:15PM,day,false,barrt901,marqa901,conrc901,dimum901,park,pitches,durbj701,88,tocf,4,unknown,unknown,cloudy,154,39878,gastj001,lohsk001,mujie001,,,,
SLN201305290,KCA,SLN,STL10,2013/05/29,0,7:16PM,night,false,rackd901,fleta901,drakr901,westj901,park,pitches,smitm701,84,rtol,14,unknown,unknown,cloudy,170,43477,choar001,crowa001,mujie001,,,,
SLN201305300,KCA,SLN,STL10,2013/05/30,0,8:15PM,night,false,fleta901,drakr901,westj901,rackd901,park,pitches,smitm701,70,rtol,15,unknown,unknown,unknown,147,43916,colel001,boggm001,hollg001,,,,
SLN201306011,SFN,SLN,STL10,2013/06/01,1,12:16PM,day,false,everm901,tumpj901,welkt901,fagac901,park,pitches,smitm701,66,rtol,10,unknown,unknown,unknown,162,42359,mills001,cainm001,,,,,
SLN201306012,SFN,SLN,STL10,2013/06/01,2,6:16PM,night,false,barrs901,welkt901,fagac901,tumpj901,park,pitches,muelg701,75,rtol,9,unknown,unknown,unknown,153,42175,waina001,bumgm001,,,,,
SLN201306020,SFN,SLN,STL10,2013/06/02,0,1:16PM,day,false,welkt901,fagac901,everm901,barrs901,park,pitches,muelg701,67,torf,8,unknown,unknown,unknown,160,43817,gaudc001,lyont001,romos001,,,,
SLN201306030,ARI,SLN,STL10,2013/06/03,0,7:16PM,night,false,bakej902,demud901,nauep901,herna901,park,pitches,muelg701,73,rtol,7,unknown,unknown,sunny,159,38042,lynnl001,cahit001,,,,,
SLN201306040,ARI,SLN,STL10,2013/06/04,0,7:15PM,night,false,demud901,nauep901,herna901,bakej902,park,pitches,smitm701,73,fromrf,5,unknown,unknown,unknown,293,39222,collj001,martv002,bellh001,,,,
SLN201306050,ARI,SLN,STL10,2013/06/05,0,8:01PM,night,false,nauep901,herna901,bakej902,demud901,park,pitches,smitm701,70,unknown,14,unknown,unknown,unknown,184,40792,milew001,kellj001,,,,,
SLN201306060,ARI,SLN,STL10,2013/06/06,0,6:16PM,night,false,herna901,demud901,nauep901,wolcq901,park,pitches,muelg701,78,torf,12,unknown,unknown,cloudy,200,43798,mills001,kenni001,mujie001,,,,
SLN201306170,CHN,SLN,STL10,2013/06/17,0,8:04PM,night,false,reybd901,welkb901,johna901,culbf901,park,pitches,muelg701,69,rtol,9,wet,rain,unknown,163,44172,mills001,woodt004,mujie001,,,,
SLN201306180,CHN,SLN,STL10,2013/06/18,0,7:16PM,night,false,welkb901,johna901,culbf901,reybd901,park,pitches,smitm701,84,torf,10,unknown,unknown,cloudy,154,44139,samaj001,waina001,gregk001,,,,
SLN201306190,CHN,SLN,STL10,2013/06/19,0,7:15PM,night,false,johna901,culbf901,reybd901,welkb901,park,pitches,muelg701,83,rtol,4,unknown,unknown,cloudy,173,43878,westj001,jacke001,mujie001,,,,
SLN201306200,CHN,SLN,STL10,2013/06/20,0,7:16PM,night,false,culbf901,reybd901,welkb901,johna901,park,pitches,smitm701,88,unknown,9,unknown,unknown,cloudy,183,43651,lynnl001,felds001,,,,,
SLN201306210,TEX,SLN,STL10,2013/06/21,0,7:16PM,night,false,conrc901,darlg901,mealj901,emmep901,park,pitches,durbj701,88,rtol,7,unknown,unknown,cloudy,183,45228,cottn001,roset001,nathj001,,,,
SLN201306220,TEX,SLN,STL10,2013/06/22,0,7:21PM,night,false,darlg901,mealj901,emmep901,conrc901,park,pitches,muelg701,70,tolf,4,unknown,unknown,unknown,147,44651,perem004,mills001,nathj001,,,,
SLN201306230,TEX,SLN,STL10,2013/06/23,0,10:04PM,night,false,mealj901,emmep901,conrc901,darlg901,park,pitches,smitm701,69,torf,12,wet,drizzle,unknown,182,44063,rossr002,waina001,nathj001,,,,
SLN201307050,MIA,SLN,STL10,2013/07/05,0,7:15PM,night,false,culbf901,welkb901,johna901,onorb901,park,pitches,smitm701,82,rtol,6,unknown,unknown,sunny,137,46177,westj001,turnj002,mujie001,,,,
SLN201307060,MIA,SLN,STL10,2013/07/06,0,1:15PM,day,false,welkb901,johna901,onorb901,culbf901,park,pitches,muelg701,82,rtol,6,unknown,unknown,cloudy,164,45475,mujie001,ramoa001,,,,,
SLN201307070,MIA,SLN,STL10,2013/07/07,0,1:16PM,day,false,johna901,onorb901,culbf901,welkb901,park,pitches,muelg701,87,tolf,5,unknown,unknown,cloudy,159,43741,lynnl001,fernj003,mujie001,,,,
SLN201307090,HOU,SLN,STL10,2013/07/09,0,7:16PM,night,false,wegnm901,diazl901,timmt901,drakr901,park,pitches,smitm701,92,tolf,8,unknown,unknown,cloudy,200,43836,waina001,norrb001,mujie001,,,,
SLN201307100,HOU,SLN,STL10,2013/07/10,0,7:16PM,night,false,diazl901,timmt901,drakr901,wegnm901,park,pitches,smitm701,87,torf,9,unknown,unknown,cloudy,203,44313,manes001,wrigw001,mujie001,,,,
SLN201307190,SDN,SLN,STL10,2013/07/19,0,7:15PM,night,false,hudsm901,fagac901,fostm901,mcclt901,park,pitches,smitm701,93,tocf,9,unknown,unknown,cloudy,173,43929,westj001,marqj001,mujie001,,,,
SLN201307200,SDN,SLN,STL10,2013/07/20,0,6:16PM,night,false,fagac901,fostm901,mcclt901,hudsm901,park,pitches,muelg701,92,rtol,11,unknown,unknown,unknown,223,45288,volqe001,lynnl001,streh001,,,,
SLN201307210,SDN,SLN,STL10,2013/07/21,0,1:16PM,day,false,fostm901,mcclt901,hudsm901,fagac901,park,pitches,durbj701,79,rtol,6,unknown,unknown,unknown,173,44033,waina001,stule002,mujie001,,,,
SLN201307230,PHI,SLN,STL10,2013/07/23,0,7:15PM,night,false,hamaa901,holbs901,fleta901,westj901,park,pitches,smitm701,90,ltor,10,unknown,unknown,cloudy,171,44780,mills001,pettj001,mujie001,,,,
SLN201307240,PHI,SLN,STL10,2013/07/24,0,7:15PM,night,false,holbs901,fleta901,westj901,hamaa901,park,pitches,muelg701,78,fromcf,11,unknown,unknown,sunny,186,44317,westj001,lannj001,,,,,
SLN201307250,PHI,SLN,STL10,2013/07/25,0,6:16PM,night,false,fleta901,westj901,hamaa901,holbs901,park,pitches,muelg701,81,fromcf,8,unknown,unknown,cloudy,158,45567,lynnl001,kendk001,mujie001,,,,
SLN201308050,LAN,SLN,STL10,2013/08/05,0,6:11PM,night,false,estam901,joycj901,nelsj901,wolfj901,park,pitches,muelg701,73,rtol,8,unknown,unknown,unknown,186,42464,greiz001,waina001,rodrp001,,,,
SLN201308060,LAN,SLN,STL10,2013/08/06,0,7:16PM,night,false,joycj901,nelsj901,wolfj901,estam901,park,pitches,smitm701,86,rtol,7,unknown,unknown,sunny,194,41770,kellj001,kersc001,,,,,
SLN201308070,LAN,SLN,STL10,2013/08/07,0,7:16PM,night,false,nelsj901,wolfj901,estam901,joycj901,park,pitches,smitm701,88,rtol,6,unknown,unknown,cloudy,227,43523,nolar001,westj001,,,,,
SLN201308080,LAN,SLN,STL10,2013/08/08,0,7:15PM,night,false,wolfj901,estam901,joycj901,nelsj901,park,pitches,muelg701,79,ltor,7,unknown,unknown,overcast,182,42567,ryu-h001,martc006,,,,,
SLN201308090,CHN,SLN,STL10,2013/08/09,0,7:16PM,night,false,rackd901,vanol901,randt901,gormb901,park,pitches,smitm701,78,fromrf,2,unknown,unknown,unknown,194,42664,rusic001,lynnl001,gregk001,,,,
SLN201308100,CHN,SLN,STL10,2013/08/10,0,6:16PM,night,false,vanol901,randt901,gormb901,rackd901,park,pitches,muelg701,87,ltor,11,unknown,unknown,sunny,188,43908,parkb001,roset001,gregk001,,,,
