game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi,gametype,oscorer
PHA195306180,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/06/18,PHI11,0,0:00PM,night,false,honoj901,mcgob901,papaj901,mckib901,,"""John W.McCarthy""","""John W.McCarthy""",1999/09/03 7:43PM,park,none,0,unknown,-1,unknown,unknown,unknown,200,3770,lemob101,martm101,houta101,,,
PHA195306190,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/06/19,PHI11,0,0:00PM,night,false,mcgob901,papaj901,mckib901,honoj901,,"""John W.McCarthy""","""John W.McCarthy""",1999/08/25 8:06PM,park,none,0,unknown,-1,dry,unknown,unknown,145,5023,conss101,fricm101,dorif101,,,
PHA195306200,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/06/20,PHI11,0,0:00PM,day,false,papaj901,mckib901,honoj901,mcgob901,,"""John W.McCarthy""","""John W.McCarthy""",1999/08/25 8:27PM,park,none,0,unknown,-1,dry,unknown,unknown,160,2922,dorif101,martm101,,,,
PHA195306211,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/06/21,PHI11,1,0:00PM,day,false,mckib901,honoj901,mcgob901,papaj901,,"""Jeff Bower""","""Jeff Bower""",1999/11/05 9:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,120,0,byrdh101,dobsj101,,,,
PHA195306212,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/06/21,PHI11,2,0:00PM,day,false,honoj901,mcgob901,papaj901,mckib901,,"""Jeff Bower""","""Jeff Bower""",1999/11/05 9:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,9949,keegb101,schec101,aloml101,,,
PHA195306230,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/06/23,PHI11,0,0:00PM,night,false,stevj901,duffj901,robbs901,summb901,"""Middlesworth""",,"""R. Elliott""",1996/08/13 7:16AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,2463,groms101,fricm101,,,,
PHA195306240,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/06/24,PHI11,0,0:00PM,night,false,duffj901,robbs901,summb901,stevj901,"""Middlesworth""",,"""R. Elliott""",1996/08/16 5:01PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,129,2298,garvn102,bishc101,,,,
PHA195306250,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/06/25,PHI11,0,0:00PM,night,false,robbs901,summb901,stevj901,duffj901,"""Middlesworth""",,"""R. Elliott""",1996/08/16 5:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,113,2368,byrdh101,marld101,,,,
PHA195306260,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/06/26,PHI11,0,0:00PM,night,false,summb901,stevj901,duffj901,robbs901,"""150""","""Bob Kapla""","""Bob Kapla""",2001/04/20 8:47PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,135,2608,martm101,paigs101,,,,
PHA195306270,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/06/27,PHI11,0,0:00PM,day,false,stevj901,duffj901,robbs901,summb901,,"""Bob Kapla""","""Bob Kapla""",2001/06/25 9:01AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,128,2126,pilld101,fricm101,,,,
PHA195306281,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/06/28,PHI11,1,0:00PM,day,false,duffj901,robbs901,summb901,stevj901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/24 8:26PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,161,0,larsd102,byrdh101,stuam101,,,
PHA195306282,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/06/28,PHI11,2,0:00PM,day,false,robbs901,summb901,stevj901,duffj901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/24 9:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,4517,schec101,blyzm101,,,,
PHA195306300,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/06/30,PHI11,0,0:00,night,false,hurle901,soarh901,(none),romme101,,"""Schlewitz""","""Schlewitz""",1999/10/29 7:57PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,3677,portb102,kella103,,,,
PHA195307010,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/07/01,PHI11,0,0:00,night,false,soarh901,romme101,(none),hurle901,,"""Schlewitz""","""Schlewitz""",1999/10/29 8:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,140,2305,stobc101,bishc101,dixos101,,,
PHA195307050,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/07/05,PHI11,0,0:00PM,day,false,papaj901,mckib901,honoj901,mcgob901,"""115""","""115""","""Tim Cashion""",1999/05/14 12:47AM,park,none,0,unknown,-1,unknown,unknown,unknown,126,4554,parnm101,schec101,,,,
PHA195307061,,NYA,PHA,1953/07/06,PHI11,1,5:00PM,day,false,mckib901,honoj901,mcgob901,papaj901,"""104,96,266,119,276""","""Wayne Townsend""","""Wayne Townsend""",2010/06/27 5:25 PM,,none,0,unknown,-1,unknown,unknown,unknown,151,0,sainj101,martm101,,,,
PHA195307062,"""text editor""",NYA,PHA,1953/07/06,PHI11,2,0:00PM,night,false,honoj901,mcgob901,papaj901,mckib901,"""108""","""Cramer""","""Cramer""",2009/01/03 6:41AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,172,22297,reyna102,bishc101,,woodg101,,
PHA195307070,"""version 7RS(19) of 07/07/92""",NYA,PHA,1953/07/07,PHI11,0,0:00PM,night,false,mcgob901,papaj901,mckib901,honoj901,"""253""","""D Lamoureaux""","""D Lamoureaux""",2007/01/25 8:31PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,188,9474,martm101,scarr102,,,,
PHA195307280,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/07/28,PHI11,0,0:00PM,night,false,romme101,berrc103,hurle901,flahr901,,"""Bob Kapla""","""Bpb Kapla""",2001/06/26 11:17PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,146,2511,martm101,larsd102,,,,
PHA195307290,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/07/29,PHI11,0,0:00PM,night,false,flahr901,hurle901,berrc103,romme101,,"""Bob Kapla""","""Bob Kapla""",2001/07/10 4:22PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,2247,kella103,kretl101,bishc101,,,
PHA195307300,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/07/30,PHI11,0,0:00PM,night,false,hurle901,berrc103,romme101,flahr901,,"""Bob Kapla""","""Bob Kapla""",2001/07/10 4:42PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,116,1905,fricm101,blyzm101,,,,
PHA195307310,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/07/31,PHI11,0,0:00PM,night,false,hurle901,romme101,flahr901,berrc103,,"""John W.McCarthy""","""John W.McCarthy""",2000/02/11 12:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,151,7163,hoskd101,byrdh101,,,,
PHA195308010,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/08/01,PHI11,0,0:00PM,day,false,romme101,flahr901,berrc103,hurle901,,"""John W.McCarthy""","""John W.McCarthy""",2000/02/11 12:36PM,park,none,0,unknown,-1,unknown,unknown,unknown,145,3771,fellb101,bishc101,,,,
PHA195308021,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/08/02,PHI11,1,0:00PM,day,false,flahr901,berrc103,hurle901,romme101,,"""John W.McCarthy""","""John W.McCarthy""",2000/02/11 12:49PM,park,none,0,unknown,-1,unknown,unknown,unknown,131,0,lemob101,shanb102,,,,
PHA195308022,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/08/02,PHI11,2,0:00PM,day,false,berrc103,hurle901,romme101,flahr901,,"""John W.McCarthy""","""John W.McCarthy""",2000/02/11 1:03PM,park,none,0,unknown,-1,unknown,unknown,unknown,134,6923,wynne101,kella103,,,,
PHA195308040,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/08/04,PHI11,0,0:00PM,night,false,nappl901,duffj901,passa901,grieb901,,"""John W.McCarthy""","""John W.McCarthy""",1999/11/12 10:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,4321,trucv101,byrdh101,,,,
PHA195308050,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/08/05,PHI11,0,0:00PM,night,false,duffj901,passa901,grieb901,nappl901,,"""John W.McCarthy""","""John W.McCarthy""",1999/11/12 11:17PM,park,none,0,unknown,-1,unknown,unknown,unknown,240,3460,pierb101,martm101,,,,
PHA195308060,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/08/06,PHI11,0,0:00PM,day,false,passa901,grieb901,nappl901,duffj901,,"""John W.McCarthy""","""John W.McCarthy""",1999/11/12 11:38PM,park,none,0,unknown,-1,unknown,unknown,unknown,137,3196,bearg102,byrdh101,,,,
PHA195308070,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/08/07,PHI11,0,0:00PM,night,false,grieb901,nappl901,duffj901,passa901,"""MIDDLSEWORTH""",,"""R. ELLIOTT""",1996/10/25 8:46PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,102,2708,kella103,branr103,,,,
PHA195308080,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/08/08,PHI11,0,0:00PM,day,false,nappl901,duffj901,passa901,grieb901,"""MIDDLESWORTH""",,"""R. ELLIOTT""",1996/10/25 9:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,2552,fricm101,groms101,martm101,,,
PHA195308091,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/08/09,PHI11,1,0:00PM,day,false,duffj901,passa901,grieb901,nappl901,"""Middlesworth""",,"""R. Elliott""",1996/10/26 10:44AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,160,0,martm101,millb102,,,,
PHA195308092,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/08/09,PHI11,2,0:00PM,day,false,passa901,grieb901,nappl901,duffj901,"""MIDDLESWORTH""",,"""R. ELLIOTT""",1996/10/26 11:58AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,165,3558,,,,,,
PHA195308111,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/08/11,PHI11,1,0:00PM,day,false,soarh901,froeg901,stevj901,summb901,"""115""","""115""","""Tim Cashion""",1999/06/03 12:22AM,park,none,86,unknown,-1,dry,none,sunny,172,0,parnm101,kella103,flowb101,,,
PHA195308112,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/08/11,PHI11,2,0:00PM,night,false,froeg901,stevj901,summb901,soarh901,"""115""","""115""","""Tim Cashion""",1999/06/03 12:36AM,park,none,83,unknown,-1,dry,none,sunny,147,12306,browh101,bishc101,kinde101,,,
PHA195308120,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/08/12,PHI11,0,0:00PM,night,false,stevj901,summb901,soarh901,froeg901,"""115""","""115""","""Tim Cashion""",1999/06/06 11:25PM,park,none,79,unknown,-1,dry,none,night,157,2988,mcdem102,martm101,kinde101,,,
PHA195308130,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/08/13,PHI11,0,0:00PM,night,false,summb901,soarh901,froeg901,stevj901,"""115""","""115""","""Tim Cashion""",1999/06/06 11:36PM,park,none,0,unknown,-1,dry,none,cloudy,98,4281,colej101,hudss101,,,,
PHA195308150,"""version 7RS(19) of 07/07/92""",NYA,PHA,1953/08/15,PHI11,0,0:00PM,day,false,soarh901,froeg901,summb901,stevj901,,"""Bob Kapla""","""Bob Kapla""",2001/07/10 9:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,181,12801,martm101,reyna102,,,,
PHA195308161,"""text editor""",NYA,PHA,1953/08/16,PHI11,1,0:00PM,day,false,froeg901,stevj901,summb901,soarh901,"""247,280""","""Cramer/Comly""","""Cramer/Comly""",2009/01/03 8:07PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,145,0,rascv101,kella103,,baueh101,,
PHA195308162,"""text editor""",NYA,PHA,1953/08/16,PHI11,2,0:00PM,day,false,stevj901,summb901,soarh901,froeg901,,"""Cramer""","""Cramer""",2009/01/04 8:07AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,150,24903,sainj101,bishc101,,baueh101,,
PHA195308171,"""version 7RS(19) of 07/07/92""",NYA,PHA,1953/08/17,PHI11,1,0:00PM,day,false,summb901,soarh901,froeg901,stevj901,,"""Bob Kapla""","""Bob Kapla""",2001/07/10 9:54PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,169,0,fordw101,fricm101,gormt102,,,
PHA195308172,"""version 7RS(19) of 07/07/92""",NYA,PHA,1953/08/17,PHI11,2,0:00PM,night,false,soarh901,froeg901,stevj901,summb901,"""Bill McClain""","""Bob Kapla""","""BOb Kapla""",2003/03/01 11:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,136,13595,kuzab101,colej101,,,,
PHA195309061,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/09/06,PHI11,1,0:00PM,day,false,mckib901,mcgob901,papaj901,honoj901,"""126""","""Comly""","""Comly""",1999/11/18 12:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,144,0,deloi101,fricm101,kinde101,,,
PHA195309062,"""version 7RS(19) of 07/07/92""",BOS,PHA,1953/09/06,PHI11,2,0:00PM,day,false,mcgob901,papaj901,honoj901,mckib901,"""126""","""Comly""","""Comly""",1999/11/18 12:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,121,5828,mcdem102,byrdh101,,,,
PHA195309071,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/09/07,PHI11,1,0:00PM,day,false,papaj901,honoj901,mckib901,mcgob901,"""126""","""Comly""","""Comly""",1999/11/18 11:34PM,park,none,0,unknown,-1,unknown,unknown,unknown,148,0,mastw101,newsb101,schmj101,,,
PHA195309072,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/09/07,PHI11,2,0:00PM,day,false,honoj901,mckib901,mcgob901,papaj901,"""126""","""Comly""","""Comly""",1999/11/20 10:36AM,park,none,0,unknown,-1,unknown,unknown,unknown,127,6057,portb102,bishc101,,,,
PHA195309091,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/09/09,PHI11,1,0:00PM,day,false,flahr901,hurle901,romme101,berrc103,"""Middlesworth""",,"""R. Elliott""",1996/11/24 7:40AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,143,0,branr103,byrdh101,,,,
PHA195309092,"""version 7RS(19) of 07/07/92""",DET,PHA,1953/09/09,PHI11,2,0:00PM,night,false,hurle901,romme101,berrc103,flahr901,"""Middlesworth""",,"""R. Elliott""",1996/11/24 8:56AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,103,2014,fricm101,groms101,,,,
PHA195309110,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/09/11,PHI11,0,0:00PM,night,false,romme101,berrc103,flahr901,hurle901,,"""Doug Burks""","""Doug Burks""",2001/10/20 7:40PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,174,3597,trucv101,martm101,,,,
PHA195309120,"""version 7RS(19) of 07/07/92""",CHA,PHA,1953/09/12,PHI11,0,0:00PM,day,false,berrc103,flahr901,hurle901,romme101,,"""Doug Burks""","""Doug Burks""",2001/12/31 5:28AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,1015,rogos101,colej101,conss101,,,
PHA195309131,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/09/13,PHI11,1,0:00PM,day,false,nappl901,duffj901,passa901,grieb901,"""126""","""Comly""","""Comly""",1999/11/20 10:45AM,park,none,0,unknown,-1,unknown,unknown,unknown,96,0,larsd102,tricb101,stuam101,,,
PHA195309132,"""version 7RS(19) of 07/07/92""",SLA,PHA,1953/09/13,PHI11,2,0:00PM,day,false,duffj901,passa901,grieb901,nappl901,"""126""","""Comly""","""Comly""",1999/11/20 10:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,150,8477,byrdh101,brech101,,,,
PHA195309160,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/09/16,PHI11,0,0:00PM,night,false,passa901,grieb901,nappl901,duffj901,"""Indians""","""Bob Kapla""","""Bob Kapla""",2001/02/02 11:16PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,148,2561,fellb101,fricm101,,,,
PHA195309170,"""version 7RS(19) of 07/07/92""",CLE,PHA,1953/09/17,PHI11,0,0:00PM,night,false,grieb901,nappl901,duffj901,passa901,"""Indians/McClain""","""Bob Kapla""","""Bob Kapla""",2001/02/24 10:53PM,radio,none,0,unknown,-1,unknown,unknown,unknown,130,1925,houta101,martm101,,,,
PHA195309190,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/09/19,PHI11,0,0:00PM,day,false,duffj901,mcgob901,papaj901,honoj901,"""McClain""","""Bob Kapla""","""Bob Kapla""",2001/02/25 12:52PM,radio,none,0,unknown,-1,unknown,unknown,unknown,115,1057,colej101,sheas101,martm101,,,
PHA195309201,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/09/20,PHI11,1,0:00PM,day,false,papaj901,mcgob901,honoj901,duffj901,"""McClain""","""Bob Kapla""","""Bob Kapla""",2001/02/25 3:43PM,radio,none,0,unknown,-1,unknown,unknown,unknown,134,0,tricb101,mastw101,martm101,,,
PHA195309202,"""version 7RS(19) of 07/07/92""",WS1,PHA,1953/09/20,PHI11,2,0:00PM,day,false,papaj901,honoj901,duffj901,mcgob901,"""McClain""","""Bob Kapla""","""Bob Kapla""",2001/02/25 4:02PM,radio,none,0,unknown,-1,unknown,unknown,unknown,122,4468,fricm101,stewb103,,,,
CIN195304130,"""version 7RS(19) of 07/07/92""",MLN,CIN,1953/04/13,CIN07,0,0:00PM,day,false,balll901,barla901,gorea901,jackb901,"""Milwaukee Journal""","""David W. Smith""","""David W. Smith""",1996/02/18 4:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,116,30108,surkm101,podbb101,,,,
CIN195304170,"""version 7RS(19) of 07/07/92""",MLN,CIN,1953/04/17,CIN07,0,0:00PM,day,false,warnl101,donaa901,gormt101,conlj102,"""Mil Journal""","""Gordon Gladman""","""Gordon Gladman""",1999/01/19 8:44PM,unknown,none,50,unknown,-1,unknown,unknown,unknown,140,1295,smitf104,buhlb101,nuxhj101,,,
CIN195305080,"""version 7RS(19) of 07/07/92""",SLN,CIN,1953/05/08,CIN07,0,0:00PM,night,false,engeb902,stewb901,pineb101,boggd901,"""22""","""D Lamoureaux""","""D Lamoureaux""",2006/05/23 3:19PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,154,9869,stalg103,perkh101,mills101,,,
CIN195305090,"""version 7RS(19) of 07/07/92""",SLN,CIN,1953/05/09,CIN07,0,0:00PM,day,false,stewb901,pineb101,boggd901,engeb902,"""22""","""D Lamoureaux""","""D Lamoureaux""",2006/05/23 3:51PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,142,4012,haddh101,podbb101,,,,
CIN195305101,"""version 7RS(19) of 07/07/92""",SLN,CIN,1953/05/10,CIN07,1,0:00PM,day,false,pineb101,boggd901,engeb902,stewb901,"""22""","""D Lamoureaux""","""D Lamoureaux""",2006/05/24 3:31AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,131,0,churb101,mizew101,,,,
CIN195305102,"""version 7RS(19) of 07/07/92""",SLN,CIN,1953/05/10,CIN07,2,0:00PM,day,false,boggd901,engeb902,stewb901,pineb101,"""22""","""D Lamoureaux""","""D Lamoureaux""",2006/05/24 3:50AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,119,14525,raffk101,chamc102,,,,
CIN195305150,"""version 7RS(19) of 07/07/92""",NY1,CIN,1953/05/15,CIN07,0,0:00PM,day,false,barla901,jackb901,gorea901,balll901,"""H. Rosenthal""","""Gordon Gladman""","""Gordon Gladman""",1998/05/01 9:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,157,1452,wilhh101,kingc101,,,,
CIN195305171,"""version 7RS(19) of 07/07/92""",BRO,CIN,1953/05/17,CIN07,1,0:00PM,day,false,boggd901,engeb902,stewb901,pineb101,"""Brooklyn""","""Ron Fisher""","""Ron Fisher""",1994/10/20 1:30AM,park,pitches,0,unknown,-1,unknown,unknown,unknown,136,0,smitf104,loesb101,,,,
