game_id,visteam,hometeam,site,date,number,starttime,daynight,innings,tiebreaker,usedh,umphome,ump1b,ump2b,ump3b,umplf,umprf,inputtime,howscored,pitches,oscorer,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,htbf
CHA202105291,BAL,CHA,CHI12,2021/05/29,1,1:10PM,day,7,2,true,herna901,may-b901,sches901,barrt901,(none),(none),2021/05/30 06:59:45,unknown,pitches,lissr701,57,ltor,18,unknown,none,sunny,164,0,keucd001,harvm001,hendl001,
CHA202105292,BAL,CHA,CHI12,2021/05/29,2,10:33PM,night,7,2,true,mosce901,sches901,barrt901,may-b901,(none),(none),2021/05/30 06:59:45,unknown,pitches,lissr701,58,ltor,15,unknown,none,sunny,132,20029,lynnl001,meanj001,hendl001,
CHA202105300,BAL,CHA,CHI12,2021/05/30,0,1:10PM,day,9,2,true,sches901,barrt901,herna901,mosce901,(none),(none),2021/05/31 07:45:13,unknown,pitches,seipb701,63,ltor,8,unknown,none,sunny,161,21067,gioll001,tated001,hendl001,
CHA202106030,DET,CHA,CHI12,2021/06/03,0,7:10PM,night,9,2,true,littw901,drakr901,merzd901,gibsg901,(none),(none),2021/06/04 08:45:30,unknown,pitches,frisd701,85,rtol,8,unknown,none,cloudy,149,12845,lynnl001,mizec001,hendl001,
CHA202106040,DET,CHA,CHI12,2021/06/04,0,7:10PM,night,9,2,true,drakr901,merzd901,gibsg901,littw901,(none),(none),2021/06/05 10:14:31,unknown,pitches,speaa701,87,tolf,19,unknown,none,sunny,207,21637,hendl001,cisnj001,,
CHA202106050,DET,CHA,CHI12,2021/06/05,0,1:10PM,day,9,2,true,merzd901,gibsg901,littw901,drakr901,(none),(none),2021/06/06 06:56:41,unknown,pitches,lissr701,87,rtol,15,unknown,none,cloudy,185,21719,skubt001,gioll001,cisnj001,
CHA202106060,DET,CHA,CHI12,2021/06/06,0,1:10PM,day,9,2,true,gibsg901,littw901,drakr901,merzd901,(none),(none),2021/06/07 07:53:13,unknown,pitches,seipb701,85,rtol,12,unknown,none,cloudy,156,20068,ceasd001,urenj001,hendl001,
CHA202106080,TOR,CHA,CHI12,2021/06/08,0,7:10PM,night,9,2,true,rackd901,bacce901,belld901,vanol901,(none),(none),2021/06/09 07:19:42,unknown,pitches,frisd701,81,fromlf,3,unknown,none,cloudy,214,12761,crocg001,thort002,,
CHA202106090,TOR,CHA,CHI12,2021/06/09,0,7:10PM,night,9,2,true,bacce901,belld901,vanol901,rackd901,(none),(none),2021/06/10 07:06:40,unknown,pitches,speaa701,76,torf,7,unknown,none,sunny,206,14438,chatt001,bumma001,,
CHA202106100,TOR,CHA,CHI12,2021/06/10,0,7:10PM,night,9,2,true,belld901,vanol901,rackd901,bacce901,(none),(none),2021/06/11 07:20:10,unknown,pitches,seipb701,79,ltor,7,unknown,none,cloudy,163,16903,keucd001,ryu-h001,hendl001,
CHA202106140,TBA,CHA,CHI12,2021/06/14,0,7:10PM,night,9,2,true,blakr901,hoyej901,culbf901,riggj901,(none),(none),2021/06/15 06:48:56,unknown,pitches,lissr701,74,ltor,10,unknown,none,cloudy,166,18024,feyej001,lynnl001,fairp001,
CHA202106150,TBA,CHA,CHI12,2021/06/15,0,7:10PM,night,9,2,true,hoyej901,culbf901,riggj901,blakr901,(none),(none),2021/06/16 07:47:55,unknown,pitches,frisd701,71,ltor,5,unknown,none,sunny,162,19259,keucd001,mccls003,hendl001,
CHA202106160,TBA,CHA,CHI12,2021/06/16,0,1:10PM,day,9,2,true,culbf901,riggj901,blakr901,hoyej901,(none),(none),2021/06/17 07:10:22,unknown,pitches,seipb701,69,ltor,10,unknown,none,sunny,204,20098,burrr002,fairp001,,
CHA202106250,SEA,CHA,CHI12,2021/06/25,0,7:10PM,night,9,2,true,blasc901,cuzzp901,hallt901,rippm901,(none),(none),2021/06/26 09:39:13,unknown,pitches,frisd701,77,rtol,5,unknown,none,cloudy,211,32189,kikuy001,rodoc001,,
CHA202106260,SEA,CHA,CHI12,2021/06/26,0,1:10PM,day,9,2,true,cuzzp901,hallt901,rippm901,blasc901,(none),(none),2021/06/28 05:59:18,unknown,pitches,seipb701,72,rtol,9,unknown,none,overcast,197,30017,sewap001,hendl001,gravk001,
CHA202106270,SEA,CHA,CHI12,2021/06/27,0,1:10PM,day,7,2,true,hallt901,rippm901,clemp901,cuzzp901,(none),(none),2021/06/28 05:59:19,unknown,pitches,lissr701,82,tolf,12,unknown,none,cloudy,173,30017,bumma001,duggr001,hendl001,
CHA202106290,MIN,CHA,CHI12,2021/06/29,0,7:10PM,night,9,2,true,barbs901,hamaa901,johna901,tumpj901,(none),(none),2021/06/30 06:46:08,unknown,pitches,speaa701,83,ltor,7,unknown,none,cloudy,200,17382,gioll001,maedk001,hendl001,
CHA202106300,MIN,CHA,CHI12,2021/06/30,0,7:10PM,night,9,2,true,hamaa901,johna901,tumpj901,barbs901,(none),(none),2021/07/01 06:51:15,unknown,pitches,speaa701,74,fromrf,4,unknown,none,cloudy,184,16803,ceasd001,oberb002,,
CHA202107010,MIN,CHA,CHI12,2021/07/01,0,1:10PM,day,9,2,true,johna901,tumpj901,barbs901,hamaa901,(none),(none),2021/07/02 07:19:50,unknown,pitches,seipb701,72,torf,18,unknown,none,sunny,229,24944,kopem001,alcaj001,,
CHA202107160,HOU,CHA,CHI12,2021/07/16,0,7:10PM,night,9,2,true,millb901,knigb901,barrs901,eddid901,(none),(none),2021/07/17 08:04:56,unknown,pitches,seipb701,70,ltor,12,unknown,none,overcast,187,34516,mccul002,ceasd001,,
CHA202107170,HOU,CHA,CHI12,2021/07/17,0,6:15PM,night,9,2,true,knigb901,barrs901,eddid901,millb901,(none),(none),2021/07/18 09:02:51,unknown,pitches,lissr701,73,torf,10,unknown,none,cloudy,171,34304,gioll001,odorj001,,
CHA202107180,HOU,CHA,CHI12,2021/07/18,0,1:10PM,day,9,2,true,barrs901,eddid901,millb901,knigb901,(none),(none),2021/07/19 06:42:04,unknown,pitches,speaa701,81,ltor,7,unknown,none,sunny,148,34148,rodoc001,valdf001,,
CHA202107191,MIN,CHA,CHI12,2021/07/19,1,4:10PM,day,7,2,true,dejer901,riggj901,barbs901,guccc901,(none),(none),2021/07/20 08:37:52,unknown,pitches,seipb701,80,fromlf,9,unknown,none,sunny,165,0,dufft001,crocg001,roblh001,
CHA202107192,MIN,CHA,CHI12,2021/07/19,2,7:37PM,night,7,2,true,porta901,barbs901,guccc901,riggj901,(none),(none),2021/07/20 08:37:52,unknown,pitches,seipb701,76,fromlf,5,unknown,none,sunny,114,18272,bumma001,berrj001,,
CHA202107200,MIN,CHA,CHI12,2021/07/20,0,7:10PM,night,9,2,true,barbs901,guccc901,dejer901,porta901,(none),(none),2021/07/21 06:52:38,unknown,pitches,lissr701,75,torf,13,unknown,none,cloudy,214,17703,burrr002,alcaj001,,
CHA202107210,MIN,CHA,CHI12,2021/07/21,0,7:10PM,night,9,2,true,guccc901,dejer901,porta901,barbs901,(none),(none),2021/07/22 06:38:57,unknown,pitches,seipb701,71,ltor,8,unknown,none,cloudy,195,25600,pinem001,ceasd001,,
CHA202107300,CLE,CHA,CHI12,2021/07/30,0,7:10PM,night,9,2,true,mosce901,muchm901,holbs901,wolfj901,(none),(none),2021/07/31 07:30:22,unknown,pitches,frisd701,69,ltor,4,unknown,none,cloudy,222,36123,ruizj001,karij001,hendl001,
CHA202107310,CLE,CHA,CHI12,2021/07/31,0,6:10PM,night,9,2,true,muchm901,holbs901,wolfj901,mosce901,(none),(none),2021/08/01 10:07:04,unknown,pitches,seipb701,79,rtol,5,unknown,none,cloudy,217,35866,garzj001,kopem001,clase001,
CHA202108010,CLE,CHA,CHI12,2021/08/01,0,1:10PM,day,9,2,true,holbs901,wolfj901,mosce901,muchm901,(none),(none),2021/08/02 06:29:24,unknown,pitches,lissr701,74,torf,17,unknown,none,cloudy,165,34344,hendl001,wittn001,,
CHA202108030,KCA,CHA,CHI12,2021/08/03,0,7:10PM,night,9,2,true,wendh902,kulpr901,becka901,wolcq901,(none),(none),2021/08/04 09:22:22,unknown,pitches,seipb701,79,fromlf,6,unknown,none,sunny,164,19369,ceasd001,bubik001,,
CHA202108040,KCA,CHA,CHI12,2021/08/04,0,7:10PM,night,9,2,true,kulpr901,becka901,wolcq901,wendh902,(none),(none),2021/08/05 05:21:29,unknown,pitches,speaa701,80,fromlf,7,unknown,none,sunny,194,22793,hernc006,gioll001,,
CHA202108050,KCA,CHA,CHI12,2021/08/05,0,7:10PM,night,9,2,true,becka901,wolcq901,wendh902,kulpr901,(none),(none),2021/08/06 09:10:15,unknown,pitches,seipb701,82,fromrf,11,unknown,none,cloudy,178,23589,lyncd001,keucd001,brenj001,
CHA202108120,NYA,CHA,DYE01,2021/08/12,0,6:00PM,night,9,2,true,hobep901,diazl901,estam901,nelsj901,(none),(none),2021/08/13 07:23:30,unknown,pitches,frisd701,82,torf,7,unknown,none,sunny,209,7832,hendl001,britz001,,
CHA202108140,NYA,CHA,CHI12,2021/08/14,0,6:10PM,night,9,2,true,diazl901,estam901,nelsj901,gonzm901,(none),(none),2021/08/15 08:23:40,unknown,pitches,seipb701,76,fromlf,9,unknown,none,cloudy,260,38477,greec003,hendl001,abrea001,
CHA202108150,NYA,CHA,CHI12,2021/08/15,0,1:10PM,day,9,2,true,estam901,nelsj901,gonzm901,diazl901,(none),(none),2021/08/16 07:19:18,unknown,pitches,speaa701,78,ltor,9,unknown,none,sunny,228,37696,cortn001,gioll001,peraw002,
CHA202108160,OAK,CHA,CHI12,2021/08/16,0,7:10PM,night,9,2,true,kulpr901,lentn901,mahrn901,drecb901,(none),(none),2021/08/17 10:10:28,unknown,pitches,seipb701,75,ltor,8,unknown,none,sunny,196,19410,keucd001,montf001,hendl001,
CHA202108170,OAK,CHA,CHI12,2021/08/17,0,7:10PM,night,9,2,true,lentn901,mahrn901,drecb901,kulpr901,(none),(none),2021/08/18 08:08:59,unknown,pitches,frisd701,78,fromlf,4,unknown,none,sunny,166,21025,loper003,bassc001,,
CHA202108180,OAK,CHA,CHI12,2021/08/18,0,7:10PM,night,9,2,true,mahrn901,drecb901,kulpr901,lentn901,(none),(none),2021/08/19 07:14:04,unknown,pitches,lissr701,79,fromlf,8,unknown,none,cloudy,200,22780,crocg001,blacp001,hendl001,
CHA202108190,OAK,CHA,CHI12,2021/08/19,0,1:10PM,day,9,2,true,drecb901,kulpr901,lentn901,mahrn901,(none),(none),2021/08/20 08:31:25,unknown,pitches,seipb701,83,fromlf,9,unknown,none,cloudy,177,23853,irvic001,kopem001,trivl001,
CHA202108270,CHN,CHA,CHI12,2021/08/27,0,7:10PM,night,9,2,true,rackd901,vanol901,barbs901,belld901,(none),(none),2021/08/28 08:03:12,unknown,pitches,frisd701,85,fromcf,4,unknown,none,cloudy,249,37892,loper003,sampa001,,
CHA202108280,CHN,CHA,CHI12,2021/08/28,0,6:10PM,night,9,2,true,vanol901,barbs901,belld901,rackd901,(none),(none),2021/08/29 09:40:28,unknown,pitches,speaa701,91,rtol,13,unknown,none,cloudy,165,38668,milla003,lynnl001,,
CHA202108290,CHN,CHA,CHI12,2021/08/29,0,1:10PM,day,9,2,true,barbs901,belld901,rackd901,vanol901,(none),(none),2021/08/30 08:44:51,unknown,pitches,seipb701,88,rtol,18,unknown,none,cloudy,180,38565,ceasd001,hendk001,,
CHA202108310,PIT,CHA,CHI12,2021/08/31,0,7:10PM,night,9,2,true,reybd901,onorb901,culbf901,merzd901,(none),(none),2021/09/01 08:10:14,unknown,pitches,seipb701,76,ltor,13,unknown,none,cloudy,177,19221,kopem001,wilsb003,hendl001,
CHA202109010,PIT,CHA,CHI12,2021/09/01,0,7:10PM,night,9,2,true,onorb901,culbf901,merzd901,reybd901,(none),(none),2021/09/02 06:53:28,unknown,pitches,lissr701,72,torf,14,unknown,none,sunny,179,19231,rodoc001,kranm001,hendl001,
CHA202109100,BOS,CHA,CHI12,2021/09/10,0,7:10PM,night,9,2,true,hamaa901,belld901,ortir901,fairc901,(none),(none),2021/09/16 07:11:33,unknown,pitches,speaa701,77,fromrf,9,unknown,none,sunny,228,34365,rodoc001,houct001,hendl001,
CHA202109110,BOS,CHA,CHI12,2021/09/11,0,6:10PM,night,9,2,true,belld901,ortir901,fairc901,hamaa901,(none),(none),2021/09/18 06:58:57,unknown,pitches,lissr701,85,tolf,12,unknown,none,cloudy,252,37854,whitg002,wrigm001,taylj001,
CHA202109120,BOS,CHA,CHI12,2021/09/12,0,1:10PM,day,9,2,true,ortir901,fairc901,hamaa901,belld901,(none),(none),2021/09/16 07:11:38,unknown,pitches,seipb701,84,rtol,10,unknown,none,sunny,177,36178,kimbc001,whitg002,,
CHA202109140,ANA,CHA,CHI12,2021/09/14,0,7:10PM,night,9,2,true,welkb901,hobep901,conrc901,may-b901,(none),(none),2021/09/18 06:58:59,unknown,pitches,seipb701,78,tocf,16,unknown,none,cloudy,201,21848,bumma001,naugp001,,
CHA202109150,ANA,CHA,CHI12,2021/09/15,0,7:10PM,night,9,2,true,hobep901,conrc901,may-b901,welkb901,(none),(none),2021/09/17 07:26:54,unknown,pitches,speaa701,70,fromlf,10,unknown,none,sunny,192,26505,mayem001,kopem001,igler001,
CHA202109160,ANA,CHA,CHI12,2021/09/16,0,1:10PM,day,9,2,true,conrc901,may-b901,welkb901,hobep901,(none),(none),2021/09/18 06:59:00,unknown,pitches,seipb701,79,fromcf,9,unknown,none,sunny,196,27098,cobba001,loper003,,
CHA202109280,CIN,CHA,CHI12,2021/09/28,0,7:10PM,night,9,2,true,marqa901,timmt901,torrc901,barrl901,(none),(none),2021/09/29 06:56:20,unknown,pitches,lissr701,66,ltor,7,unknown,none,sunny,169,25242,loper003,obrir001,,
CHA202109290,CIN,CHA,CHI12,2021/09/29,0,7:10PM,night,9,2,true,timmt901,torrc901,barrl901,marqa901,(none),(none),2021/09/30 07:26:08,unknown,pitches,seipb701,72,fromlf,9,unknown,none,cloudy,161,23018,rodoc001,grays001,,
CHA202110010,DET,CHA,CHI12,2021/10/01,0,7:10PM,night,9,2,true,wendh902,moorm901,may-b901,wolcq901,(none),(none),2021/10/02 07:14:58,unknown,pitches,seipb701,76,fromlf,7,unknown,none,cloudy,205,30729,lynnl001,peraw001,,
CHA202110020,DET,CHA,CHI12,2021/10/02,0,6:10PM,night,9,2,true,moorm901,may-b901,wolcq901,wendh902,(none),(none),2021/10/03 08:50:19,unknown,pitches,lissr701,70,fromlf,5,unknown,none,cloudy,185,36320,bumma001,funkk001,hendl001,
CHA202110030,DET,CHA,CHI12,2021/10/03,0,2:10PM,day,9,2,true,may-b901,wolcq901,wendh902,moorm901,(none),(none),2021/10/04 06:08:54,unknown,pitches,seipb701,73,tocf,4,unknown,none,cloudy,196,30722,jimej003,loper003,fulmm001,
BOS202104020,BAL,BOS,BOS07,2021/04/02,0,2:10PM,day,9,2,true,westj901,kulpr901,drecb901,lentn901,(none),(none),2021/04/03 08:02:48,unknown,pitches,ellib701,37,torf,10,unknown,none,cloudy,190,4452,meanj001,eovan001,valdc003,
BOS202104030,BAL,BOS,BOS07,2021/04/03,0,1:10PM,day,9,2,true,kulpr901,drecb901,lentn901,westj901,(none),(none),2021/04/04 06:07:19,unknown,pitches,ellib701,46,ltor,15,unknown,none,sunny,171,4571,pluta001,houct001,valdc003,
BOS202104040,BAL,BOS,BOS07,2021/04/04,0,1:10PM,day,9,2,true,drecb901,lentn901,westj901,kulpr901,(none),(none),2021/04/05 08:44:31,unknown,pitches,ellib701,56,ltor,10,unknown,none,sunny,208,4458,zimmb002,richg002,,
BOS202104050,TBA,BOS,BOS07,2021/04/05,0,7:10PM,night,9,2,true,iassd901,fleta901,barrs901,rehaj901,(none),(none),2021/04/06 09:17:14,unknown,pitches,ellib701,56,ltor,15,unknown,none,cloudy,206,4577,piven001,wachm001,,
BOS202104060,TBA,BOS,BOS07,2021/04/06,0,7:10PM,night,9,2,true,fleta901,barrs901,rehaj901,iassd901,(none),(none),2021/04/07 07:49:00,unknown,pitches,ellib701,51,fromrf,9,unknown,none,cloudy,265,4682,valdp002,thomr007,,
BOS202104070,TBA,BOS,BOS07,2021/04/07,0,1:10PM,day,9,2,true,barrs901,rehaj901,iassd901,fleta901,(none),(none),2021/04/08 06:45:09,unknown,pitches,ellib701,55,fromlf,9,unknown,none,cloudy,171,4751,eovan001,yarbr001,,
BOS202104170,CHA,BOS,BOS07,2021/04/17,0,4:05PM,day,9,2,true,morag901,millb901,eddid901,knigb901,(none),(none),2021/04/18 07:56:26,unknown,pitches,foxxl701,48,fromcf,13,unknown,none,cloudy,216,4668,ottaa001,heuec001,,
BOS202104181,CHA,BOS,BOS07,2021/04/18,1,1:10PM,day,7,2,true,millb901,addir901,knigb901,morag901,(none),(none),2021/04/19 05:15:36,unknown,pitches,scogc701,58,torf,12,unknown,none,cloudy,124,4679,keucd001,houct001,hendl001,
BOS202104182,CHA,BOS,BOS07,2021/04/18,2,5:10PM,night,7,2,true,eddid901,knigb901,morag901,addir901,(none),(none),2021/04/19 05:15:36,unknown,pitches,scogc701,61,torf,16,unknown,none,cloudy,144,4601,fostm001,perem004,,
BOS202104190,CHA,BOS,BOS07,2021/04/19,0,11:11AM,day,9,2,true,knigb901,morag901,eddid901,millb901,(none),(none),2021/04/20 08:48:35,unknown,pitches,foxxl701,61,rtol,10,unknown,none,sunny,195,4738,eovan001,gioll001,,
BOS202104200,TOR,BOS,BOS07,2021/04/20,0,7:10PM,night,9,2,true,morag901,eddid901,millb901,knigb901,(none),(none),2021/04/21 07:45:00,unknown,pitches,scogc701,70,tocf,21,unknown,none,cloudy,162,4728,rodre004,ryu-h001,barnm001,
BOS202104210,TOR,BOS,BOS07,2021/04/21,0,7:10PM,night,9,2,true,eddid901,millb901,knigb901,morag901,(none),(none),2021/04/22 07:13:26,unknown,pitches,scogc701,55,tocf,13,unknown,none,overcast,225,4661,borur001,richg002,casta005,
BOS202104220,SEA,BOS,BOS07,2021/04/22,0,7:10PM,night,9,2,true,millb901,knigb901,bacce901,morag901,(none),(none),2021/04/23 09:23:22,unknown,pitches,ellib701,46,torf,23,unknown,none,cloudy,208,4617,montr004,hernd004,,
BOS202104230,SEA,BOS,BOS07,2021/04/23,0,7:10PM,night,9,2,true,knigb901,bacce901,morag901,millb901,(none),(none),2021/04/24 08:28:15,unknown,pitches,ellib701,58,torf,16,unknown,none,sunny,208,4646,sawah001,kikuy001,,
BOS202104240,SEA,BOS,BOS07,2021/04/24,0,1:10PM,day,9,2,true,bacce901,morag901,millb901,knigb901,(none),(none),2021/04/25 07:33:44,unknown,pitches,scogc701,71,torf,16,unknown,none,sunny,185,4621,flexc001,eovan001,,
BOS202104250,SEA,BOS,BOS07,2021/04/25,0,1:10PM,day,9,2,true,morag901,millb901,knigb901,bacce901,(none),(none),2021/04/26 07:05:47,unknown,pitches,scogc701,50,fromrf,9,unknown,none,overcast,164,4510,rodre004,margn001,barnm001,
BOS202105040,DET,BOS,BOS07,2021/05/04,0,7:10PM,night,9,2,true,blakr901,reybd901,kulpr901,onorb901,(none),(none),2021/05/05 06:52:22,unknown,pitches,scogc701,54,ltor,7,unknown,none,cloudy,218,4677,piven001,fulmm001,barnm001,
BOS202105050,DET,BOS,BOS07,2021/05/05,0,7:10PM,night,9,2,true,reybd901,kulpr901,onorb901,blakr901,(none),(none),2021/05/06 07:18:07,unknown,pitches,foxxl701,49,fromlf,7,unknown,drizzle,overcast,227,4661,sotog003,whitg002,fulmm001,
BOS202105060,DET,BOS,BOS07,2021/05/06,0,1:10PM,day,9,2,true,kulpr901,onorb901,blakr901,reybd901,(none),(none),2021/05/07 08:30:14,unknown,pitches,ellib701,63,rtol,16,unknown,none,cloudy,253,4734,andrm001,langa001,ottaa001,
BOS202105110,OAK,BOS,BOS07,2021/05/11,0,7:10PM,night,9,2,true,blakr901,willr901,reybd901,kulpr901,(none),(none),2021/05/12 06:46:56,unknown,pitches,ellib701,62,ltor,18,unknown,none,sunny,181,9264,bassc001,hernd004,diekj001,
BOS202105120,OAK,BOS,BOS07,2021/05/12,0,7:10PM,night,9,2,true,willr901,reybd901,kulpr901,blakr901,(none),(none),2021/05/13 07:03:46,unknown,pitches,ellib701,65,ltor,7,unknown,none,cloudy,179,9272,kaprj001,rodre004,diekj001,
BOS202105130,OAK,BOS,BOS07,2021/05/13,0,7:10PM,night,9,2,true,reybd901,kulpr901,blakr901,willr901,(none),(none),2021/05/14 07:30:32,unknown,pitches,ellib701,66,rtol,8,unknown,none,sunny,174,9301,richg002,manas001,whitg002,
