Rk,Player,Age,Team,Lg,WAR,W,L,W-L%,ERA▲,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards,Player-additional
13.0,Anthony DeSclafani,31.0,SFG,NL,4.2,13.0,7.0,0.65,3.17,31.0,31.0,0.0,2.0,2.0,0.0,167.2,141.0,61.0,59.0,19.0,42.0,1.0,152.0,2.0,0.0,7.0,676.0,130,3.62,1.091,7.6,1.0,2.3,8.2,3.62,,desca001
14.0,Joe Musgrove,28.0,SDP,NL,3.7,11.0,9.0,0.55,3.18,32.0,31.0,1.0,2.0,2.0,0.0,181.1,142.0,68.0,64.0,22.0,54.0,3.0,203.0,18.0,0.0,3.0,748.0,122,3.7,1.081,7.0,1.1,2.7,10.1,3.76,,musgj001
15.0,Sandy Alcantara,25.0,MIA,NL,4.2,9.0,15.0,0.375,3.19,33.0,33.0,0.0,1.0,0.0,0.0,205.2,171.0,85.0,73.0,21.0,50.0,2.0,201.0,10.0,1.0,6.0,837.0,132,3.42,1.075,7.5,0.9,2.2,8.8,4.02,,alcas001
16.0,Gerrit Cole,30.0,NYY,AL,5.7,16.0,8.0,0.667,3.23,30.0,30.0,0.0,2.0,1.0,0.0,181.1,151.0,69.0,65.0,24.0,41.0,0.0,243.0,2.0,1.0,5.0,726.0,133,2.92,1.059,7.5,1.2,2.0,12.1,5.93,ASCYA-2MVP-15,coleg001
17.0,Charlie Morton,37.0,ATL,NL,3.9,14.0,6.0,0.7,3.34,33.0,33.0,0.0,0.0,0.0,0.0,185.2,136.0,77.0,69.0,16.0,58.0,1.0,216.0,17.0,0.0,5.0,756.0,130,3.18,1.045,6.6,0.8,2.8,10.5,3.72,,mortc002
18.0,Wade Miley,34.0,CIN,NL,5.3,12.0,7.0,0.632,3.37,28.0,28.0,0.0,1.0,1.0,0.0,163.0,166.0,64.0,61.0,17.0,50.0,0.0,125.0,3.0,0.0,2.0,690.0,139,3.97,1.325,9.2,0.9,2.8,6.9,2.5,,milew001
19.0,Frankie Montas,28.0,OAK,AL,3.7,13.0,9.0,0.591,3.37,32.0,32.0,0.0,0.0,0.0,0.0,187.0,164.0,79.0,70.0,20.0,57.0,1.0,207.0,7.0,0.0,11.0,778.0,122,3.37,1.182,7.9,1.0,2.7,10.0,3.63,CYA-6,montf001
20.0,José Berríos,27.0,2TM,AL,3.4,12.0,9.0,0.571,3.52,32.0,32.0,0.0,1.0,0.0,0.0,192.0,159.0,83.0,75.0,22.0,45.0,0.0,204.0,15.0,0.0,3.0,781.0,123,3.47,1.063,7.5,1.0,2.1,9.6,4.53,CYA-9,berrj001
21.0,Lucas Giolito,26.0,CHW,AL,4.3,11.0,9.0,0.55,3.53,31.0,31.0,0.0,1.0,0.0,0.0,178.2,145.0,74.0,70.0,27.0,52.0,1.0,201.0,2.0,0.0,12.0,720.0,124,3.79,1.103,7.3,1.4,2.6,10.1,3.87,CYA-11,gioll001
22.0,Chris Flexen,26.0,SEA,AL,3.4,14.0,6.0,0.7,3.61,31.0,31.0,0.0,0.0,0.0,0.0,179.2,185.0,74.0,72.0,19.0,40.0,0.0,125.0,4.0,0.0,2.0,741.0,114,3.89,1.252,9.3,1.0,2.0,6.3,3.13,,flexc001
23.0,Kyle Gibson,33.0,2TM,2LG,3.5,10.0,9.0,0.526,3.71,31.0,30.0,0.0,0.0,0.0,0.0,182.0,158.0,78.0,75.0,17.0,64.0,2.0,155.0,8.0,1.0,2.0,754.0,117,3.87,1.22,7.8,0.8,3.2,7.7,2.42,AS,gibsk002
24.0,Tyler Mahle,26.0,CIN,NL,4.9,13.0,6.0,0.684,3.75,33.0,33.0,0.0,0.0,0.0,0.0,180.0,158.0,78.0,75.0,24.0,64.0,0.0,210.0,10.0,0.0,4.0,759.0,125,3.8,1.233,7.9,1.2,3.2,10.5,3.28,,mahlt001
25.0,Nathan Eovaldi,31.0,BOS,AL,4.3,11.0,9.0,0.55,3.75,32.0,32.0,0.0,0.0,0.0,0.0,182.1,182.0,81.0,76.0,15.0,35.0,2.0,195.0,7.0,0.0,6.0,764.0,125,2.79,1.19,9.0,0.7,1.7,9.6,5.57,ASCYA-4MVP-15,eovan001
26.0,Dylan Cease,25.0,CHW,AL,3.0,13.0,7.0,0.65,3.91,32.0,32.0,0.0,1.0,1.0,0.0,165.2,139.0,77.0,72.0,20.0,68.0,0.0,226.0,9.0,2.0,13.0,708.0,112,3.41,1.249,7.6,1.1,3.7,12.3,3.32,,ceasd001
27.0,Sean Manaea,29.0,OAK,AL,3.2,11.0,10.0,0.524,3.91,32.0,32.0,0.0,2.0,2.0,0.0,179.1,179.0,79.0,78.0,25.0,41.0,0.0,194.0,9.0,1.0,5.0,754.0,105,3.66,1.227,9.0,1.3,2.1,9.7,4.73,,manas001
28.0,Luis Castillo,28.0,CIN,NL,4.2,8.0,16.0,0.333,3.98,33.0,33.0,0.0,0.0,0.0,0.0,187.2,181.0,94.0,83.0,19.0,75.0,4.0,192.0,7.0,1.0,1.0,803.0,117,3.75,1.364,8.7,0.9,3.6,9.2,2.56,,castl003
29.0,Zack Greinke,37.0,HOU,AL,1.1,11.0,6.0,0.647,4.16,30.0,29.0,0.0,1.0,0.0,0.0,171.0,164.0,82.0,79.0,30.0,36.0,0.0,120.0,2.0,0.0,3.0,697.0,103,4.71,1.17,8.6,1.6,1.9,6.3,3.33,,greiz001
30.0,Yu Darvish,34.0,SDP,NL,1.4,8.0,11.0,0.421,4.22,30.0,30.0,0.0,0.0,0.0,0.0,166.1,138.0,81.0,78.0,28.0,44.0,1.0,199.0,8.0,0.0,9.0,681.0,92,3.9,1.094,7.5,1.5,2.4,10.8,4.52,AS,darvy001
31.0,Cole Irvin,27.0,OAK,AL,1.4,10.0,15.0,0.4,4.24,32.0,32.0,0.0,0.0,0.0,0.0,178.1,195.0,94.0,84.0,23.0,42.0,0.0,125.0,9.0,0.0,3.0,768.0,97,4.3,1.329,9.8,1.2,2.1,6.3,2.98,,irvic001
32.0,Hyun Jin Ryu,34.0,TOR,AL,2.0,14.0,10.0,0.583,4.37,31.0,31.0,0.0,1.0,1.0,0.0,169.0,170.0,85.0,82.0,24.0,37.0,0.0,143.0,2.0,0.0,2.0,701.0,102,4.02,1.225,9.1,1.3,2.0,7.6,3.86,,ryu-h001
33.0,Germán Márquez,26.0,COL,NL,2.4,12.0,11.0,0.522,4.4,32.0,32.0,0.0,3.0,1.0,0.0,180.0,165.0,92.0,88.0,21.0,64.0,5.0,176.0,4.0,0.0,15.0,756.0,109,3.86,1.272,8.3,1.1,3.2,8.8,2.75,AS,marqg001
34.0,Tyler Anderson,31.0,2TM,2LG,1.7,7.0,11.0,0.389,4.53,31.0,31.0,0.0,0.0,0.0,0.0,167.0,170.0,87.0,84.0,27.0,38.0,2.0,134.0,1.0,1.0,1.0,703.0,93,4.37,1.246,9.2,1.5,2.0,7.2,3.53,,andet002
35.0,Aaron Nola,28.0,PHI,NL,2.5,9.0,9.0,0.5,4.63,32.0,32.0,0.0,1.0,1.0,0.0,180.2,165.0,95.0,93.0,26.0,39.0,1.0,223.0,9.0,1.0,0.0,749.0,90,3.37,1.129,8.2,1.3,1.9,11.1,5.72,,nolaa001
36.0,Kyle Hendricks,31.0,CHC,NL,0.8,14.0,7.0,0.667,4.77,32.0,32.0,0.0,1.0,0.0,0.0,181.0,200.0,101.0,96.0,31.0,44.0,3.0,131.0,13.0,0.0,2.0,785.0,88,4.89,1.348,9.9,1.5,2.2,6.5,2.98,,hendk001
37.0,Jordan Lyles,30.0,TEX,AL,0.0,10.0,13.0,0.435,5.15,32.0,30.0,1.0,0.0,0.0,0.0,180.0,194.0,104.0,103.0,38.0,56.0,0.0,146.0,7.0,0.0,9.0,769.0,86,5.34,1.389,9.7,1.9,2.8,7.3,2.61,,lylej001
38.0,Dallas Keuchel,33.0,CHW,AL,0.1,9.0,9.0,0.5,5.28,32.0,30.0,0.0,0.0,0.0,0.0,162.0,189.0,105.0,95.0,25.0,59.0,1.0,95.0,7.0,0.0,5.0,720.0,83,5.23,1.531,10.5,1.4,3.3,5.3,1.61,GG,keucd001
39.0,Patrick Corbin,31.0,WSN,NL,-1.2,9.0,16.0,0.36,5.82,31.0,31.0,0.0,0.0,0.0,0.0,171.2,192.0,114.0,111.0,37.0,60.0,2.0,143.0,3.0,0.0,0.0,751.0,70,5.41,1.468,10.1,1.9,3.1,7.5,2.38,,corbp001
