game_id,visteam,hometeam,site,date,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,translator,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,oscorer,gametype,umplf,umprf
NYN199807210,PIT,NYN,NYC17,1998/07/21,0,7:40,night,false,davib902,hallt901,crawj901,buckc901,,pitches,78,ltor,2,dry,none,night,141,22844,reedr002,schmj001,,,,,
NYN199807280,SDN,NYN,NYC17,1998/07/28,0,7:41,night,false,gibbb901,poncl901,darlg901,ripps901,,pitches,80,rtol,10,dry,none,night,180,21005,nomoh001,ashba002,mcmig001,,,,
NYN199807290,SDN,NYN,NYC17,1998/07/29,0,7:43,night,false,poncl901,darlg901,gibbb901,ripps901,,pitches,87,ltor,7,dry,none,cloudy,177,23694,rojam001,walld002,franj001,,,,
NYN199807300,SDN,NYN,NYC17,1998/07/30,0,7:43,night,false,darlg901,ripps901,poncl901,gibbb901,,pitches,81,ltor,6,dry,none,cloudy,170,22882,miced001,cookd001,hofft001,,,,
NYN199807310,LAN,NYN,NYC17,1998/07/31,0,7:41,night,false,rapue901,pullf901,willc901,gibsg901,,pitches,80,ltor,8,dry,none,night,191,49407,osuna002,franj001,shawj001,,,,
NYN199808010,LAN,NYN,NYC17,1998/08/01,0,7:12,night,false,pullf901,willc901,gibsg901,rapue901,,pitches,80,tocf,8,dry,none,night,157,42224,reedr002,shawj001,,,,,
NYN199808020,LAN,NYN,NYC17,1998/08/02,0,1:41,day,false,willc901,gibsg901,rapue901,pullf901,,pitches,82,tocf,6,dry,none,sunny,161,33843,reyna001,bohab001,,,,,
NYN199808030,LAN,NYN,NYC17,1998/08/03,0,7:40,night,false,drecb901,rapue901,pullf901,willc901,,pitches,83,tolf,9,dry,none,night,197,24416,mlicd001,mcmig001,shawj001,,,,
NYN199808040,SFN,NYN,NYC17,1998/08/04,0,7:43,night,false,danlk901,quicj901,nelsj901,kellj901,,pitches,82,fromcf,8,dry,none,cloudy,230,32943,cookd001,mesaj001,,,,,
NYN199808050,SFN,NYN,NYC17,1998/08/05,0,7:41,night,false,quicj901,nelsj901,kellj901,danlk901,,pitches,82,ltor,6,dry,none,night,177,35571,ortir001,joneb003,nen-r001,,,,
NYN199808060,SFN,NYN,NYC17,1998/08/06,0,12:11,day,false,nelsj901,kellj901,danlk901,quicj901,,pitches,76,tolf,3,dry,none,sunny,220,36920,wendt001,nen-r001,,,,,
NYN199808181,COL,NYN,NYC17,1998/08/18,1,5:11,night,false,demud901,monte901,buckc901,schrp901,,pitches,85,torf,5,dry,none,cloudy,156,0,leita001,astap001,,,,,
NYN199808182,COL,NYN,NYC17,1998/08/18,2,8:31,night,false,monte901,buckc901,schrp901,demud901,,pitches,77,ltor,5,dry,none,cloudy,203,21611,rojam001,mcelc001,franj001,,,,
NYN199808190,COL,NYN,NYC17,1998/08/19,0,7:41,night,false,buckc901,schrp901,demud901,monte901,,pitches,71,ltor,8,dry,none,night,166,19395,yoshm001,joneb004,franj001,,,,
NYN199808201,SLN,NYN,NYC17,1998/08/20,1,5:10,night,false,herna901,hohnb901,marsr901,nauep901,,pitches,77,torf,5,dry,none,sunny,134,0,osbod001,blaiw001,acevj001,,,,
NYN199808202,SLN,NYN,NYC17,1998/08/20,2,7:57,night,false,hohnb901,marsr901,nauep901,herna901,,pitches,74,torf,4,dry,none,night,150,45308,reedr002,olivd001,wendt001,,,,
NYN199808211,SLN,NYN,NYC17,1998/08/21,1,5:10,night,false,marsr901,nauep901,herna901,hohnb901,,pitches,84,ltor,5,dry,none,sunny,208,0,morrm001,nomoh001,,,,,
NYN199808212,SLN,NYN,NYC17,1998/08/21,2,9:13,night,false,nauep901,herna901,hohnb901,marsr901,,pitches,79,rtol,8,dry,none,night,168,52320,reyna001,aybam001,franj001,,,,
NYN199808220,ARI,NYN,NYC17,1998/08/22,0,1:20,day,false,herna901,hohnb901,marsr901,nauep901,,pitches,75,ltor,9,dry,none,sunny,180,42654,joneb003,benea001,,,,,
NYN199808230,ARI,NYN,NYC17,1998/08/23,0,1:40,day,false,hohnb901,marsr901,nauep901,herna901,,pitches,80,fromlf,5,dry,none,cloudy,192,36039,andeb002,leita001,olsog001,,,,
NYN199808240,ARI,NYN,NYC17,1998/08/24,0,1:40,day,false,bonig901,marsr901,nauep901,hohnb901,,pitches,84,ltor,13,dry,none,overcast,180,29850,telea001,yoshm001,bankw001,,,,
NYN199809040,ATL,NYN,NYC17,1998/09/04,0,7:41,night,false,froeb901,bellw901,vanol901,hirsm901,,pitches,72,tolf,5,dry,none,night,133,34617,leita001,glavt001,,,,,
NYN199809050,ATL,NYN,NYC17,1998/09/05,0,1:18,day,false,bellw901,vanol901,hirsm901,froeb901,,pitches,72,rtol,7,dry,none,sunny,190,43573,wendt001,seanr001,franj001,,,,
NYN199809060,ATL,NYN,NYC17,1998/09/06,0,1:41,day,false,vanol901,hirsm901,froeb901,bellw901,,pitches,83,ltor,8,dry,none,sunny,135,40311,smolj001,reedr002,,,,,
NYN199809070,ATL,NYN,NYC17,1998/09/07,0,1:41,day,false,hirsm901,froeb901,grege901,vanol901,,pitches,83,rtol,3,wet,showers,overcast,181,22953,mcmig001,rockj001,franj001,,,,
NYN199809180,FLO,NYN,NYC17,1998/09/18,0,7:42,night,false,tatat901,mealj901,hallt901,davig901,,pitches,69,fromrf,10,dry,none,cloudy,201,34862,edmob001,franj001,mantm001,,,,
NYN199809190,FLO,NYN,NYC17,1998/09/19,0,4:10,day,false,mealj901,hallt901,davig901,tatat901,,pitches,78,torf,7,dry,none,sunny,197,52062,yoshm001,sancj001,franj001,,,,
NYN199809200,FLO,NYN,NYC17,1998/09/20,0,1:41,day,false,hallt901,davig901,tatat901,mealj901,,pitches,75,tolf,6,dry,none,sunny,149,52767,leita001,meadb001,,,,,
NYN199809220,MON,NYN,NYC17,1998/09/22,0,7:05,night,false,laynj901,kellj901,wendh901,riekr901,,pitches,67,torf,6,dry,none,overcast,193,32467,thurm002,reyna001,urbiu001,,,,
NYN199809230,MON,NYN,NYC17,1998/09/23,0,7:05,night,false,kellj901,wendh901,riekr901,laynj901,,pitches,64,tolf,8,dry,none,night,180,29728,pavac001,joneb003,urbiu001,,,,
CIN199803310,SDN,CIN,CIN08,1998/03/31,0,2:06,day,false,marsr901,bonig901,hohnb901,herna901,,pitches,75,ltor,12,dry,none,cloudy,168,54578,browk001,remlm001,,,,,
CIN199804010,SDN,CIN,CIN08,1998/04/01,0,7:05,night,false,bonig901,hohnb901,herna901,marsr901,,none,58,tocf,10,dry,none,cloudy,173,13706,hamij002,sulls001,hofft001,,,,
CIN199804020,SDN,CIN,CIN08,1998/04/02,0,7:04,night,false,hohnb901,herna901,marsr901,bonig901,,pitches,59,tocf,3,dry,none,night,152,13630,cooks001,ashba002,shawj001,,,,
CIN199804030,LAN,CIN,CIN08,1998/04/03,0,7:07,night,false,mealj901,tatat901,davig901,bellw901,,pitches,52,rtol,15,wet,rain,overcast,179,16027,weatd001,halld002,shawj001,,,,
CIN199804040,LAN,CIN,CIN08,1998/04/04,0,1:16,day,false,tatat901,davig901,bellw901,mealj901,,pitches,46,ltor,10,dry,none,cloudy,132,20464,tomkb001,valdi001,shawj001,,,,
CIN199804050,LAN,CIN,CIN08,1998/04/05,0,1:16,day,false,davig901,bellw901,mealj901,tatat901,,pitches,50,tocf,5,dry,none,sunny,170,19790,martr002,remlm001,radis001,,,,
CIN199804150,HOU,CIN,CIN08,1998/04/15,0,7:12,night,false,holbs901,wendh901,laynj901,riekr901,,pitches,60,rtol,10,wet,showers,overcast,148,15619,tomkb001,reyns001,shawj001,,,,
CIN199804160,HOU,CIN,CIN08,1998/04/16,0,7:30,night,false,wendh901,laynj901,riekr901,holbs901,,pitches,64,rtol,3,dry,none,cloudy,182,14596,hampm001,weatd001,wagnb001,,,,
CIN199804170,NYN,CIN,CIN08,1998/04/17,0,7:06,night,false,crawj901,davib902,hallt901,gormb901,,pitches,57,tocf,5,dry,none,night,167,21384,remlm001,joneb003,shawj001,,,,
CIN199804180,NYN,CIN,CIN08,1998/04/18,0,1:16,day,false,davib902,hallt901,gormb901,crawj901,,none,54,ltor,10,dry,none,cloudy,189,21213,rojam001,belis001,franj001,,,,
CIN199804190,NYN,CIN,CIN08,1998/04/19,0,1:16,day,false,hallt901,gormb901,crawj901,davib902,,pitches,52,ltor,5,dry,none,cloudy,177,16743,leita001,whitg001,,,,,
CIN199804270,PHI,CIN,CIN08,1998/04/27,0,7:04,night,false,grege901,vanol901,hirsm901,froeb901,,pitches,58,ltor,15,dry,none,cloudy,130,13889,belis001,greet002,,,,,
CIN199804280,PHI,CIN,CIN08,1998/04/28,0,7:05,night,false,vanol901,hirsm901,froeb901,grege901,,pitches,69,ltor,5,dry,none,night,226,15890,leitm001,belis001,winsd001,,,,
CIN199804290,PHI,CIN,CIN08,1998/04/29,0,12:36,day,false,hirsm901,froeb901,grege901,vanol901,,pitches,60,tocf,3,dry,none,cloudy,118,16411,harnp001,gracm002,,,,,
CIN199805110,ATL,CIN,CIN08,1998/05/11,0,7:05,night,false,poncl901,ripps901,wintm901,darlg901,,pitches,72,torf,12,dry,none,night,137,19285,maddg002,remlm001,,,,,
CIN199805120,ATL,CIN,CIN08,1998/05/12,0,7:05,night,false,ripps901,darlg901,wintm901,poncl901,,pitches,75,tocf,3,dry,none,night,144,19033,smolj001,weatd001,,,,,
CIN199805130,FLO,CIN,CIN08,1998/05/13,0,7:05,night,false,darlg901,wintm901,ripps901,poncl901,,pitches,83,ltor,5,dry,none,cloudy,161,15121,tomkb001,palld001,,,,,
CIN199805140,FLO,CIN,CIN08,1998/05/14,0,7:05,night,false,wintm901,poncl901,ripps901,darlg901,,pitches,85,tocf,3,dry,none,night,173,14561,wincs001,larka001,shawj001,,,,
CIN199805150,CHN,CIN,CIN08,1998/05/15,0,7:05,night,false,davib902,gormb901,hallt901,crawj901,,pitches,83,rtol,10,dry,none,cloudy,161,21408,harnp001,gonzj003,,,,,
CIN199805160,CHN,CIN,CIN08,1998/05/16,0,7:06,night,false,gormb901,hallt901,crawj901,davib902,,pitches,80,tocf,2,dry,none,night,174,30505,clarm002,remlm001,beckr001,,,,
CIN199805170,CHN,CIN,CIN08,1998/05/17,0,1:15,day,false,hallt901,crawj901,gormb901,davib902,,pitches,77,rtol,5,dry,none,sunny,152,33480,woodk002,weatd001,mulht001,,,,
CIN199805220,COL,CIN,CIN08,1998/05/22,0,7:04,night,false,grege901,vanol901,froeb901,hirsm901,,pitches,66,fromcf,5,dry,none,cloudy,168,21410,wrigj001,weatd001,dipoj001,,,,
CIN199805230,COL,CIN,CIN08,1998/05/23,0,1:15,day,false,vanol901,hirsm901,froeb901,grege901,,pitches,61,ltor,5,wet,showers,overcast,101,20034,wincs001,astap001,,,,,
CIN199805240,COL,CIN,CIN08,1998/05/24,0,1:15,day,false,hirsm901,froeb901,grege901,vanol901,,pitches,68,ltor,4,dry,none,cloudy,140,21298,joneb004,tomkb001,dipoj001,,,,
CIN199805250,SFN,CIN,CIN08,1998/05/25,0,1:16,day,false,darlg901,wintm901,poncl901,ripps901,,pitches,69,rtol,7,dry,none,cloudy,142,17980,herso001,harnp001,nen-r001,,,,
CIN199805260,SFN,CIN,CIN08,1998/05/26,0,7:05,night,false,wintm901,poncl901,ripps901,darlg901,,pitches,70,ltor,5,dry,none,cloudy,165,16096,ruetk001,remlm001,nen-r001,,,,
CIN199805270,SFN,CIN,CIN08,1998/05/27,0,12:36,day,false,poncl901,ripps901,wintm901,darlg901,,pitches,72,rtol,3,dry,none,cloudy,164,17742,sulls001,poolj001,shawj001,,,,
CIN199806050,CLE,CIN,CIN08,1998/06/05,0,7:03,night,false,herna901,marsr901,bonig901,hohnb901,,pitches,57,ltor,15,dry,none,cloudy,157,43532,harnp001,nagyc001,shawj001,,,,
CIN199806060,CLE,CIN,CIN08,1998/06/06,0,7:06,night,false,marsr901,bonig901,hohnb901,herna901,,pitches,61,tocf,3,dry,none,night,157,51796,wrigj002,remlm001,,,,,
CIN199806070,CLE,CIN,CIN08,1998/06/07,0,1:16,day,false,bonig901,hohnb901,herna901,marsr901,,pitches,63,ltor,3,dry,none,cloudy,146,49589,burbd001,klins001,,,,,
CIN199806120,HOU,CIN,CIN08,1998/06/12,0,7:05,night,false,laynj901,riekr901,holbs901,wendh901,,pitches,83,fromcf,5,dry,none,cloudy,143,21310,remlm001,limaj001,,,,,
CIN199806130,HOU,CIN,CIN08,1998/06/13,0,7:05,night,false,riekr901,holbs901,wendh901,laynj901,,pitches,74,ltor,14,dry,none,night,170,28055,klins001,reyns001,shawj001,,,,
CIN199806140,HOU,CIN,CIN08,1998/06/14,0,1:15,day,false,holbs901,wendh901,laynj901,riekr901,,pitches,67,rtol,14,dry,none,cloudy,203,22008,wagnb001,shawj001,,,,,
CIN199806150,HOU,CIN,CIN08,1998/06/15,0,7:06,night,false,wendh901,laynj901,riekr901,holbs901,,pitches,71,tocf,10,wet,showers,overcast,176,14556,magnm001,tomkb001,,,,,
CIN199806160,ARI,CIN,CIN08,1998/06/16,0,7:29,night,false,bonig901,hohnb901,herna901,marsr901,,pitches,67,rtol,12,dry,none,cloudy,139,15975,daalo001,harnp001,,,,,
CIN199806170,ARI,CIN,CIN08,1998/06/17,0,7:05,night,false,hohnb901,herna901,marsr901,bonig901,,pitches,84,tocf,9,dry,none,cloudy,153,20029,benea001,remlm001,olsog001,,,,
CIN199806180,ARI,CIN,CIN08,1998/06/18,0,12:35,day,false,herna901,marsr901,bonig901,hohnb901,,pitches,81,rtol,5,dry,none,cloudy,136,21944,andeb002,klins001,olsog001,,,,
CIN199806220,KCA,CIN,CIN08,1998/06/22,0,7:47,night,false,hirsm901,grege901,froeb901,vanol901,,pitches,71,rtol,6,dry,none,cloudy,154,18687,pittj002,remlm001,montj002,,,,
CIN199806230,KCA,CIN,CIN08,1998/06/23,0,12:34,day,false,grege901,froeb901,vanol901,hirsm901,,pitches,73,tocf,6,dry,none,cloudy,141,18063,rappp001,klins001,servs001,,,,
CIN199806300,MIN,CIN,CIN08,1998/06/30,0,7:05,night,false,wintm901,buckc901,ripps901,hallt901,,pitches,79,tocf,10,dry,none,night,176,19315,tomkb001,hawkl001,shawj001,,,,
CIN199807010,MIN,CIN,CIN08,1998/07/01,0,7:07,night,false,buckc901,ripps901,wintm901,hallt901,,pitches,79,tocf,5,dry,none,night,180,15592,radkb001,sulls001,aguir001,,,,
CIN199807020,MIN,CIN,CIN08,1998/07/02,0,7:06,night,false,ripps901,hallt901,wintm901,buckc901,,pitches,79,rtol,7,dry,none,night,215,16528,shawj001,aguir001,,,,,
CIN199807030,SLN,CIN,CIN08,1998/07/03,0,7:04,night,false,westj901,kellj901,danlk901,quicj901,,pitches,83,tocf,4,dry,none,night,153,41302,remlm001,stott001,shawj001,,,,
CIN199807040,SLN,CIN,CIN08,1998/07/04,0,1:17,day,false,kellj901,danlk901,quicj901,westj901,,pitches,77,tocf,2,dry,none,cloudy,186,26200,gravd001,crour001,,,,,
CIN199807050,SLN,CIN,CIN08,1998/07/05,0,1:14,day,false,danlk901,quicj901,westj901,kellj901,,pitches,77,fromcf,8,dry,none,sunny,159,28830,tomkb001,merck001,,,,,
CIN199807170,SDN,CIN,CIN08,1998/07/17,0,7:05,night,false,wegnm901,rapue901,drecb901,pullf901,,pitches,80,tocf,10,dry,none,cloudy,195,26443,ashba002,remlm001,,,,,
CIN199807180,SDN,CIN,CIN08,1998/07/18,0,7:06,night,false,rapue901,drecb901,pullf901,wegnm901,,pitches,83,rtol,8,dry,none,night,153,30289,hamij002,harnp001,hofft001,,,,
CIN199807190,SDN,CIN,CIN08,1998/07/19,0,1:16,day,false,drecb901,pullf901,wegnm901,rapue901,,pitches,84,tocf,5,wet,showers,overcast,198,23439,walld002,hudej001,hofft001,,,,
CIN199807270,ATL,CIN,CIN08,1998/07/27,0,7:05,night,false,monte901,demud901,schrp901,wendh902,,pitches,79,rtol,8,dry,none,night,202,23866,seanr001,belis001,ligtk001,,,,
CIN199807280,ATL,CIN,CIN08,1998/07/28,0,7:05,night,false,demud901,schrp901,wendh902,monte901,,pitches,81,tocf,7,dry,none,night,172,22690,sulls001,millk004,,,,,
CIN199807290,ATL,CIN,CIN08,1998/07/29,0,7:05,night,false,schrp901,demud901,monte901,wendh902,,pitches,84,tocf,5,dry,none,night,205,24480,seanr001,parrs001,,,,,
CIN199807300,ATL,CIN,CIN08,1998/07/30,0,12:36,day,false,demud901,monte901,wendh902,schrp901,,pitches,76,rtol,6,dry,none,cloudy,169,28946,neagd001,krivr001,,,,,
CIN199808070,MIL,CIN,CIN08,1998/08/07,0,7:05,night,false,marsr901,demud901,relic901,buckc901,,pitches,85,rtol,7,dry,none,cloudy,177,20908,harnp001,woodb002,,,,,
CIN199808080,MIL,CIN,CIN08,1998/08/08,0,7:06,night,false,demud901,relic901,buckc901,marsr901,,pitches,82,rtol,5,dry,none,cloudy,158,23906,reyed001,woods001,,,,,
CIN199808090,MIL,CIN,CIN08,1998/08/09,0,1:15,day,false,relic901,buckc901,marsr901,demud901,,pitches,75,rtol,10,wet,showers,overcast,168,21976,karls001,parrs001,wickb001,,,,
CIN199808110,PIT,CIN,CIN08,1998/08/11,0,7:05,night,false,kellj901,vanol901,westj901,danlk901,,pitches,81,ltor,3,dry,none,cloudy,158,16399,cordf001,tomkb001,,,,,
CIN199808120,PIT,CIN,CIN08,1998/08/12,0,7:05,night,false,vanol901,westj901,danlk901,kellj901,,pitches,84,ltor,9,dry,none,night,173,16946,schmj001,remlm001,rincr001,,,,
CIN199808130,PIT,CIN,CIN08,1998/08/13,0,7:06,night,false,westj901,danlk901,vanol901,kellj901,,pitches,79,tocf,7,dry,none,cloudy,178,16002,mccuj001,harnp001,rincr001,,,,
CIN199808140,MON,CIN,CIN08,1998/08/14,0,7:05,night,false,bellw901,davig901,mealj901,tatat901,,pitches,78,ltor,10,dry,none,cloudy,150,19532,whitg001,klins002,,,,,
CIN199808150,MON,CIN,CIN08,1998/08/15,0,7:05,night,false,davig901,mealj901,tatat901,bellw901,,pitches,80,tocf,2,dry,none,cloudy,165,24452,parrs001,thurm002,whitg001,,,,
CIN199808160,MON,CIN,CIN08,1998/08/16,0,1:15,day,false,mealj901,tatat901,bellw901,davig901,,pitches,81,ltor,5,dry,none,sunny,160,31073,tomkb001,pavac001,,,,,
CIN199808250,CHN,CIN,CIN08,1998/08/25,0,7:05,night,false,drecb901,rapue901,pullf901,gibsg901,,pitches,87,tocf,7,dry,none,cloudy,212,20828,hudej001,mulht001,whitg001,,,,
CIN199808260,CHN,CIN,CIN08,1998/08/26,0,12:35,day,false,rapue901,pullf901,gibsg901,drecb901,,pitches,80,fromcf,10,dry,none,sunny,166,20315,woodk002,tomkb001,,,,,
CIN199808270,FLO,CIN,CIN08,1998/08/27,0,7:05,night,false,pullf901,gibsg901,drecb901,rapue901,,pitches,83,ltor,10,dry,none,night,173,14383,parrs001,hernl003,,,,,
CIN199808280,FLO,CIN,CIN08,1998/08/28,0,7:05,night,false,gibsg901,drecb901,rapue901,pullf901,,pitches,82,fromcf,5,wet,showers,overcast,174,18293,sulls001,stanr001,whitg001,,,,
CIN199808290,FLO,CIN,CIN08,1998/08/29,0,7:05,night,false,drecb901,rapue901,pullf901,gibsg901,,pitches,82,tocf,7,dry,none,night,151,22445,remlm001,meadb001,gravd001,,,,
CIN199808300,FLO,CIN,CIN08,1998/08/30,0,1:15,day,false,rapue901,pullf901,gibsg901,drecb901,,pitches,84,rtol,8,dry,none,sunny,187,18426,reyed001,medir001,,,,,
CIN199809090,SLN,CIN,CIN08,1998/09/09,0,7:05,night,false,relic901,monte901,nelsj901,schrp901,,pitches,71,ltor,4,dry,none,night,156,51969,harnp001,wittb001,gravd001,,,,
CIN199809100,SLN,CIN,CIN08,1998/09/10,0,7:05,night,false,monte901,nelsj901,schrp901,relic901,,pitches,79,tocf,4,dry,none,night,222,50971,aybam001,remlm001,acevj001,,,,
CIN199809110,ARI,CIN,CIN08,1998/09/11,0,7:05,night,false,hohnb901,marsr901,buckc901,wegnm901,,pitches,81,rtol,5,dry,none,night,152,16579,tomkb001,sodoc001,,,,,
CIN199809120,ARI,CIN,CIN08,1998/09/12,0,1:15,day,false,marsr901,buckc901,wegnm901,hohnb901,,pitches,80,tocf,4,dry,none,sunny,129,17463,parrs001,daalo001,whitg001,,,,
CIN199809130,ARI,CIN,CIN08,1998/09/13,0,1:15,day,false,buckc901,wegnm901,hohnb901,marsr901,,pitches,82,rtol,5,dry,none,sunny,160,17741,benea001,berej002,olsog001,,,,
CIN199809140,MIL,CIN,CIN08,1998/09/14,0,7:05,night,false,wintm901,darlg901,ripps901,poncl901,,pitches,86,tocf,4,dry,none,cloudy,162,13291,woods001,harnp001,wickb001,,,,
CIN199809150,MIL,CIN,CIN08,1998/09/15,0,7:05,night,false,darlg901,ripps901,poncl901,wintm901,,pitches,80,tocf,6,dry,none,cloudy,146,13785,remlm001,karls001,gravd001,,,,
CIN199809160,MIL,CIN,CIN08,1998/09/16,0,12:35,day,false,ripps901,poncl901,wintm901,darlg901,,pitches,78,tocf,6,dry,none,cloudy,158,14467,pulsb001,tomkb001,wickb001,,,,
CIN199809210,PHI,CIN,CIN08,1998/09/21,0,9:28,night,false,westj901,danlk901,wegnm901,nelsj901,,pitches,82,rtol,13,dry,none,cloudy,169,12969,sulls001,leitm001,gravd001,,,,
CIN199809220,PHI,CIN,CIN08,1998/09/22,0,7:05,night,false,danlk901,wegnm901,nelsj901,westj901,,pitches,69,ltor,12,dry,none,cloudy,235,13644,spraj001,willt001,bottr001,,,,
CIN199809230,PHI,CIN,CIN08,1998/09/23,0,7:05,night,false,wegnm901,nelsj901,westj901,danlk901,,pitches,68,fromcf,8,dry,none,night,149,13376,portm001,parrs001,bottr001,,,,
CIN199809250,PIT,CIN,CIN08,1998/09/25,0,7:05,night,false,crawj901,hallt901,davib902,buckc901,,pitches,82,rtol,6,dry,none,night,155,17429,berej002,cordf001,gravd001,,,,
CIN199809260,PIT,CIN,CIN08,1998/09/26,0,1:16,day,false,hallt901,davib902,buckc901,crawj901,,pitches,84,rtol,8,dry,none,sunny,132,19391,harnp001,schmj001,whitg001,,,,
CIN199809270,PIT,CIN,CIN08,1998/09/27,0,1:15,day,false,davib902,buckc901,crawj901,hallt901,,pitches,83,tocf,8,dry,none,sunny,123,19360,tomkb001,silvj001,,,,,
TOR199804010,MIN,TOR,TOR02,1998/04/01,0,7:12,night,true,cobld901,fordd901,hendt901,younl901,,none,72,unknown,0,dry,none,dome,144,41387,clemr001,tewkb001,myerr001,,,,
TOR199804020,MIN,TOR,TOR02,1998/04/02,0,7:07,night,true,fordd901,hendt901,younl901,cobld901,,none,72,unknown,0,dry,none,dome,168,25584,guare001,escok001,aguir001,,,,
TOR199804030,TEX,TOR,TOR02,1998/04/03,0,7:06,night,true,hirsj901,garcr901,reilm901,mcclt901,,none,72,unknown,0,dry,none,dome,164,25509,hellr001,guzmj003,,,,,
TOR199804040,TEX,TOR,TOR02,1998/04/04,0,1:05,day,true,garcr901,reilm901,mcclt901,hirsj901,,pitches,72,unknown,0,dry,none,dome,162,30156,willw001,olivd001,,,,,
TOR199804050,TEX,TOR,TOR02,1998/04/05,0,1:05,day,true,reilm901,mcclt901,hirsj901,garcr901,,pitches,72,unknown,0,dry,none,dome,171,28106,burkj001,rislb001,wettj001,,,,
TOR199804170,CHA,TOR,TOR02,1998/04/17,0,7:07,night,true,clara901,joycj901,craft901,mckej901,,pitches,72,unknown,0,dry,none,dome,178,28240,clemr001,berej002,,,,,
TOR199804180,CHA,TOR,TOR02,1998/04/18,0,1:07,day,true,joycj901,craft901,mckej901,clara901,,pitches,72,unknown,0,dry,none,dome,165,29065,hentp001,navaj001,,,,,
TOR199804190,CHA,TOR,TOR02,1998/04/19,0,1:10,day,true,craft901,mckej901,clara901,joycj901,,pitches,72,unknown,0,dry,none,dome,249,31265,carpc002,castc002,,,,,
TOR199804200,NYA,TOR,TOR02,1998/04/20,0,7:06,night,true,roe-r901,fostm901,scotd901,phild901,,pitches,72,unknown,0,dry,none,dome,245,26385,bankw001,rislb001,stanm003,,,,
TOR199804210,NYA,TOR,TOR02,1998/04/21,0,7:07,night,true,merrd901,scotd901,phild901,roe-r901,,pitches,72,unknown,0,dry,none,dome,204,27192,stanm003,plesd001,,,,,
TOR199804220,NYA,TOR,TOR02,1998/04/22,0,7:06,night,true,scotd901,phild901,roe-r901,merrd901,,pitches,72,unknown,0,dry,none,dome,170,29164,petta001,clemr001,,,,,
TOR199804290,KCA,TOR,TOR02,1998/04/29,0,7:07,night,true,barnl901,koscg901,kaisk901,hicke901,,pitches,72,unknown,0,dry,none,dome,179,25644,pichh001,hentp001,,,,,
TOR199804300,KCA,TOR,TOR02,1998/04/30,0,1:06,day,true,koscg901,kaisk901,hicke901,barnl901,,pitches,72,unknown,0,dry,none,dome,181,26690,ruscg001,guzmj003,montj002,,,,
TOR199805120,OAK,TOR,TOR02,1998/05/12,0,7:07,night,true,reilm901,mcclt901,hirsj901,garcr901,,pitches,72,unknown,0,dry,none,dome,182,25636,myerr001,taylb001,,,,,
TOR199805130,OAK,TOR,TOR02,1998/05/13,0,7:06,night,true,mcclt901,hirsj901,reilm901,garcr901,,pitches,68,tolf,5,dry,none,night,166,25732,haynj001,clemr001,fettm001,,,,
TOR199805140,ANA,TOR,TOR02,1998/05/14,0,7:06,night,true,hirsj901,garcr901,reilm901,mcclt901,,pitches,72,tocf,9,dry,none,night,188,25606,myerr001,delur001,,,,,
TOR199805150,ANA,TOR,TOR02,1998/05/15,0,7:08,night,true,brinj901,cousd901,welkt901,cedeg901,,pitches,77,tolf,10,dry,none,night,152,26644,hentp001,hillk001,,,,,
TOR199805160,SEA,TOR,TOR02,1998/05/16,0,1:06,day,true,cousd901,welkt901,cedeg901,brinj901,,pitches,74,tolf,12,dry,none,cloudy,148,31121,fassj001,guzmj003,,,,,
TOR199805170,SEA,TOR,TOR02,1998/05/17,0,8:08,night,true,welkt901,cedeg901,brinj901,cousd901,,pitches,74,fromlf,24,dry,none,night,167,28111,plesd001,sloch001,,,,,
TOR199805180,SEA,TOR,TOR02,1998/05/18,0,1:10,day,true,cedeg901,brinj901,cousd901,welkt901,,pitches,73,fromlf,11,dry,none,sunny,187,28125,spolp001,clemr001,,,,,
TOR199805190,TBA,TOR,TOR02,1998/05/19,0,7:07,night,true,evanj901,mccol901,johnm901,meric901,,pitches,72,unknown,0,dry,none,dome,135,25662,willw001,sprid001,myerr001,,,,
TOR199805200,TBA,TOR,TOR02,1998/05/20,0,7:06,night,true,mccol901,johnm901,meric901,evanj901,,pitches,77,fromlf,24,dry,none,night,160,26107,hentp001,alvaw001,,,,,
TOR199805210,TBA,TOR,TOR02,1998/05/21,0,1:07,day,true,johnm901,meric901,mccol901,evanj901,,pitches,58,ltor,14,dry,none,cloudy,167,30108,guzmj003,arror001,,,,,
TOR199805280,CLE,TOR,TOR02,1998/05/28,0,7:07,night,true,reedr901,tscht901,denkd901,fostm901,,pitches,77,torf,24,dry,none,cloudy,164,30282,burbd001,carpc002,,,,,
TOR199805290,CLE,TOR,TOR02,1998/05/29,0,7:10,night,true,tscht901,denkd901,fostm901,reedr901,,pitches,78,fromlf,23,dry,none,cloudy,155,29085,colob001,clemr001,,,,,
TOR199805300,CLE,TOR,TOR02,1998/05/30,0,4:10,day,true,denkd901,fostm901,reedr901,tscht901,,pitches,75,tolf,8,dry,none,sunny,181,37179,willw001,goodd001,myerr001,,,,
