game_id,inputprogvers,visteam,hometeam,date,site,number,starttime,daynight,usedh,umphome,ump1b,ump2b,ump3b,scorer,translator,inputter,inputtime,howscored,pitches,temp,winddir,windspeed,fieldcond,precip,sky,timeofgame,attendance,wp,lp,save,gwrbi
PHA191707250,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/25,PHI11,0,0:00PM,day,false,owenb901,mccob104,(none),nalld901,"""56,212,266,410""","""Jim Herdman""","""Jim Herdman""",2023/09/22 5:51PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,2000,myere101,daush101,,
PHA191707261,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/26,PHI11,1,0:00PM,day,false,mccob104,nalld901,(none),owenb901,"""212""","""Rob Wood""","""Rob Wood""",2022/10/27 7:06AM,park,none,0,unknown,-1,unknown,unknown,unknown,99,0,jameb103,seibs101,,
PHA191707262,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/26,PHI11,2,0:00PM,day,false,nalld901,owenb901,(none),mccob104,"""212,56,266,410""","""Wayne Townsend""","""Wayne Townsend""",2023/09/23 12:14PM,park,none,0,unknown,-1,unknown,none,sunny,99,5000,noyew101,mitcw101,bushj102,
PHA191707270,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/27,PHI11,0,0:00PM,day,false,owenb901,mccob104,(none),nalld901,"""212,56,266,410""","""Wayne Townsend""","""Wayne Townsend""",2023/09/24 1:09PM,park,none,0,unknown,-1,dry,none,sunny,94,2000,ehmkh101,johnj102,,
PHA191707281,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/28,PHI11,1,0:00,day,false,mccob104,nalld901,(none),owenb901,"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/26 7:55PM,park,none,0,unknown,-1,unknown,unknown,unknown,126,0,coveh101,bushj102,jameb103,
PHA191707282,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/07/28,PHI11,2,0:00PM,day,false,nalld901,owenb901,(none),mccob104,"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/27 1:16PM,park,none,0,unknown,-1,unknown,unknown,unknown,127,12000,bolab101,myere101,,
PHA191707300,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/07/30,PHI11,0,0:00PM,day,false,mccob104,nalld901,(none),owenb901,"""39""","""CharlesVoas""","""CharlesVoas""",1995/05/21 11:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,104,4000,bagbj101,myere101,,
PHA191707310,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/07/31,PHI11,0,0:00PM,day,false,nalld901,owenb901,(none),mccob104,"""39""","""CharlesVoas""","""CharlesVoas""",1995/05/22 10:26PM,park,none,0,unknown,-1,unknown,unknown,unknown,128,1000,goula101,seibs101,,
PHA191708010,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/08/01,PHI11,0,0:00PM,day,false,owenb901,mccob104,(none),nalld901,"""39""","""CharlesVoas""","""CharlesVoas""",1995/05/21 12:01AM,park,none,0,unknown,-1,unknown,unknown,unknown,130,1500,lambo101,noyew101,coves101,
PHA191708020,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/08/02,PHI11,0,0:00PM,day,false,mccob104,nalld901,(none),owenb901,"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/27 4:13PM,park,none,0,unknown,-1,unknown,unknown,unknown,115,500,schar101,goula101,myere101,
PHA191708030,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/08/03,PHI11,0,0:00PM,day,false,mccob104,hildg101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/01/30 1:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,109,1500,scotj104,seibs101,,
PHA191708041,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/08/04,PHI11,1,0:00PM,day,false,hildg101,mccob104,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/02/01 10:28AM,park,none,0,unknown,-1,unknown,unknown,unknown,116,0,cicoe101,myere101,,
PHA191708042,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/08/04,PHI11,2,0:00PM,day,false,mccob104,hildg101,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/29 1:23PM,park,none,0,unknown,-1,unknown,unknown,unknown,125,12000,willl104,johnj102,,
PHA191708060,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/08/06,PHI11,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""277""","""Cliff Blau""","""Cliff Blau""",2017/01/11 8:02PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,158,3500,noyew101,scotj104,,
PHA191708070,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/08/07,PHI11,0,0:00PM,day,false,connt901,hildg101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/02/08 3:59PM,park,none,0,unknown,-1,unknown,unknown,overcast,132,3500,schar101,faber101,,
PHA191708080,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/08/08,PHI11,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/03 8:06PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,4000,myere101,sotha101,,
PHA191708090,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/08/09,PHI11,0,0:00PM,day,false,connt901,hildg101,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,98,3000,daved101,bushj102,,
PHA191708100,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/08/10,PHI11,0,0:00PM,day,false,hildg101,connt901,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/04 4:11PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,3000,noyew101,roget101,,
PHA191708111,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/08/11,PHI11,1,0:00PM,day,false,connt901,hildg101,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/09 1:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,schar101,groob101,,
PHA191708112,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/08/11,PHI11,2,0:00PM,day,false,hildg101,connt901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/27 7:18PM,park,none,0,unknown,-1,unknown,unknown,unknown,98,10000,daved101,johnj102,,
PHA191708130,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/08/13,PHI11,0,0:00PM,day,false,morig101,evanb901,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,118,3000,leond102,myere101,,
PHA191708140,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/08/14,PHI11,0,0:00PM,day,false,evanb901,morig101,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/04 7:52PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,2500,bushj102,ruthb101,,
PHA191708150,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/08/15,PHI11,0,0:00PM,day,false,morig101,evanb901,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/05 2:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,138,3000,fostr103,schar101,,
PHA191709031,"""version 7RS(19) of 07/07/92""",WS1,PHA,1917/09/03,PHI11,1,0:00,day,false,connt901,nalld901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/29 7:53PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,0,schar101,shawj101,,
PHA191709032,"""version 7RS(19) of 07/07/92""",WS1,PHA,1917/09/03,PHI11,2,0:00PM,day,false,nalld901,connt901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/28 1:21PM,park,none,0,unknown,-1,unknown,unknown,unknown,135,20000,johnj102,johnw102,,
PHA191709040,"""version 7RS(19) of 07/07/92""",WS1,PHA,1917/09/04,PHI11,0,0:00PM,day,false,connt901,nalld901,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/07 7:58PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,1500,bushj102,harph101,,
PHA191709050,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/09/05,PHI11,0,0:00PM,day,false,nalld901,connt901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/28 3:40PM,park,none,0,unknown,-1,unknown,unknown,unknown,95,1000,leond102,seibs101,,
PHA191709060,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/09/06,PHI11,0,0:00PM,day,false,connt901,nalld901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/30 3:35PM,park,none,0,unknown,-1,unknown,unknown,unknown,87,1000,shore101,schar101,,
PHA191709070,"""version 7RS(19) of 07/07/92""",BOS,PHA,1917/09/07,PHI11,0,0:00PM,day,false,nalld901,connt901,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/16 2:33PM,park,none,0,unknown,-1,unknown,unknown,unknown,102,2000,fostr103,johnj102,,
PHA191709101,"""version 7RS(19) of 07/07/92""",NYA,PHA,1917/09/10,PHI11,1,0:00PM,day,false,connt901,nalld901,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/17 10:25PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,fishr101,seibs101,,
PHA191709102,"""version 7RS(19) of 07/07/92""",NYA,PHA,1917/09/10,PHI11,2,0:00PM,day,false,nalld901,connt901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/28 7:48PM,park,none,0,unknown,-1,unknown,unknown,unknown,97,1500,monre101,myere101,,
PHA191709112,"""version 7RS(19) of 07/07/92""",NYA,PHA,1917/09/11,PHI11,2,0:00PM,day,false,nalld901,connt901,(none),(none),"""270""","""Howard Johnson""","""Howard Johnson""",2016/07/19 10:08PM,park,none,0,unknown,-1,unknown,unknown,unknown,108,1500,shocu101,noyew101,,
PHA191709120,"""version 7RS(19) of 07/07/92""",NYA,PHA,1917/09/12,PHI11,0,0:00PM,day,false,connt901,nalld901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/30 7:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,105,1000,johnj102,caldr101,,
PHA191709180,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/09/18,PHI11,0,0:00PM,day,false,morig101,olous901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/31 1:09PM,park,none,0,unknown,-1,unknown,unknown,unknown,93,1500,faber101,bushj102,,
PHA191709190,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/09/19,PHI11,0,0:00PM,day,false,olous901,morig101,(none),(none),"""277""","""Wayne Townsend""","""Wayne Townsend""",2016/03/16 12:00AM,park,none,0,unknown,-1,unknown,unknown,unknown,95,1300,johnj102,cicoe101,,
PHA191709200,"""version 7RS(19) of 07/07/92""",CHA,PHA,1917/09/20,PHI11,0,0:00PM,day,false,morig101,olous901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/31 3:52PM,park,none,0,unknown,-1,unknown,unknown,unknown,122,2000,danfd101,seibs101,,
PHA191709210,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/09/21,PHI11,0,0:00PM,day,false,olous901,morig101,(none),(none),"""74""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2019/06/09 7:23PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,120,1200,mortg101,schar101,coumf101,
PHA191709221,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/09/22,PHI11,1,0:00?M,day,false,morig101,olous901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/12/31 7:41PM,park,none,0,unknown,-1,unknown,unknown,unknown,110,0,bagbj101,naylr101,,
PHA191709222,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/09/22,PHI11,2,0:00PM,day,false,olous901,morig101,(none),(none),"""39""","""Bruce Borey""","""Bruce Borey""",1995/08/08 9:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,125,11000,coves101,seibs101,,
PHA191709240,"""version 7RS(19) of 07/07/92""",CLE,PHA,1917/09/24,PHI11,0,0:00PM,day,false,morig101,olous901,(none),(none),"""39""","""Bruce Borey""","""Bruce Borey""",1995/08/09 10:18PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,500,torkr101,parnr101,coumf101,
PHA191709250,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/09/25,PHI11,0,0:00PM,day,false,evanb901,owenb901,(none),(none),TSN Box,,,,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,400,lowdg101,johnj102,,
PHA191709260,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/09/26,PHI11,0,0:00PM,day,false,owenb901,evanb901,(none),(none),"""74""","""Cliff Blau""","""Cliff Blau""",2019/06/11 1:30PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,84,500,myere101,daved101,,
PHA191709270,"""version 7RS(19) of 07/07/92""",SLA,PHA,1917/09/27,PHI11,0,0:00PM,day,false,evanb901,owenb901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/29 1:45PM,park,none,0,unknown,-1,unknown,unknown,unknown,100,400,bushj102,lowdg101,,
PHA191709280,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/09/28,PHI11,0,0:00PM,day,false,owenb901,evanb901,(none),(none),"""74,270""","""Cliff Blau/RWood""","""Cliff Blau/RWood""",2019/06/11 8:00PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,90,250,daush101,naylr101,,
PHA191709291,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/09/29,PHI11,1,0:00,day,false,evanb901,owenb901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2015/01/01 1:11PM,park,none,0,unknown,-1,unknown,unknown,unknown,89,0,schar101,jameb103,myere101,
PHA191709292,"""version 7RS(19) of 07/07/92""",DET,PHA,1917/09/29,PHI11,2,0:00PM,day,false,owenb901,evanb901,(none),(none),"""446""","""Cliff Blau""","""Cliff Blau""",2014/07/29 4:29PM,park,none,0,unknown,-1,unknown,unknown,unknown,130,8000,keefd101,cunng101,,
CIN191704110,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/04/11,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson """,2015/03/01 9:22PM,park,none,0,unknown,-1,unknown,unknown,sunny,92,24938,schnp101,meadl101,,
CIN191704120,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/04/12,CIN07,0,0:00PM,day,false,ortha101,riglc901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/01 11:21PM,park,none,0,unknown,-1,unknown,unknown,cloudy,95,2500,tonef101,amesr101,,
CIN191704130,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/04/13,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/02 12:32AM,park,none,0,unknown,-1,unknown,unknown,unknown,132,2000,steeb103,mitcc102,,
CIN191704140,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/04/14,CIN07,0,0:00PM,day,false,ortha101,riglc901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/02 12:50AM,park,none,0,unknown,-1,unknown,unknown,unknown,111,5000,watsm102,schnp101,,
CIN191704150,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/04/15,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""139""","""Cliff Blau""","""Cliff Blau""",2001/05/17 9:50PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,81,10500,tonef101,mamaa101,,
CIN191704160,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/04/16,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""139""","""Cliff Blau""","""Cliff Blau""",2001/05/18 8:03PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,105,600,coopw101,mitcc102,,
CIN191704170,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/04/17,CIN07,0,0:00PM,day,false,emslb101,klemb901,(none),(none),"""139""","""Cliff Blau""","""Cliff Blau""",2001/05/19 9:24PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,99,3000,schnp101,millf102,,
CIN191704180,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/04/18,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""139""","""Cliff Blau""","""Cliff Blau""",2001/05/20 11:08AM,unknown,none,0,unknown,-1,unknown,unknown,unknown,111,3500,elleh101,mamaa101,mitcc102,
CIN191704220,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/04/22,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/09 2:30PM,park,none,0,unknown,-1,unknown,unknown,sunny,108,15000,schnp101,dougp101,,
CIN191704230,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/04/23,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/09 3:43PM,park,none,0,unknown,-1,unknown,unknown,sunny,128,2500,tonef101,cartp101,,
CIN191704240,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/04/24,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/11 12:51AM,park,none,0,unknown,-1,unknown,unknown,unknown,113,2000,aldrv101,mitcc102,,
CIN191704250,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/04/25,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/12 12:35AM,park,none,0,unknown,-1,unknown,unknown,unknown,129,1500,vaugh101,schnp101,,
CIN191704260,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/04/26,CIN07,0,0:00PM,day,false,klemb901,emslb101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/12 1:14AM,park,none,0,unknown,-1,unknown,unknown,unknown,106,1500,ringj101,dougp101,,
CIN191704290,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/04/29,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""139""","""Cliff Blau""","""Cliff Blau""",2001/05/26 9:57PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,110,6000,carlh101,schnp101,,
CIN191705060,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/05/06,CIN07,0,0:00PM,day,false,ortha101,riglc901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/22 5:50PM,park,none,0,unknown,-1,unknown,unknown,cloudy,91,3000,watsm102,tonef101,,
CIN191705290,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/05/29,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/22 6:48PM,park,none,0,unknown,-1,unknown,unknown,sunny,106,1500,watsm102,ringj101,,
CIN191705301,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/05/30,CIN07,1,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/22 11:45PM,park,none,0,unknown,-1,unknown,unknown,sunny,122,0,mitcc102,amesr101,,
CIN191705302,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/05/30,CIN07,2,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/23 12:19AM,park,none,0,unknown,-1,unknown,unknown,unknown,118,10000,doakb101,schnp101,,
CIN191705310,"""version 7RS(19) of 07/07/92""",SLN,CIN,1917/05/31,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnnson""",2015/03/26 12:34AM,park,none,0,unknown,-1,unknown,unknown,sunny,114,700,regam101,steeb103,,
CIN191706020,"""version 7RS(19) of 07/07/92""",BSN,CIN,1917/06/02,CIN07,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/31 1:15PM,park,none,0,unknown,-1,unknown,unknown,sunny,104,1500,nehfa101,ringj101,,
CIN191706030,"""version 7RS(19) of 07/07/92""",BSN,CIN,1917/06/03,CIN07,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/31 2:04PM,park,none,0,unknown,-1,unknown,unknown,sunny,127,6000,tonef101,rudod101,,
CIN191706040,"""version 7RS(19) of 07/07/92""",BSN,CIN,1917/06/04,CIN07,0,0:00PM,day,false,klemb901,brank101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/03/31 2:43PM,park,none,0,unknown,-1,unknown,unknown,sunny,94,800,barnj102,regam101,,
CIN191706050,"""version 7RS(19) of 07/07/92""",NY1,CIN,1917/06/05,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/06 2:02PM,park,none,0,unknown,-1,unknown,unknown,cloudy,132,3500,mitcc102,smitg104,,
CIN191706060,"""version 7RS(19) of 07/07/92""",NY1,CIN,1917/06/06,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/06 6:07PM,park,none,0,unknown,-1,unknown,unknown,cloudy,113,2500,tonef101,bentr102,,
CIN191706070,"""version 7RS(19) of 07/07/92""",NY1,CIN,1917/06/07,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/11 8:57PM,park,none,0,unknown,-1,unknown,unknown,sunny,121,3000,salls101,regam101,,
CIN191706080,"""version 7RS(19) of 07/07/92""",NY1,CIN,1917/06/08,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/11 9:54PM,park,none,0,unknown,-1,unknown,unknown,cloudy,94,1500,mitcc102,andef101,,
CIN191706090,"""version 7RS(19) of 07/07/92""",BRO,CIN,1917/06/09,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/17 12:33PM,park,none,0,unknown,-1,unknown,unknown,sunny,75,3000,schnp101,cadol101,elleh101,
CIN191706100,"""version 7RS(19) of 07/07/92""",BRO,CIN,1917/06/10,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/17 1:23PM,park,none,0,unknown,-1,unknown,unknown,sunny,105,10000,smits102,tonef101,,
CIN191706110,"""version 7RS(19) of 07/07/92""",BRO,CIN,1917/06/11,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/17 6:41PM,park,none,0,unknown,-1,unknown,unknown,sunny,88,1500,elleh101,chenl101,,
CIN191706120,"""version 7RS(19) of 07/07/92""",BRO,CIN,1917/06/12,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Howard Johnson""","""Howard Johnson""",2015/04/18 12:52AM,park,none,0,unknown,-1,unknown,unknown,sunny,98,1500,marqr102,mitcc102,cadol101,
CIN191706130,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/06/13,CIN07,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/01 4:06PM,park,none,0,unknown,-1,unknown,none,sunny,92,1000,alexg102,regam101,,
CIN191706140,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/06/14,CIN07,0,0:00PM,day,false,odayh101,harrp901,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/01 7:45PM,park,none,0,unknown,-1,unknown,none,sunny,110,800,tonef101,mayee101,,
CIN191706150,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/06/15,CIN07,0,0:00PM,day,false,harrp901,odayh101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/02 9:16AM,park,none,0,unknown,-1,unknown,unknown,unknown,122,400,lavej101,elleh101,,
CIN191706160,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/06/16,CIN07,0,0:00PM,day,false,harrp901,odayh101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/02 1:09PM,park,none,0,unknown,-1,unknown,unknown,cloudy,140,2000,mitcc102,rixee101,,
CIN191706170,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/06/17,CIN07,0,0:00PM,day,false,riglc901,ortha101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/02 7:52PM,park,none,0,unknown,-1,unknown,none,sunny,123,9000,regam101,alexg102,,
CIN191706180,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/06/18,CIN07,0,0:00PM,day,false,harrp901,emslb101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/03 8:53AM,park,none,0,unknown,-1,unknown,none,sunny,108,2000,demaa101,tonef101,,
CIN191706191,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/06/19,CIN07,1,0:00,day,false,quige901,emslb101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/03 1:13PM,park,none,0,unknown,-1,unknown,rain,unknown,164,0,vaugh101,elleh101,,
CIN191706192,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/06/19,CIN07,2,0:00PM,day,false,quige901,emslb101,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/03 7:22PM,park,none,0,unknown,-1,unknown,unknown,unknown,73,3500,elleh101,aldrv101,,
CIN191706200,"""version 7RS(19) of 07/07/92""",CHN,CIN,1917/06/20,CIN07,0,0:00PM,day,false,byrol901,quige901,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/04 3:51PM,park,none,0,unknown,-1,unknown,none,sunny,122,2000,mitcc102,seatt102,,
CIN191707011,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/07/01,CIN07,1,0:00PM,day,false,quige901,byrol901,(none),emslb101,"""139""","""Cliff Blau""","""Cliff Blau""",2001/07/07 4:04PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,84,0,tonef101,jacoe101,,
CIN191707012,"""version 7RS(19) of 07/07/92""",PIT,CIN,1917/07/01,CIN07,2,0:00PM,day,false,quige901,byrol901,(none),emslb101,"""139""","""Cliff Blau""","""Cliff Blau""",2001/07/07 5:36PM,unknown,none,0,unknown,-1,unknown,unknown,unknown,84,18000,tonef101,steeb103,,
CIN191707260,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/07/26,CIN07,0,0:00PM,day,false,riglc901,hartb106,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/04 7:47PM,park,none,0,unknown,-1,unknown,rain,unknown,114,5000,schnp101,rixee101,,
CIN191707270,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/07/27,CIN07,0,0:00PM,day,false,riglc901,hartb106,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/05 1:46PM,park,none,0,unknown,-1,unknown,none,sunny,101,6000,tonef101,mayee101,,
CIN191707280,"""version 7RS(19) of 07/07/92""",PHI,CIN,1917/07/28,CIN07,0,0:00PM,day,false,riglc901,hartb106,(none),(none),"""486""","""Cliff Blau""","""Cliff Blau""",2015/05/05 4:06PM,park,none,0,unknown,-1,unknown,none,sunny,116,12000,alexg102,mitcc102,,
