game_id,date,hometeam,visteam,home_first_inning_runs,visiting_first_inning_runs,home_ERA,vis_ERA,home_travel,vis_travel,home_last_location,visiting_last_location,home_avg_prev,away_avg_prev,home_OBP_x,away_OBP_x,home_OBP_y,away_OBP_y
SLN202408210,2024-08-21,SLN,MIL,0,0,2.04,2.72,1e-06,1e-06,SLN,SLN,0.6,0.7,0.315,0.333,0.315,0.333
ATL202408210,2024-08-21,ATL,PHI,0,0,2.62,1.87,1e-06,1e-06,ATL,ATL,0.7,0.5,0.313,0.319,0.313,0.319
OAK202408210,2024-08-21,OAK,TBA,1,0,4.58,3.6,1e-06,1e-06,OAK,OAK,0.5,0.7,0.3,0.301,0.3,0.301
SFN202408210,2024-08-21,SFN,CHA,0,1,3.88,3.75,1e-06,1e-06,SFN,SFN,0.3,0.1,0.307,0.273,0.307,0.273
TOR202408220,2024-08-22,TOR,ANA,0,0,3.19,5.82,1e-06,1362.7751953099455,TOR,KCA,1.3,0.1,0.314,0.301,0.314,0.301
OAK202408220,2024-08-22,OAK,TBA,0,0,3.41,3.27,1e-06,1e-06,OAK,OAK,0.6,0.7,0.3,0.301,0.3,0.301
ATL202408220,2024-08-22,ATL,PHI,0,1,3.35,3.32,1e-06,1e-06,ATL,ATL,0.7,0.4,0.313,0.319,0.313,0.319
BAL202408220,2024-08-22,BAL,HOU,0,0,2.92,4.53,272.81937803481173,2013.2384377541168,NYN,HOU,1.0,0.5,0.313,0.317,0.313,0.317
WAS202408220,2024-08-22,WAS,COL,0,0,5.62,4.98,1e-06,1e-06,WAS,WAS,0.3,0.2,0.309,0.276,0.309,0.276
NYA202408220,2024-08-22,NYA,CLE,0,0,3.41,4.86,1e-06,1e-06,NYA,NYA,1.0,0.1,0.337,0.299,0.337,0.299
SDN202408220,2024-08-22,SDN,NYN,0,1,3.47,3.91,1e-06,3907.304911865239,SDN,NYN,0.6,0.5,0.315,0.317,0.315,0.317
CHN202408220,2024-08-22,CHN,DET,0,0,3.07,6.09,1e-06,1e-06,CHN,CHN,0.9,0.3,0.302,0.299,0.302,0.299
PIT202408220,2024-08-22,PIT,CIN,0,0,1.96,4.76,1741.1290055955549,360.601143606632,TEX,TOR,0.4,0.4,0.306,0.298,0.306,0.298
SLN202408220,2024-08-22,SLN,MIL,0,0,2.8,5.93,1e-06,1e-06,SLN,SLN,0.5,0.7,0.315,0.333,0.315,0.333
PIT202408230,2024-08-23,PIT,CIN,0,1,3.89,5.59,1e-06,1e-06,PIT,PIT,0.4,0.2,0.306,0.298,0.306,0.298
MIA202408230,2024-08-23,MIA,CHN,0,0,7.15,1.88,1e-06,1915.1205670973725,MIA,CHN,0.9,0.5,0.308,0.331,0.308,0.331
SEA202408230,2024-08-23,SEA,SFN,0,1,1.94,3.88,1545.141516309272,1092.0187760809354,LAN,SFN,0.4,0.6,0.307,0.304,0.307,0.304
TOR202408230,2024-08-23,TOR,ANA,0,0,3.21,4.35,1e-06,1e-06,TOR,TOR,1.0,0.1,0.314,0.301,0.314,0.301
CLE202408230,2024-08-23,CLE,TEX,0,0,3.47,3.8,649.8727601989037,1666.9381007624936,NYA,TEX,0.4,0.0,0.317,0.301,0.317,0.301
LAN202408230,2024-08-23,LAN,TBA,0,1,3.46,2.15,1e-06,552.4676717810693,LAN,OAK,0.6,0.6,0.33,0.301,0.33,0.301
SDN202408230,2024-08-23,SDN,NYN,1,0,3.88,4.66,1e-06,1e-06,SDN,SDN,0.6,0.6,0.315,0.317,0.315,0.317
OAK202408230,2024-08-23,OAK,MIL,1,0,4.38,1.73,1e-06,2789.217487399641,OAK,SLN,0.6,0.7,0.3,0.333,0.3,0.333
BOS202408230,2024-08-23,BOS,ARI,1,2,4.49,4.24,2582.243070652819,2024.1956124919243,HOU,MIA,0.2,0.6,0.321,0.328,0.321,0.328
NYA202408230,2024-08-23,NYA,COL,0,0,3.96,5.24,1e-06,326.3648041771951,NYA,WAS,0.8,0.1,0.337,0.276,0.337,0.276
ATL202408230,2024-08-23,ATL,WAS,1,0,1.95,2.76,1e-06,874.0887985860761,ATL,WAS,0.6,0.7,0.313,0.308,0.313,0.308
BAL202408230,2024-08-23,BAL,HOU,0,0,5.33,3.1,1e-06,1e-06,BAL,BAL,0.6,0.4,0.313,0.317,0.313,0.317
MIN202408230,2024-08-23,MIN,SLN,0,0,4.9,3.78,2463.5292715191244,750.9189277472408,SDN,SLN,0.9,0.4,0.328,0.309,0.328,0.309
CHA202408230,2024-08-23,CHA,DET,0,1,3.75,2.82,2984.5094702126535,1e-06,SFN,CHN,0.4,0.2,0.283,0.299,0.283,0.299
KCA202408230,2024-08-23,KCA,PHI,1,0,3.35,7.1,1e-06,1087.4766965335918,KCA,ATL,0.4,0.4,0.319,0.319,0.319,0.319
SEA202408240,2024-08-24,SEA,SFN,0,1,3.53,3.14,1e-06,1e-06,SEA,SEA,0.4,0.7,0.307,0.304,0.307,0.304
MIA202408240,2024-08-24,MIA,CHN,0,1,3.67,2.91,1e-06,1e-06,MIA,MIA,0.9,0.3,0.308,0.331,0.308,0.331
LAN202408240,2024-08-24,LAN,TBA,0,4,4.78,2.15,1e-06,1e-06,LAN,LAN,0.6,0.5,0.33,0.301,0.33,0.301
OAK202408240,2024-08-24,OAK,MIL,1,0,6.42,4.29,1e-06,1e-06,OAK,OAK,0.5,0.6,0.3,0.333,0.3,0.333
SDN202408240,2024-08-24,SDN,NYN,0,1,2.95,2.9,1e-06,1e-06,SDN,SDN,0.7,0.6,0.315,0.317,0.315,0.317
PIT202408240,2024-08-24,PIT,CIN,0,4,7.97,6.25,1e-06,1e-06,PIT,PIT,0.4,0.3,0.306,0.298,0.306,0.298
KCA202408240,2024-08-24,KCA,PHI,0,0,3.71,3.46,1e-06,1e-06,KCA,KCA,0.5,0.4,0.319,0.319,0.319,0.319
CHA202408240,2024-08-24,CHA,DET,0,1,5.6,2.39,1e-06,1e-06,CHA,CHA,0.4,0.3,0.283,0.299,0.283,0.299
NYA202408240,2024-08-24,NYA,COL,0,1,10.32,5.87,1e-06,1e-06,NYA,NYA,0.8,0.1,0.337,0.276,0.337,0.276
BOS202408240,2024-08-24,BOS,ARI,0,0,4.36,3.65,1e-06,1e-06,BOS,BOS,0.3,0.8,0.321,0.328,0.321,0.328
ATL202408240,2024-08-24,ATL,WAS,0,0,3.58,4.22,1e-06,1e-06,ATL,ATL,0.4,0.7,0.313,0.308,0.313,0.308
TOR202408240,2024-08-24,TOR,ANA,2,0,3.3,4.15,1e-06,1e-06,TOR,TOR,1.0,0.1,0.314,0.301,0.314,0.301
MIN202408240,2024-08-24,MIN,SLN,0,0,4.08,3.84,1e-06,1e-06,MIN,MIN,0.7,0.4,0.328,0.309,0.328,0.309
CLE202408240,2024-08-24,CLE,TEX,1,1,3.81,4.47,1e-06,1e-06,CLE,CLE,0.2,0.0,0.317,0.301,0.317,0.301
BAL202408240,2024-08-24,BAL,HOU,0,1,3.32,2.91,1e-06,1e-06,BAL,BAL,0.5,0.4,0.313,0.317,0.313,0.317
CHA202408250,2024-08-25,CHA,DET,2,0,4.49,3.62,1e-06,1e-06,CHA,CHA,0.4,0.4,0.283,0.299,0.283,0.299
NYA202408250,2024-08-25,NYA,COL,2,1,4.31,4.75,1e-06,1e-06,NYA,NYA,0.6,0.2,0.337,0.276,0.337,0.276
TOR202408250,2024-08-25,TOR,ANA,0,0,3.83,3.81,1e-06,1e-06,TOR,TOR,1.1,0.1,0.314,0.301,0.314,0.301
OAK202408250,2024-08-25,OAK,MIL,0,0,5.01,4.84,1e-06,1e-06,OAK,OAK,0.5,0.6,0.3,0.333,0.3,0.333
BAL202408250,2024-08-25,BAL,HOU,0,0,4.95,4.1,1e-06,1e-06,BAL,BAL,0.4,0.5,0.313,0.317,0.313,0.317
MIN202408250,2024-08-25,MIN,SLN,1,0,3.64,4.86,1e-06,1e-06,MIN,MIN,0.7,0.3,0.328,0.309,0.328,0.309
MIA202408250,2024-08-25,MIA,CHN,2,0,5.31,3.73,1e-06,1e-06,MIA,MIA,0.9,0.4,0.308,0.331,0.308,0.331
SEA202408250,2024-08-25,SEA,SFN,1,2,2.89,3.9,1e-06,1e-06,SEA,SEA,0.3,0.8,0.307,0.304,0.307,0.304
KCA202408250,2024-08-25,KCA,PHI,0,0,3.0,5.0,1e-06,1e-06,KCA,KCA,0.3,0.4,0.319,0.319,0.319,0.319
CLE202408250,2024-08-25,CLE,TEX,1,0,2.72,3.54,1e-06,1e-06,CLE,CLE,0.3,0.1,0.317,0.301,0.317,0.301
LAN202408250,2024-08-25,LAN,TBA,0,0,1.93,4.46,1e-06,1e-06,LAN,LAN,0.6,0.9,0.33,0.301,0.33,0.301
ATL202408250,2024-08-25,ATL,WAS,0,1,5.09,4.36,1e-06,1e-06,ATL,ATL,0.4,0.2,0.313,0.308,0.313,0.308
BOS202408250,2024-08-25,BOS,ARI,1,0,3.12,4.03,1e-06,1e-06,BOS,BOS,0.3,0.6,0.321,0.328,0.321,0.328
PIT202408250,2024-08-25,PIT,CIN,1,0,3.79,3.99,1e-06,1e-06,PIT,PIT,0.4,0.7,0.306,0.298,0.306,0.298
SDN202408250,2024-08-25,SDN,NYN,0,0,2.77,3.52,1e-06,1e-06,SDN,SDN,0.7,0.7,0.315,0.317,0.315,0.317
BOS202408260,2024-08-26,BOS,TOR,0,0,5.44,3.6,1e-06,691.6136251477402,BOS,TOR,0.4,0.7,0.321,0.313,0.321,0.313
COL202408260,2024-08-26,COL,MIA,0,0,4.5,4.95,2618.595617996944,2773.388608504832,NYA,MIA,0.8,0.7,0.332,0.292,0.332,0.292
PIT202408260,2024-08-26,PIT,CHN,0,0,4.25,3.27,1e-06,1630.230113794326,PIT,MIA,0.4,0.4,0.306,0.331,0.306,0.331
CHA202408260,2024-08-26,CHA,DET,1,0,4.3,0.86,1e-06,1e-06,CHA,CHA,0.5,0.3,0.283,0.299,0.283,0.299
PHI202408260,2024-08-26,PHI,HOU,0,0,1.87,3.8,1664.5791350776744,144.5656230575587,KCA,BAL,0.7,0.4,0.33,0.317,0.33,0.317
WAS202408260,2024-08-26,WAS,NYA,0,1,4.29,3.77,874.0887985860761,326.3648041771951,ATL,NYA,0.2,0.8,0.309,0.33,0.309,0.33
SLN202408260,2024-08-26,SLN,SDN,0,2,4.24,4.87,750.9189277472408,2512.7882729547905,MIN,SDN,0.5,0.3,0.315,0.33,0.315,0.33
SEA202408260,2024-08-26,SEA,TBA,0,0,2.94,3.6,1e-06,1545.141516309272,SEA,LAN,0.4,0.9,0.307,0.301,0.307,0.301
CLE202408261,2024-08-26,CLE,KCA,0,0,1.57,3.66,1e-06,1123.5230318083022,CLE,KCA,0.4,0.5,0.317,0.293,0.317,0.293
MIN202408260,2024-08-26,MIN,ATL,1,4,3.98,3.25,1e-06,1461.737067247833,MIN,ATL,0.6,1.1,0.328,0.304,0.328,0.304
CLE202408262,2024-08-26,CLE,KCA,3,0,5.73,3.16,1e-06,1e-06,CLE,CLE,0.4,0.2,0.317,0.293,0.317,0.293
SEA202408270,2024-08-27,SEA,TBA,0,0,2.23,1.51,1e-06,1e-06,SEA,SEA,0.4,0.7,0.307,0.301,0.307,0.301
COL202408270,2024-08-27,COL,MIA,4,0,4.55,6.75,1e-06,1e-06,COL,COL,0.5,0.7,0.332,0.292,0.332,0.292
LAN202408270,2024-08-27,LAN,BAL,0,0,3.17,4.4,1e-06,3725.6014398784982,LAN,BAL,0.6,0.9,0.33,0.316,0.33,0.316
SLN202408270,2024-08-27,SLN,SDN,2,0,2.85,3.73,1e-06,1e-06,SLN,SLN,0.5,0.5,0.315,0.33,0.315,0.33
MIN202408270,2024-08-27,MIN,ATL,0,0,3.64,1.95,1e-06,1e-06,MIN,MIN,0.6,1.4,0.328,0.304,0.328,0.304
WAS202408270,2024-08-27,WAS,NYA,0,0,5.62,3.41,1e-06,1e-06,WAS,WAS,0.2,0.6,0.309,0.33,0.309,0.33
PHI202408270,2024-08-27,PHI,HOU,0,0,3.57,5.48,1e-06,1e-06,PHI,PHI,0.6,0.3,0.33,0.317,0.33,0.317
DET202408270,2024-08-27,DET,ANA,0,1,2.58,7.15,380.91207013286544,332.4198044988213,CHA,TOR,0.4,0.0,0.303,0.301,0.303,0.301
ARI202408270,2024-08-27,ARI,NYN,0,0,4.71,3.47,3693.799946449326,481.0116378281714,BOS,SDN,0.9,0.7,0.347,0.317,0.347,0.317
BOS202408270,2024-08-27,BOS,TOR,3,0,3.13,4.47,1e-06,1e-06,BOS,BOS,0.3,0.7,0.321,0.313,0.321,0.313
CLE202408270,2024-08-27,CLE,KCA,0,0,4.86,4.92,1e-06,1e-06,CLE,CLE,0.5,0.2,0.317,0.293,0.317,0.293
CIN202408270,2024-08-27,CIN,OAK,0,0,3.0,3.44,415.25842934625814,3267.3762996950604,PIT,OAK,0.1,1.2,0.311,0.303,0.311,0.303
MIL202408270,2024-08-27,MIL,SFN,0,0,3.05,4.88,2941.6301363819452,2711.809431696189,OAK,SEA,1.1,1.0,0.317,0.304,0.317,0.304
PIT202408270,2024-08-27,PIT,CHN,2,0,4.14,3.07,1e-06,1e-06,PIT,PIT,0.4,0.4,0.306,0.331,0.306,0.331
CHA202408270,2024-08-27,CHA,TEX,0,1,4.95,5.7,1e-06,494.38381964269325,CHA,CLE,0.5,0.1,0.283,0.301,0.283,0.301
MIN202408280,2024-08-28,MIN,ATL,0,1,4.9,2.38,1e-06,1e-06,MIN,MIN,0.5,1.4,0.328,0.304,0.328,0.304
WAS202408280,2024-08-28,WAS,NYA,2,0,3.9,3.96,1e-06,1e-06,WAS,WAS,0.2,0.5,0.309,0.33,0.309,0.33
CIN202408280,2024-08-28,CIN,OAK,0,1,4.5,3.68,1e-06,1e-06,CIN,CIN,0.1,0.9,0.311,0.303,0.311,0.303
PHI202408280,2024-08-28,PHI,HOU,0,0,7.1,4.53,1e-06,1e-06,PHI,PHI,0.6,0.2,0.33,0.317,0.33,0.317
CHA202408280,2024-08-28,CHA,TEX,2,0,4.39,3.8,1e-06,1e-06,CHA,CHA,0.5,0.2,0.283,0.301,0.283,0.301
COL202408280,2024-08-28,COL,MIA,0,0,5.24,5.68,1e-06,1e-06,COL,COL,0.9,0.7,0.332,0.292,0.332,0.292
MIL202408280,2024-08-28,MIL,SFN,0,0,3.68,4.56,1e-06,1e-06,MIL,MIL,0.8,1.0,0.317,0.304,0.317,0.304
DET202408280,2024-08-28,DET,ANA,0,0,6.09,5.19,1e-06,1e-06,DET,DET,0.4,0.1,0.303,0.301,0.303,0.301
SLN202408280,2024-08-28,SLN,SDN,0,2,2.04,2.77,1e-06,1e-06,SLN,SLN,0.7,0.5,0.315,0.33,0.315,0.33
CLE202408280,2024-08-28,CLE,KCA,1,2,1.93,3.36,1e-06,1e-06,CLE,CLE,0.5,0.2,0.317,0.293,0.317,0.293
LAN202408280,2024-08-28,LAN,BAL,1,0,3.08,2.92,1e-06,1e-06,LAN,LAN,0.4,0.8,0.33,0.316,0.33,0.316
SEA202408280,2024-08-28,SEA,TBA,0,0,3.64,5.1,1e-06,1e-06,SEA,SEA,0.4,0.7,0.307,0.301,0.307,0.301
ARI202408280,2024-08-28,ARI,NYN,0,0,3.26,3.52,1e-06,1e-06,ARI,ARI,0.9,0.7,0.347,0.317,0.347,0.317
PIT202408280,2024-08-28,PIT,CHN,1,1,5.77,1.88,1e-06,1e-06,PIT,PIT,0.4,0.4,0.306,0.331,0.306,0.331
BOS202408280,2024-08-28,BOS,TOR,1,0,4.49,4.16,1e-06,1e-06,BOS,BOS,0.6,0.4,0.321,0.313,0.321,0.313
DET202408290,2024-08-29,DET,ANA,0,0,4.76,3.99,1e-06,1e-06,DET,DET,0.2,0.1,0.303,0.301,0.303,0.301
PHI202408290,2024-08-29,PHI,ATL,0,0,2.29,3.56,1e-06,1582.6741426537678,PHI,MIN,0.5,1.4,0.33,0.304,0.33,0.304
MIL202408290,2024-08-29,MIL,SFN,0,0,4.36,4.75,1e-06,1e-06,MIL,MIL,0.8,0.9,0.317,0.304,0.317,0.304
ARI202408290,2024-08-29,ARI,NYN,0,0,2.48,2.55,1e-06,1e-06,ARI,ARI,0.7,0.6,0.347,0.317,0.347,0.317
HOU202408290,2024-08-29,HOU,KCA,0,0,3.49,3.36,2157.262613807304,1793.7234420980124,PHI,CLE,0.4,0.4,0.326,0.293,0.326,0.293
BOS202408290,2024-08-29,BOS,TOR,0,0,4.36,3.3,1e-06,1e-06,BOS,BOS,0.7,0.3,0.321,0.313,0.321,0.313
CHA202408290,2024-08-29,CHA,TEX,0,0,7.07,3.8,1e-06,1e-06,CHA,CHA,0.7,0.2,0.283,0.301,0.283,0.301
COL202408290,2024-08-29,COL,MIA,0,0,5.87,3.32,1e-06,1e-06,COL,COL,0.8,0.5,0.332,0.292,0.332,0.292
LAN202408290,2024-08-29,LAN,BAL,0,0,8.52,5.2,1e-06,1e-06,LAN,LAN,0.4,0.8,0.33,0.316,0.33,0.316
SLN202408290,2024-08-29,SLN,SDN,0,0,3.84,2.95,1e-06,1e-06,SLN,SLN,0.6,0.7,0.315,0.33,0.315,0.33
CIN202408290,2024-08-29,CIN,OAK,0,2,4.5,4.02,1e-06,1e-06,CIN,CIN,0.1,1.0,0.311,0.303,0.311,0.303
TEX202408300,2024-08-30,TEX,OAK,0,1,4.47,4.38,1309.650558347085,1327.4667402221744,CHA,CIN,0.3,1.2,0.31,0.303,0.31,0.303
MIN202408300,2024-08-30,MIN,TOR,0,0,4.08,3.83,1e-06,1804.1923618308683,MIN,BOS,0.5,0.3,0.328,0.313,0.328,0.313
WAS202408300,2024-08-30,WAS,CHN,2,0,4.41,2.91,1e-06,305.44483751928374,WAS,PIT,0.4,0.2,0.309,0.331,0.309,0.331
CIN202408302,2024-08-30,CIN,MIL,0,0,1.17,5.02,1e-06,1e-06,CIN,CIN,0.1,0.6,0.311,0.333,0.311,0.333
CIN202408301,2024-08-30,CIN,MIL,1,0,3.99,2.72,1e-06,525.1892238126902,CIN,MIL,0.1,0.6,0.311,0.333,0.311,0.333
HOU202408300,2024-08-30,HOU,KCA,0,0,3.8,4.92,1e-06,1e-06,HOU,HOU,0.4,0.3,0.326,0.293,0.326,0.293
ANA202408300,2024-08-30,ANA,SEA,2,5,4.85,3.53,3167.1614902696224,1575.276973597757,DET,SEA,0.1,0.5,0.302,0.315,0.302,0.315
CLE202408300,2024-08-30,CLE,PIT,2,0,3.81,3.38,1e-06,186.24975562107616,CLE,PIT,0.6,0.0,0.317,0.297,0.317,0.297
SFN202408300,2024-08-30,SFN,MIA,0,0,2.82,5.55,2954.3733541563483,1524.5101947303656,MIL,COL,0.3,0.5,0.307,0.292,0.307,0.292
TBA202408300,2024-08-30,TBA,SDN,0,3,4.11,4.53,4073.223093287738,1400.9866618185608,SEA,SLN,0.2,0.5,0.303,0.33,0.303,0.33
NYA202408300,2024-08-30,NYA,SLN,0,0,4.31,3.3,326.3648041771951,1403.0288811452067,WAS,SLN,0.8,0.3,0.337,0.309,0.337,0.309
PHI202408300,2024-08-30,PHI,ATL,0,0,3.46,1.99,1e-06,1e-06,PHI,PHI,0.5,1.4,0.33,0.304,0.33,0.304
COL202408300,2024-08-30,COL,BAL,0,0,4.75,3.7,1e-06,1336.5596902131042,COL,LAN,0.8,0.6,0.332,0.316,0.332,0.316
CHA202408300,2024-08-30,CHA,NYN,1,0,4.49,4.04,1e-06,2336.6124175783,CHA,ARI,0.7,0.2,0.283,0.317,0.283,0.317
ARI202408300,2024-08-30,ARI,LAN,2,2,3.8,3.54,1e-06,574.8341159449532,ARI,LAN,0.7,0.8,0.347,0.339,0.347,0.339
DET202408300,2024-08-30,DET,BOS,0,1,4.53,3.29,1e-06,984.732039314543,DET,BOS,0.2,0.8,0.303,0.317,0.303,0.317
CHA202408310,2024-08-31,CHA,NYN,0,3,4.32,3.75,1e-06,1e-06,CHA,CHA,0.6,0.2,0.283,0.317,0.283,0.317
PHI202408310,2024-08-31,PHI,ATL,0,0,2.57,3.25,1e-06,1e-06,PHI,PHI,0.5,1.4,0.33,0.304,0.33,0.304
ARI202408310,2024-08-31,ARI,LAN,4,3,3.26,2.16,1e-06,1e-06,ARI,ARI,0.9,0.8,0.347,0.339,0.347,0.339
COL202408310,2024-08-31,COL,BAL,0,0,2.75,5.33,1e-06,1e-06,COL,COL,0.8,0.6,0.332,0.316,0.332,0.316
SFN202408310,2024-08-31,SFN,MIA,0,0,6.44,4.95,1e-06,1e-06,SFN,SFN,0.3,0.5,0.307,0.292,0.307,0.292
WAS202408310,2024-08-31,WAS,CHN,0,0,4.16,3.73,1e-06,1e-06,WAS,WAS,0.5,0.2,0.309,0.331,0.309,0.331
NYA202408310,2024-08-31,NYA,SLN,0,0,10.32,4.24,1e-06,1e-06,NYA,NYA,0.8,0.2,0.337,0.309,0.337,0.309
TEX202408310,2024-08-31,TEX,OAK,0,0,1.17,3.68,1e-06,1e-06,TEX,TEX,0.3,1.3,0.31,0.303,0.31,0.303
CLE202408310,2024-08-31,CLE,PIT,0,0,2.72,,1e-06,1e-06,CLE,CLE,0.8,0.0,0.317,0.297,0.317,0.297
HOU202408310,2024-08-31,HOU,KCA,0,0,4.05,3.14,1e-06,1e-06,HOU,HOU,0.4,0.3,0.326,0.293,0.326,0.293
TBA202408310,2024-08-31,TBA,SDN,1,2,3.06,4.87,1e-06,1e-06,TBA,TBA,0.1,0.8,0.303,0.33,0.303,0.33
CIN202408310,2024-08-31,CIN,MIL,0,0,5.59,2.86,1e-06,1e-06,CIN,CIN,0.2,0.3,0.311,0.333,0.311,0.333
DET202408310,2024-08-31,DET,BOS,0,1,2.39,4.14,1e-06,1e-06,DET,DET,0.2,0.9,0.303,0.317,0.303,0.317
ANA202408310,2024-08-31,ANA,SEA,0,0,2.08,2.12,1e-06,1e-06,ANA,ANA,0.3,1.0,0.302,0.315,0.302,0.315
MIN202408310,2024-08-31,MIN,TOR,0,7,6.69,3.6,1e-06,1e-06,MIN,MIN,0.5,0.3,0.328,0.313,0.328,0.313
ARI202409010,2024-09-01,ARI,LAN,0,0,4.71,5.7,1e-06,1e-06,ARI,ARI,1.2,1.1,0.347,0.339,0.347,0.339
CIN202409010,2024-09-01,CIN,MIL,0,0,3.99,4.04,1e-06,1e-06,CIN,CIN,0.1,0.3,0.311,0.333,0.311,0.333
SFN202409010,2024-09-01,SFN,MIA,1,0,3.47,4.64,1e-06,1e-06,SFN,SFN,0.3,0.3,0.307,0.292,0.307,0.292
PHI202409010,2024-09-01,PHI,ATL,0,0,2.45,3.58,1e-06,1e-06,PHI,PHI,0.5,0.9,0.33,0.304,0.33,0.304
NYA202409010,2024-09-01,NYA,SLN,0,0,2.37,3.36,1e-06,1e-06,NYA,NYA,0.8,0.2,0.337,0.309,0.337,0.309
COL202409010,2024-09-01,COL,BAL,0,1,6.94,3.59,1e-06,1e-06,COL,COL,0.8,0.5,0.332,0.316,0.332,0.316
MIN202409010,2024-09-01,MIN,TOR,0,1,2.03,3.21,1e-06,1e-06,MIN,MIN,0.5,0.7,0.328,0.313,0.328,0.313
HOU202409010,2024-09-01,HOU,KCA,0,0,2.8,4.53,1e-06,1e-06,HOU,HOU,0.4,0.3,0.326,0.293,0.326,0.293
CLE202409010,2024-09-01,CLE,PIT,2,0,2.76,4.25,1e-06,1e-06,CLE,CLE,0.8,0.0,0.317,0.297,0.317,0.297
CHA202409010,2024-09-01,CHA,NYN,0,0,3.58,3.47,1e-06,1e-06,CHA,CHA,0.6,0.5,0.283,0.317,0.283,0.317
ANA202409010,2024-09-01,ANA,SEA,1,0,9.58,2.94,1e-06,1e-06,ANA,ANA,0.3,1.0,0.302,0.315,0.302,0.315
DET202409010,2024-09-01,DET,BOS,0,0,2.58,4.91,1e-06,1e-06,DET,DET,0.1,1.0,0.303,0.317,0.303,0.317
TBA202409010,2024-09-01,TBA,SDN,0,0,2.15,1.75,1e-06,1e-06,TBA,TBA,0.2,0.9,0.303,0.33,0.303,0.33
TEX202409010,2024-09-01,TEX,OAK,1,0,5.7,2.49,1e-06,1e-06,TEX,TEX,0.3,1.3,0.31,0.303,0.31,0.303
WAS202409010,2024-09-01,WAS,CHN,0,0,4.29,5.48,1e-06,1e-06,WAS,WAS,0.4,0.2,0.309,0.331,0.309,0.331
CIN202409020,2024-09-02,CIN,HOU,2,0,5.46,5.48,1e-06,1437.2452542414687,CIN,HOU,0.1,0.2,0.311,0.317,0.311,0.317
KCA202409020,2024-09-02,KCA,CLE,0,0,3.35,4.86,1040.8267966673652,1123.5230318083022,HOU,CLE,0.3,0.1,0.319,0.299,0.319,0.299
TBA202409020,2024-09-02,TBA,MIN,2,1,3.63,3.24,1e-06,2137.431531245163,TBA,MIN,0.2,0.5,0.303,0.303,0.303,0.303
CHN202409020,2024-09-02,CHN,PIT,0,0,2.89,4.5,956.88299544195,494.38381964269325,WAS,CLE,0.7,0.0,0.302,0.297,0.302,0.297
MIL202409020,2024-09-02,MIL,SLN,3,0,3.68,3.78,525.1892238126902,1181.7674036325852,CIN,NYA,0.8,0.0,0.317,0.309,0.317,0.309
NYN202409020,2024-09-02,NYN,BOS,0,0,3.91,4.49,1144.129935670241,773.7548030957365,CHA,DET,0.4,1.0,0.325,0.317,0.325,0.317
TEX202409020,2024-09-02,TEX,NYA,0,0,8.83,3.41,1e-06,2225.551415128663,TEX,NYA,0.4,0.4,0.31,0.33,0.31,0.33
ARI202409020,2024-09-02,ARI,LAN,0,0,5.04,3.17,1e-06,1e-06,ARI,ARI,1.1,0.9,0.347,0.339,0.347,0.339
SDN202409020,2024-09-02,SDN,DET,0,0,3.88,1.84,3355.6668168427304,3167.619360952703,TBA,DET,0.7,0.3,0.315,0.299,0.315,0.299
BAL202409020,2024-09-02,BAL,CHA,1,2,2.92,4.95,2423.9297247133413,972.7856247406662,COL,CHA,0.2,0.2,0.313,0.273,0.313,0.273
OAK202409020,2024-09-02,OAK,SEA,0,2,3.68,3.69,2350.5503898425545,592.0809005913671,TEX,ANA,0.5,1.0,0.3,0.315,0.3,0.315
ANA202409030,2024-09-03,ANA,LAN,0,0,4.35,3.46,1e-06,540.0297061463508,ANA,ARI,0.3,0.9,0.302,0.339,0.302,0.339
MIA202409030,2024-09-03,MIA,WAS,0,0,5.68,5.62,4167.0413845935145,1489.628641346009,SFN,WAS,0.6,0.3,0.308,0.308,0.308,0.308
KCA202409030,2024-09-03,KCA,CLE,0,0,3.71,3.47,1e-06,1e-06,KCA,KCA,0.2,0.1,0.319,0.299,0.319,0.299
CHN202409030,2024-09-03,CHN,PIT,0,0,5.92,1.96,1e-06,1e-06,CHN,CHN,0.7,0.0,0.302,0.297,0.302,0.297
NYN202409030,2024-09-03,NYN,BOS,0,0,2.9,4.36,1e-06,1e-06,NYN,NYN,0.4,1.0,0.325,0.317,0.325,0.317
TEX202409030,2024-09-03,TEX,NYA,0,0,3.0,3.14,1e-06,1e-06,TEX,TEX,0.2,0.4,0.31,0.33,0.31,0.33
SFN202409030,2024-09-03,SFN,ARI,1,3,4.56,4.24,1e-06,1050.993394248722,SFN,ARI,0.2,0.6,0.307,0.328,0.307,0.328
OAK202409030,2024-09-03,OAK,SEA,1,2,2.86,3.61,1e-06,1e-06,OAK,OAK,0.5,1.1,0.3,0.315,0.3,0.315
MIL202409030,2024-09-03,MIL,SLN,0,2,2.98,2.04,1e-06,1e-06,MIL,MIL,1.1,0.0,0.317,0.309,0.317,0.309
TOR202409030,2024-09-03,TOR,PHI,6,1,3.21,2.29,1113.301279752142,539.7375980826044,MIN,PHI,0.8,0.3,0.314,0.319,0.314,0.319
TBA202409030,2024-09-03,TBA,MIN,0,0,3.27,4.9,1e-06,1e-06,TBA,TBA,0.4,0.6,0.303,0.303,0.303,0.303
